Year: 2018  Month: 10  ID: WTI  ARGOS: 99505  Name: White Island        
Lat: 78.08S  Lon: 167.46E  Elev:  686m
2018 274 10  1 0000  -29.4  864.4   42.1  167.1   75.1    0.1
2018 274 10  1 0300  -28.6  861.1   47.2  169.8   75.7   -0.0
2018 274 10  1 0600  -29.0  864.3   46.0  169.7   75.4    0.0
2018 274 10  1 0900  -29.0  864.8   46.5  170.8   75.9   -0.0
2018 274 10  1 1200  -27.3  869.7   39.6  176.5   77.4    0.0
2018 274 10  1 1500  -27.8  869.3   40.7  183.9   76.8   -0.0
2018 274 10  1 1800  -27.5  860.1   48.0  179.6   77.1   -0.0
2018 274 10  1 2100  -27.4  864.7   21.7  157.8   76.8   -0.0
2018 275 10  2 0000  -27.1  863.3   25.3  171.6   76.8   -0.0
2018 275 10  2 0300  -26.8  863.3   32.8  171.7   76.7   -0.0
2018 275 10  2 0600  -25.6  868.1   15.3  144.5   78.2   -0.0
2018 275 10  2 0900  -23.9  869.7   19.8  193.8   80.7    0.0
2018 275 10  2 1200  -24.2  868.8   27.9  212.8   80.1    0.1
2018 275 10  2 1500  -25.3  873.5   11.9  179.2   79.0    0.3
2018 275 10  2 1800  -24.6  873.4   12.4  166.7   79.7    0.2
2018 275 10  2 2100  -24.2  874.4   13.8  182.3   78.3    0.2
2018 276 10  3 0000  -23.3  875.7   12.3  194.2   72.7    0.3
2018 276 10  3 0300  -23.6  874.6   12.4  190.1   79.5    0.2
2018 276 10  3 0600  -24.0  875.0    4.0  168.7   80.2    0.0
2018 276 10  3 0900  -23.0  874.5   11.0  183.1   82.4    0.1
2018 276 10  3 1200  -24.4  871.9   13.9  191.0   80.2    0.3
2018 276 10  3 1500  -22.2  872.5   13.6  171.8   82.3    0.1
2018 276 10  3 1800  -22.0  870.5   12.8  184.2   82.7    0.2
2018 276 10  3 2100  -19.8  866.2   23.2  206.8   83.9    0.0
2018 277 10  4 0000  -17.3  865.2   24.9  199.4   86.7    0.0
2018 277 10  4 0300  -15.5  858.9   32.4  207.6   89.9   -0.0
2018 277 10  4 0600  -15.9  851.9   40.1  198.9   89.9   -0.0
2018 277 10  4 0900  -16.8  860.1   32.2  185.2   89.1   -0.1
2018 277 10  4 1200  -19.4  868.8   18.3  186.8   85.7    0.0
2018 277 10  4 1500  -19.7  863.0   33.2  196.1   85.1    0.0
2018 277 10  4 1800  -17.6  859.4   36.3  186.1   87.9    0.0
2018 277 10  4 2100  -14.2  863.6   25.2  229.0   92.7    0.1
2018 278 10  5 0000  -16.4  856.2   38.3  192.3   88.2   -0.0
2018 278 10  5 0300  -16.4  865.8   24.2  179.4   88.9   -0.0
2018 278 10  5 0600  -17.5  866.1   23.0  190.1   87.1    0.0
2018 278 10  5 0900  -17.8  866.5   22.6  206.5   87.7    0.1
2018 278 10  5 1200  -17.2  864.9   29.4  201.3   88.8    0.0
2018 278 10  5 1500  -17.4  863.2   33.8  194.3   88.3    0.0
2018 278 10  5 1800  -17.7  863.0   33.9  197.0   86.8    0.0
2018 278 10  5 2100  -19.0  865.0   34.5  193.6   85.4   -0.0
2018 279 10  6 0000  -18.9  865.7   34.1  189.3   84.8   -0.0
2018 279 10  6 0300  -18.9  869.6   29.3  199.4   84.7   -0.0
2018 279 10  6 0600  -19.8  866.6   33.7  184.1   84.6    0.0
2018 279 10  6 0900  -19.5  874.6   28.1  183.8   84.9    0.1
2018 279 10  6 1200  -20.5  874.3   29.2  187.6   84.4    0.0
2018 279 10  6 1500  -19.8  876.3   27.1  185.7   85.0    0.0
2018 279 10  6 1800  -20.9  874.8   31.7  183.8   83.5    0.1
2018 279 10  6 2100  -20.9  877.2   29.5  187.3   82.8    0.0
2018 280 10  7 0000  -21.0  877.4   31.8  198.3   82.8    0.1
2018 280 10  7 0300  -19.7  877.9   32.2  202.5   83.8    0.0
2018 280 10  7 0600  -19.2  877.0   32.3  198.9   85.0   -0.0
2018 280 10  7 0900  -18.9  876.2   32.1  188.2   86.0    0.0
2018 280 10  7 1200  -18.3  881.0   26.7  180.9   86.7    0.0
2018 280 10  7 1500  -18.1  882.4   23.2  200.2   87.4    0.0
2018 280 10  7 1800  -17.7  869.9   38.6  188.8   87.5    0.0
