Year: 2018  Month: 06  ID: THI  ARGOS:  8930  Name: Thurston Island     
Lat: 72.94S  Lon:  97.55W  Elev:  145m
2018 152  6  1 0000  -23.0  955.1  444.0  444.0   71.0  444.0
2018 152  6  1 0300  -23.0  957.2  444.0  444.0   70.6  444.0
2018 152  6  1 0600  -24.0  957.7  444.0  444.0   72.9  444.0
2018 152  6  1 0900  -26.4  956.7  444.0  444.0   61.0  444.0
2018 152  6  1 1200  -29.4  955.0  444.0  444.0   72.0  444.0
2018 152  6  1 1500  -25.2  953.9  444.0  444.0   79.0  444.0
2018 152  6  1 1800  -20.7  951.5  444.0  444.0   82.3  444.0
2018 152  6  1 2100  -19.8  947.0  444.0  444.0   83.7  444.0
2018 153  6  2 0000  -18.8  942.9  444.0  444.0   84.6  444.0
2018 153  6  2 0300  -17.9  940.2  444.0  444.0   82.0  444.0
2018 153  6  2 0600  -15.8  942.6  444.0  444.0   86.9  444.0
2018 153  6  2 0900  -13.9  941.1  444.0  444.0   88.0  444.0
2018 153  6  2 1200  -11.5  937.6  444.0  444.0   87.0  444.0
2018 153  6  2 1500  -10.0  932.8  444.0  444.0   94.0  444.0
2018 153  6  2 1800   -9.0  929.8  444.0  444.0   95.0  444.0
2018 153  6  2 2100  -11.8  928.4  444.0  444.0   91.0  444.0
2018 154  6  3 0000  -15.8  926.4  444.0  444.0   88.0  444.0
2018 154  6  3 0300  -20.6  936.1  444.0  444.0   84.0  444.0
2018 154  6  3 0600  -24.7  940.9  444.0  444.0   81.0  444.0
2018 154  6  3 0900  -25.3  948.8  444.0  444.0   80.4  444.0
2018 154  6  3 1200  -24.1  954.9  444.0  444.0   79.0  444.0
2018 154  6  3 1500  -24.7  958.5  444.0  444.0   76.0  444.0
2018 154  6  3 1800  -26.1  961.2  444.0  444.0   77.7  444.0
2018 154  6  3 2100  -25.4  962.2  444.0  444.0   69.0  444.0
2018 155  6  4 0000  -25.3  962.0  444.0  444.0   65.2  444.0
2018 155  6  4 0300  -28.2  960.8  444.0  444.0   80.0  444.0
2018 155  6  4 0600  -24.1  959.7  444.0  444.0   61.0  444.0
2018 155  6  4 0900  -24.0  958.8  444.0  444.0   61.0  444.0
2018 155  6  4 1200  -21.5  957.6  444.0  444.0   48.0  444.0
2018 155  6  4 1500  -18.1  956.1  444.0  444.0   39.8  444.0
2018 155  6  4 1800  -17.8  954.6  444.0  444.0   36.0  444.0
2018 155  6  4 2100  -16.3  952.8  444.0  444.0   30.1  444.0
2018 156  6  5 0000  -18.0  950.2  444.0  444.0   38.0  444.0
2018 156  6  5 0300  -16.9  947.1  444.0  444.0   78.8  444.0
2018 156  6  5 0600  -20.5  942.7  444.0  444.0   82.0  444.0
2018 156  6  5 0900  -18.8  939.3  444.0  444.0   84.0  444.0
2018 156  6  5 1200  -15.7  936.4  444.0  444.0   87.0  444.0
2018 156  6  5 1500  -13.6  935.3  444.0  444.0   88.0  444.0
