Year: 2018  Month: 06  ID: MPT  ARGOS:  8906  Name: Marble Point        
Lat: 77.44S  Lon: 163.76E  Elev:  108m
2018 152  6  1 0000  -21.4  989.4   13.0  252.0  444.0  444.0
2018 152  6  1 0300  -22.0  990.3    8.3  226.0  444.0  444.0
2018 152  6  1 0600  -19.8  990.3    7.4  231.0  444.0  444.0
2018 152  6  1 0900  -19.6  989.9   10.0  229.0  444.0  444.0
2018 152  6  1 1200  -16.9  992.0    7.4  156.0  444.0  444.0
2018 152  6  1 1500  -17.2  991.9    1.2  176.0  444.0  444.0
2018 152  6  1 1800  -17.8  991.1    2.0  208.0  444.0  444.0
2018 152  6  1 2100  -18.0  989.6    0.2  360.0  444.0  444.0
2018 153  6  2 0000  -16.4  988.1    0.0  198.0  444.0  444.0
2018 153  6  2 0300  -14.1  986.1    9.1  186.0  444.0  444.0
2018 153  6  2 0600  -13.4  984.3    9.8  177.0  444.0  444.0
2018 153  6  2 0900  -14.6  983.8    2.9  153.0  444.0  444.0
2018 153  6  2 1200  -14.1  980.9    1.0  235.0  444.0  444.0
2018 153  6  2 1500  -15.0  978.2    2.7  172.0  444.0  444.0
2018 153  6  2 1800  -20.5  977.2    4.7  132.0  444.0  444.0
2018 153  6  2 2100  -19.0  976.4    3.9  135.0  444.0  444.0
2018 154  6  3 0000  -18.2  972.4    2.9  229.0  444.0  444.0
2018 154  6  3 0300  -18.2  965.5    3.7  218.0  444.0  444.0
2018 154  6  3 0600  -20.0  958.3    3.2  288.0  444.0  444.0
2018 154  6  3 0900  -19.5  952.0    0.0   42.0  444.0  444.0
2018 154  6  3 1200  -22.5  950.0   11.0  120.0  444.0  444.0
2018 154  6  3 1500  -21.1  953.0    8.1  142.0  444.0  444.0
2018 154  6  3 1800  -23.2  956.5    2.5  141.0  444.0  444.0
2018 154  6  3 2100  -16.5  960.4   13.5  142.0  444.0  444.0
2018 155  6  4 0000  -19.8  965.6   11.0  135.0  444.0  444.0
2018 155  6  4 0300  -21.4  970.1    9.3  153.0  444.0  444.0
2018 155  6  4 0600  -25.0  973.8   12.0  143.0  444.0  444.0
2018 155  6  4 0900  -25.2  976.3   14.0  145.0  444.0  444.0
2018 155  6  4 1200  -24.2  979.3    8.3  153.0  444.0  444.0
2018 155  6  4 1500  -24.1  981.3    2.7  153.0  444.0  444.0
2018 155  6  4 1800  -24.5  982.4    4.2  170.0  444.0  444.0
2018 155  6  4 2100  -24.4  983.3    5.1  158.0  444.0  444.0
2018 156  6  5 0000  -25.2  983.3    3.2  159.0  444.0  444.0
2018 156  6  5 0300  -24.4  982.3    0.7  165.0  444.0  444.0
2018 156  6  5 0600  -25.0  980.8    2.2  240.0  444.0  444.0
2018 156  6  5 0900  -23.6  978.9    1.7  267.0  444.0  444.0
2018 156  6  5 1200  -25.4  976.7    3.4  162.0  444.0  444.0
2018 156  6  5 1500  -28.4  974.9    0.0  107.0  444.0  444.0
2018 156  6  5 1800  -27.9  973.1    1.0  134.0  444.0  444.0
2018 156  6  5 2100  -27.1  973.1    3.9  134.0  444.0  444.0
2018 157  6  6 0000  -25.6  973.3    0.0  304.0  444.0  444.0
2018 157  6  6 0300  -26.2  973.0    1.5  155.0  444.0  444.0
2018 157  6  6 0600  -26.6  972.2    2.5  141.0  444.0  444.0
2018 157  6  6 0900  -26.8  972.2    3.4  162.0  444.0  444.0
2018 157  6  6 1200  -25.6  971.6    5.6  150.0  444.0  444.0
2018 157  6  6 1500  -27.6  971.6    5.4  146.0  444.0  444.0
2018 157  6  6 1800  -28.1  971.2    2.9  128.0  444.0  444.0
2018 157  6  6 2100  -27.9  970.8    2.5  135.0  444.0  444.0
2018 158  6  7 0000  -26.5  970.1    2.5  150.0  444.0  444.0
2018 158  6  7 0300  -25.4  970.1    3.2  174.0  444.0  444.0
2018 158  6  7 0600  -26.4  969.9    5.4  156.0  444.0  444.0
2018 158  6  7 0900  -26.2  969.3    0.0  228.0  444.0  444.0
2018 158  6  7 1200  -25.0  968.1    1.5  311.0  444.0  444.0
2018 158  6  7 1500  -24.0  966.6    1.7  291.0  444.0  444.0
