Year: 2018  Month: 06  ID: WTI  ARGOS: 99505  Name: White Island        
Lat: 78.08S  Lon: 167.46E  Elev:  686m
2018 152  6  1 0000  -23.0  904.3   20.9  208.3   50.6    0.3
2018 152  6  1 0300  -20.9  906.6    7.8  180.2   42.6    0.4
2018 152  6  1 0600  -20.8  906.1   18.6  207.0   46.3    0.4
2018 152  6  1 0900  -22.1  908.0   14.1  184.4   47.9    0.3
2018 152  6  1 1200  -22.4  908.7    8.7  169.2   46.8    0.6
2018 152  6  1 1500  -21.4  908.1    2.2  140.0   41.6    0.5
2018 152  6  1 1800  -21.0  907.3   17.2  187.6   40.5    0.5
2018 152  6  1 2100  -20.6  905.8   18.2  183.4   41.1    0.3
2018 153  6  2 0000  -19.0  904.8   13.3  182.4   38.8    0.3
2018 153  6  2 0300  -18.3  903.2   16.3  182.8   46.3    0.3
2018 153  6  2 0600  -19.5  900.0   17.8  157.8   52.8    0.3
2018 153  6  2 0900  -17.8  901.3   10.6  152.1   41.8    0.5
2018 153  6  2 1200  -15.8  901.4    4.9  192.4   38.4    0.3
2018 153  6  2 1500  -17.1  899.3    3.5  281.8   40.6    0.1
2018 153  6  2 1800  -20.4  897.2    8.3  257.1   55.9    0.4
2018 153  6  2 2100  -20.7  891.9   18.1  192.8   51.5    0.2
2018 154  6  3 0000  -19.1  892.1    3.6  135.3   35.7    0.0
2018 154  6  3 0300  -20.0  885.7   10.5  266.5   42.5    1.7
2018 154  6  3 0600  -20.7  879.6    9.1  262.4   40.6    0.3
2018 154  6  3 0900  -21.2  874.7    4.6  275.3   43.1    0.5
2018 154  6  3 1200  -24.1  873.0    8.8  145.5   71.3    0.2
2018 154  6  3 1500  -23.2  872.9    7.6   43.3   66.1    0.4
2018 154  6  3 1800  -24.2  870.6   19.1   99.7   79.5    0.1
2018 154  6  3 2100  -24.6  874.3   24.4  119.3   63.9    0.1
2018 155  6  4 0000  -25.1  874.4   23.7  101.0   78.5    0.0
2018 155  6  4 0300  -34.4  885.8   11.7  109.7   71.6    0.2
2018 155  6  4 0600  -32.9  889.8   10.0  112.3   72.9    0.9
2018 155  6  4 0900  -30.3  891.8    8.8  117.4   75.0    0.3
2018 155  6  4 1200  -29.2  893.9   10.6  119.2   75.5   -0.0
2018 155  6  4 1500  -31.0  895.9    8.3  123.9   74.2    0.1
2018 155  6  4 1800  -31.6  896.7    7.5  135.5   74.2    0.0
2018 155  6  4 2100  -30.2  897.8   10.6  139.6   74.8    0.2
2018 156  6  5 0000  -29.2  897.2   11.7  161.2   75.8    0.1
2018 156  6  5 0300  -28.9  896.3   10.8  161.6   75.8    0.1
2018 156  6  5 0600  -27.8  896.6    2.2  125.9   76.7    0.4
2018 156  6  5 0900  -28.5  895.6    8.9  251.4   76.4    0.2
2018 156  6  5 1200  -27.1  894.7    4.0  259.8   77.5    0.1
2018 156  6  5 1500  -25.7  893.3    0.6  165.2   78.7    0.0
2018 156  6  5 1800  -26.3  891.3    6.4  251.9   77.3    0.8
2018 156  6  5 2100  -26.1  891.1    5.8  241.2   78.3    0.4
2018 157  6  6 0000  -27.2  891.0    6.2  165.9   76.7    0.3
2018 157  6  6 0300  -26.7  890.5    6.6  169.5   78.0    0.1
2018 157  6  6 0600  -27.9  889.5    8.6  230.8   76.8    0.1
2018 157  6  6 0900  -29.6  887.4   13.2  153.7   71.2    0.0
2018 157  6  6 1200  -29.3  888.3    9.6  196.2   73.6    1.0
2018 157  6  6 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 157  6  6 1800  -28.8  884.4    5.3  166.7   73.8    0.4
2018 157  6  6 2100  -30.0  883.0   16.6  122.6   75.0    0.1
2018 158  6  7 0000  -29.8  880.1   15.3   96.9   75.3    0.0
2018 158  6  7 0300  -31.4  879.1   15.8   87.0   74.1    0.0
2018 158  6  7 0600  -31.0  885.5    3.9  145.1   74.6    0.1
2018 158  6  7 0900  -29.7  883.0   11.7   31.5   75.4    0.0
2018 158  6  7 1200  -28.0  881.8   11.0   43.4   76.6    0.1
2018 158  6  7 1500  -28.1  882.6   12.2  206.2   73.0    0.0
2018 158  6  7 1800  -26.2  881.1   14.0  181.5   60.7    0.2
2018 158  6  7 2100  -27.1  882.0   12.1  218.4   66.0    0.0
2018 159  6  8 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 159  6  8 0300  -26.9  876.8   22.1  132.2   57.4    0.0
2018 159  6  8 0600  -28.3  879.5   13.4  144.7   76.1    0.1
2018 159  6  8 0900  -27.8  876.8   16.8  108.7   76.4    0.1
2018 159  6  8 1200  -28.0  879.2   14.8  146.5   76.9    0.2
2018 159  6  8 1500  -27.0  880.1   12.1  160.6   78.0    0.5
2018 159  6  8 1800  -24.8  876.4   14.6  195.1   79.5    0.2
2018 159  6  8 2100  -21.6  878.4    5.3  130.7   77.5    0.4
2018 160  6  9 0000  -20.1  877.3    7.3  143.1   66.6    0.4
2018 160  6  9 0300  -20.6  877.0   12.5  171.9   63.3    0.3
2018 160  6  9 0600  -19.7  876.3   13.0  190.8   49.2    0.5
2018 160  6  9 0900  -20.7  874.2    4.2  106.6   42.1    0.5
2018 160  6  9 1200  -20.6  873.2   11.8  155.7   44.1    0.2
2018 160  6  9 1500  -19.4  871.4    4.3   82.5   47.0    0.1
2018 160  6  9 1800  -19.8  859.8   21.1   55.8   70.0    0.1
2018 160  6  9 2100  -18.9  854.1   22.5   63.2   84.4    0.0
2018 161  6 10 0000  -19.0  858.9   18.5   46.0   81.9    0.1
2018 161  6 10 0300  -19.6  873.8   31.1  171.2   69.5    0.0
2018 161  6 10 0600  -19.0  880.4   25.7  173.3   69.1    0.0
2018 161  6 10 0900  -18.5  880.9   15.9  167.9   78.0    0.1
2018 161  6 10 1200  -17.7  880.3   27.1  191.9   55.7    0.2
2018 161  6 10 1500  -21.5  880.8   25.7  184.7   61.7    0.4
2018 161  6 10 1800  -21.6  879.1   23.9  161.1   57.4    0.1
2018 161  6 10 2100  -20.1  880.2   28.1  172.2   44.6    0.0
2018 162  6 11 0000  -21.3  883.6   19.7  177.2   52.7    0.2
2018 162  6 11 0300  -21.2  884.1   17.2  158.6   55.0    0.2
