Year: 2018  Month: 03  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.83W  Elev:   10m
2018  60  3  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018  60  3  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  60  3  1 0600  444.0  970.1    3.0  211.0  444.0  444.0
2018  60  3  1 0900  444.0  968.4    5.9  214.0   69.0  444.0
2018  60  3  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018  60  3  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  60  3  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018  60  3  1 2100  444.0  970.5    3.4  162.0   63.5  444.0
2018  61  3  2 0000  444.0  971.1    5.4  182.0   74.0  444.0
2018  61  3  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  61  3  2 0600  444.0  971.7    9.3  178.0   69.0  444.0
2018  61  3  2 0900  444.0  971.9    9.4  191.0   73.0  444.0
2018  61  3  2 1200  444.0  972.7    9.8  176.0   92.0  444.0
2018  61  3  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  61  3  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018  61  3  2 2100  444.0  975.9    6.0  181.0   94.0  444.0
2018  62  3  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018  62  3  3 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  62  3  3 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018  62  3  3 0900  444.0  979.4    2.1  128.0   95.4  444.0
2018  62  3  3 1200  444.0  980.1    1.7  105.0   96.0  444.0
2018  62  3  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  62  3  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018  62  3  3 2100  444.0  444.0    6.4  171.0   87.0  444.0
2018  63  3  4 0000  444.0  980.5    5.4  221.0   91.9  444.0
2018  63  3  4 0300  444.0  981.6    6.4  148.0   82.0  444.0
2018  63  3  4 0600  444.0  981.6    4.9  120.0   90.0  444.0
2018  63  3  4 0900  444.0  981.7    4.7  182.0   89.2  444.0
2018  63  3  4 1200  444.0  981.1    6.9  193.0   85.0  444.0
2018  63  3  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  63  3  4 1800  444.0  980.7    5.7  166.0   86.4  444.0
2018  63  3  4 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018  64  3  5 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018  64  3  5 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  64  3  5 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018  64  3  5 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018  64  3  5 1200  444.0  976.5   11.2  173.0   86.0  444.0
2018  64  3  5 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  64  3  5 1800  444.0  976.5   10.3  176.0   84.0  444.0
2018  64  3  5 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018  65  3  6 0000  444.0  976.2    6.9  204.0   95.3  444.0
2018  65  3  6 0300  444.0  975.7    6.6  188.0   94.0  444.0
2018  65  3  6 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018  65  3  6 0900  444.0  975.2    7.6  168.0  444.0  444.0
2018  65  3  6 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018  65  3  6 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  65  3  6 1800  444.0  976.4    6.1   60.0   98.0  444.0
2018  65  3  6 2100  444.0  977.2    8.9   48.0   95.0  444.0
2018  66  3  7 0000  444.0  977.7    8.3   46.0   95.0  444.0
2018  66  3  7 0300  444.0  978.4    8.2   47.0  444.0  444.0
