Year: 2018  Month: 03  ID: EKN  ARGOS:  8923  Name: Evans Knoll         
Lat: 74.85S  Lon: 100.40W  Elev:  188m                  
2018  60  3  1 0000  -10.3  963.5    0.6  444.0   54.0  444.0
2018  60  3  1 0300  -12.6  962.9    1.2  444.0   66.0  444.0
2018  60  3  1 0600  -12.0  962.2    0.8  444.0   67.0  444.0
2018  60  3  1 0900  -13.3  961.4    0.1  444.0   66.0  444.0
2018  60  3  1 1200  -14.0  960.5    0.2  444.0   64.7  444.0
2018  60  3  1 1500  -10.0  959.8    0.2  444.0   48.0  444.0
2018  60  3  1 1800  -10.2  958.8    0.4  444.0   47.0  444.0
2018  60  3  1 2100   -9.7  957.9    0.8  444.0   50.0  444.0
2018  61  3  2 0000  -11.8  957.2    0.8  444.0   64.0  444.0
2018  61  3  2 0300  -11.7  956.4    0.6  444.0   58.0  444.0
2018  61  3  2 0600  -12.6  955.8    0.0  444.0   66.0  444.0
2018  61  3  2 0900  -12.0  955.5    1.6  444.0   62.9  444.0
2018  61  3  2 1200  -11.4  955.0    4.2  444.0   61.0  444.0
2018  61  3  2 1500  -10.5  954.7    4.3  444.0   59.7  444.0
2018  61  3  2 1800   -8.8  954.4    4.8  444.0   48.0  444.0
2018  61  3  2 2100   -8.3  954.4    5.9  444.0   48.0  444.0
2018  62  3  3 0000  -10.7  954.9    6.4  444.0   59.0  444.0
2018  62  3  3 0300   -5.1  955.2    1.2  444.0   43.0  444.0
2018  62  3  3 0600   -9.1  955.7    0.1  444.0   55.0  444.0
2018  62  3  3 0900   -7.7  956.7    1.0  444.0   39.0  444.0
2018  62  3  3 1200   -8.4  957.5    3.5  444.0   41.2  444.0
2018  62  3  3 1500   -6.6  958.8    1.9  444.0   38.0  444.0
2018  62  3  3 1800  -12.0  959.8    7.4  444.0   63.6  444.0
2018  62  3  3 2100   -8.3  961.3    2.4  444.0   52.4  444.0
2018  63  3  4 0000   -5.4  962.7    0.9  444.0   44.0  444.0
2018  63  3  4 0300   -5.0  963.2    1.8  444.0   36.0  444.0
2018  63  3  4 0600  -10.4  964.2    4.0  444.0   59.0  444.0
2018  63  3  4 0900  -17.4  965.1    8.6  444.0   71.0  444.0
2018  63  3  4 1200  -17.9  965.7    9.7  444.0   69.3  444.0
2018  63  3  4 1500  -17.4  966.4    9.1  444.0   75.0  444.0
2018  63  3  4 1800  -16.2  967.6    9.6  444.0   77.0  444.0
2018  63  3  4 2100  -14.8  968.8   10.2  444.0   77.0  444.0
2018  64  3  5 0000  -12.5  969.7    6.1  444.0   61.5  444.0
2018  64  3  5 0300  -12.9  970.3    6.3  444.0   56.3  444.0
