Year: 2018  Month: 11  ID: EKN  ARGOS:  8923  Name: Evans Knoll         
Lat: 74.85S  Lon: 100.41W  Elev:  188m                  
2018 305 11  1 0000  -12.5  945.7   12.5  444.0   85.0  444.0
2018 305 11  1 0300  -14.7  947.9   13.2  444.0   85.0  444.0
2018 305 11  1 0600  -16.8  949.5   11.5  444.0   84.0  444.0
2018 305 11  1 0900  -15.2  949.5   17.3  444.0   80.1  444.0
2018 305 11  1 1200  -15.2  948.6   17.9  444.0   81.0  444.0
2018 305 11  1 1500  -15.6  950.8   14.8  444.0   85.0  444.0
2018 305 11  1 1800  -14.7  948.3   22.9  444.0   87.6  444.0
2018 305 11  1 2100  -15.3  950.6   20.0  444.0   86.0  444.0
2018 306 11  2 0000  -15.7  953.2   14.1  444.0   87.0  444.0
2018 306 11  2 0300  -15.9  955.0    9.8  444.0   84.0  444.0
2018 306 11  2 0600  -16.0  957.3    7.2  444.0   76.1  444.0
2018 306 11  2 0900  -13.1  958.7    6.3  444.0   75.0  444.0
2018 306 11  2 1200  -10.0  960.5    1.0  444.0   68.0  444.0
2018 306 11  2 1500  444.0  961.5    1.0  444.0   52.1  444.0
2018 306 11  2 1800  444.0  962.4    0.6  444.0   47.9  444.0
2018 306 11  2 2100  444.0  963.2    0.1  444.0   46.2  444.0
2018 307 11  3 0000  444.0  963.8    0.9  444.0   64.0  444.0
2018 307 11  3 0300   -8.2  964.4    2.0  444.0   72.0  444.0
2018 307 11  3 0600  -10.9  965.2    2.3  444.0   81.0  444.0
2018 307 11  3 0900  -11.4  965.5    2.5  444.0   75.6  444.0
2018 307 11  3 1200  -11.1  965.6    1.7  444.0   80.0  444.0
2018 307 11  3 1500   -8.9  965.2    0.9  444.0   75.0  444.0
2018 307 11  3 1800   -9.1  964.9    1.3  444.0   74.0  444.0
2018 307 11  3 2100   -8.8  964.5    0.8  444.0   79.9  444.0
2018 308 11  4 0000   -9.5  964.0    0.6  444.0   86.0  444.0
2018 308 11  4 0300   -9.6  963.5    2.8  444.0   75.0  444.0
2018 308 11  4 0600  -10.0  963.4    2.1  444.0   70.6  444.0
2018 308 11  4 0900  -10.9  963.2    1.4  444.0   76.6  444.0
2018 308 11  4 1200  -12.3  963.0    8.3  444.0   83.0  444.0
2018 308 11  4 1500  -16.4  963.5   12.8  444.0   75.0  444.0
2018 308 11  4 1800  -15.7  964.6   10.2  444.0   74.1  444.0
2018 308 11  4 2100  -15.3  963.6   13.8  444.0   77.0  444.0
2018 309 11  5 0000  -15.0  964.3   11.5  444.0   73.0  444.0
2018 309 11  5 0300  -16.3  964.8    9.0  444.0   70.0  444.0
2018 309 11  5 0600  -18.2  965.4    8.6  444.0   71.1  444.0
2018 309 11  5 0900  -19.7  966.0    9.0  444.0   69.0  444.0
2018 309 11  5 1200  -19.5  967.1    8.3  444.0   66.8  444.0
2018 309 11  5 1500  -16.8  967.7    8.7  444.0   68.0  444.0
2018 309 11  5 1800  -14.8  967.8    6.9  444.0   72.0  444.0
2018 309 11  5 2100  -15.0  967.6   11.1  444.0   70.0  444.0
2018 310 11  6 0000  -16.0  966.6   12.0  444.0   72.9  444.0
2018 310 11  6 0300  -17.9  965.5   11.5  444.0   71.0  444.0
2018 310 11  6 0600  -19.0  964.0   13.8  444.0   69.0  444.0
2018 310 11  6 0900  -19.5  961.9   13.6  444.0   67.9  444.0
2018 310 11  6 1200  -17.1  960.2   15.0  444.0   71.0  444.0
2018 310 11  6 1500  -14.2  960.0   13.6  444.0   74.0  444.0
2018 310 11  6 1800  -11.9  961.5   12.8  444.0   74.8  444.0
2018 310 11  6 2100  -11.3  963.7   13.3  444.0   77.0  444.0
2018 311 11  7 0000  -11.1  965.9   11.7  444.0   74.0  444.0
2018 311 11  7 0300  -12.5  966.8    7.5  444.0   70.8  444.0
2018 311 11  7 0600  -13.2  967.9    6.0  444.0   69.0  444.0
2018 311 11  7 0900  -12.4  968.8    3.3  444.0   59.0  444.0
2018 311 11  7 1200  -10.1  968.9    0.4  444.0   45.0  444.0
2018 311 11  7 1500   -9.9  968.0    4.1  444.0   56.0  444.0
2018 311 11  7 1800  -12.6  967.9    4.0  444.0   71.0  444.0
2018 311 11  7 2100  -10.1  967.3    3.8  444.0   73.0  444.0
2018 312 11  8 0000   -9.6  966.8    5.1  444.0   75.0  444.0
2018 312 11  8 0300   -6.7  965.5    4.4  444.0   48.0  444.0
2018 312 11  8 0600   -5.6  965.1    4.3  444.0   38.7  444.0
2018 312 11  8 0900   -6.7  964.7    4.2  444.0   47.0  444.0
2018 312 11  8 1200  444.0  964.1    0.9  444.0   41.0  444.0
2018 312 11  8 1500   -4.0  963.3    1.3  444.0   39.8  444.0
2018 312 11  8 1800   -5.4  963.1    1.7  444.0   88.2  444.0
2018 312 11  8 2100   -5.2  962.0    3.3  444.0   89.9  444.0
2018 313 11  9 0000   -3.8  959.5    2.6  444.0   86.0  444.0
2018 313 11  9 0300   -3.5  957.5    5.0  444.0   88.3  444.0
2018 313 11  9 0600   -4.9  956.9    8.5  444.0   96.0  444.0
2018 313 11  9 0900   -5.7  956.1    8.3  444.0   96.0  444.0
2018 313 11  9 1200   -5.3  955.6    7.8  444.0   95.9  444.0
2018 313 11  9 1500   -5.0  955.4    5.7  444.0   96.0  444.0
2018 313 11  9 1800   -4.7  955.6    6.8  444.0   95.2  444.0
2018 313 11  9 2100   -4.2  955.7    1.6  444.0   94.0  444.0
2018 314 11 10 0000   -4.1  955.3    0.7  444.0   93.5  444.0
2018 314 11 10 0300   -5.2  955.0    1.6  444.0   97.0  444.0
2018 314 11 10 0600   -5.1  955.5    1.3  444.0   96.5  444.0
2018 314 11 10 0900   -5.3  955.9    2.8  444.0   96.0  444.0
2018 314 11 10 1200   -6.9  956.2    1.9  444.0   95.0  444.0
2018 314 11 10 1500   -6.3  956.6    2.6  444.0   94.5  444.0
2018 314 11 10 1800   -5.5  956.6    2.8  444.0   92.0  444.0
2018 314 11 10 2100   -5.4  956.0    1.9  444.0   89.8  444.0
2018 315 11 11 0000  444.0  954.7    1.0  444.0   76.0  444.0
2018 315 11 11 0300   -7.6  952.9    4.2  444.0   94.0  444.0
2018 315 11 11 0600   -9.3  951.0    2.6  444.0   96.0  444.0
2018 315 11 11 0900  -10.5  948.1    3.9  444.0   87.0  444.0
2018 315 11 11 1200   -9.7  945.2    0.5  444.0   63.0  444.0
2018 315 11 11 1500   -8.7  943.0    3.5  444.0   66.7  444.0
2018 315 11 11 1800  -10.3  940.8    6.9  444.0   81.1  444.0
2018 315 11 11 2100   -8.2  938.7    7.4  444.0   78.0  444.0
2018 316 11 12 0000   -7.4  936.9    0.3  444.0   76.0  444.0
2018 316 11 12 0300  444.0  935.7    0.9  444.0   87.1  444.0
2018 316 11 12 0600  -10.6  935.5    3.2  444.0   93.0  444.0
2018 316 11 12 0900  444.0  935.9    0.7  444.0   81.0  444.0
2018 316 11 12 1200   -7.7  935.8    2.0  444.0   64.0  444.0
2018 316 11 12 1500   -8.8  936.2    4.1  444.0   83.0  444.0
2018 316 11 12 1800  444.0  936.7    1.1  444.0   52.0  444.0
2018 316 11 12 2100   -8.2  937.2    2.6  444.0   71.6  444.0
2018 317 11 13 0000   -7.7  938.0    3.1  444.0   85.0  444.0
2018 317 11 13 0300   -9.0  939.5    0.4  444.0   89.0  444.0
2018 317 11 13 0600  -10.4  941.3    0.8  444.0   92.7  444.0
2018 317 11 13 0900  -10.3  942.7    0.6  444.0   82.0  444.0
2018 317 11 13 1200  444.0  944.6    0.9  444.0   73.0  444.0
2018 317 11 13 1500  444.0  946.0    0.3  444.0   59.0  444.0
2018 317 11 13 1800   -5.5  947.5    1.6  444.0   65.0  444.0
2018 317 11 13 2100   -6.7  948.6    1.8  444.0   71.2  444.0
2018 318 11 14 0000   -6.9  950.1    2.3  444.0   79.0  444.0
2018 318 11 14 0300   -8.3  951.6    0.9  444.0   87.0  444.0
2018 318 11 14 0600   -8.9  953.2    1.8  444.0   91.0  444.0
2018 318 11 14 0900   -8.8  954.4    0.8  444.0   84.0  444.0
2018 318 11 14 1200   -8.2  955.5    1.4  444.0   72.7  444.0
2018 318 11 14 1500   -7.0  956.0    1.6  444.0   65.0  444.0
2018 318 11 14 1800   -8.3  956.4    3.8  444.0   74.7  444.0
2018 318 11 14 2100   -7.3  956.4    3.4  444.0   74.0  444.0
2018 319 11 15 0000   -8.1  956.7    2.1  444.0   66.0  444.0
2018 319 11 15 0300   -8.4  956.5    4.7  444.0   73.0  444.0
2018 319 11 15 0600   -8.6  957.0    3.2  444.0   76.0  444.0
2018 319 11 15 0900   -9.6  957.7    0.6  444.0   84.0  444.0
2018 319 11 15 1200   -8.3  958.4    0.2  444.0   74.0  444.0
2018 319 11 15 1500  444.0  958.8    0.3  444.0   65.5  444.0
2018 319 11 15 1800  444.0  959.5    1.0  444.0   70.0  444.0
2018 319 11 15 2100   -7.1  959.9    1.2  444.0   74.0  444.0
2018 320 11 16 0000  444.0  960.3    0.1  444.0   71.0  444.0
2018 320 11 16 0300  -10.2  960.4    0.2  444.0   94.0  444.0
2018 320 11 16 0600  -11.4  961.0    1.1  444.0   86.0  444.0
2018 320 11 16 0900  -10.7  961.5    3.3  444.0   90.4  444.0
2018 320 11 16 1200  -10.3  961.8    2.7  444.0   85.0  444.0
2018 320 11 16 1500   -8.5  962.1    1.6  444.0   56.1  444.0
2018 320 11 16 1800  -11.1  961.8    7.4  444.0   74.0  444.0
2018 320 11 16 2100   -9.4  961.9    5.2  444.0   75.7  444.0
2018 321 11 17 0000  -10.1  961.7    8.9  444.0   80.0  444.0
2018 321 11 17 0300  -13.1  961.6   10.4  444.0   81.3  444.0
2018 321 11 17 0600  -15.3  961.2    9.3  444.0   77.3  444.0
2018 321 11 17 0900  -16.9  961.1    8.5  444.0   77.0  444.0
2018 321 11 17 1200  -17.0  960.4    9.2  444.0   77.3  444.0
2018 321 11 17 1500  -14.8  959.9    8.6  444.0   80.0  444.0
2018 321 11 17 1800  -11.7  959.7    6.5  444.0   77.5  444.0
2018 321 11 17 2100  -10.1  959.3    4.2  444.0   74.0  444.0
2018 322 11 18 0000   -9.9  958.5    2.8  444.0   70.8  444.0
2018 322 11 18 0300  -10.4  957.4    2.5  444.0   74.0  444.0
2018 322 11 18 0600  444.0  956.3    0.4  444.0   61.4  444.0
2018 322 11 18 0900  -16.8  954.7    7.2  444.0   74.0  444.0
2018 322 11 18 1200  -17.2  953.0    6.3  444.0   74.0  444.0
2018 322 11 18 1500  -16.4  951.1    7.4  444.0   76.9  444.0
2018 322 11 18 1800  -14.5  949.4    7.5  444.0   73.7  444.0
2018 322 11 18 2100  -13.1  947.6    7.5  444.0   75.9  444.0
2018 323 11 19 0000  -13.1  946.3    5.7  444.0   75.7  444.0
2018 323 11 19 0300  -13.1  944.9    0.2  444.0   75.0  444.0
2018 323 11 19 0600  -14.1  943.7    0.4  444.0   69.0  444.0
2018 323 11 19 0900  444.0  942.9    1.1  444.0   63.0  444.0
2018 323 11 19 1200  -12.9  941.6    0.4  444.0   51.0  444.0
2018 323 11 19 1500  -12.5  941.0    2.4  444.0   56.0  444.0
2018 323 11 19 1800  -12.9  940.7    4.1  444.0   65.3  444.0
2018 323 11 19 2100  -11.6  940.7    4.5  444.0   70.0  444.0
2018 324 11 20 0000  -11.9  940.9    0.3  444.0   61.0  444.0
2018 324 11 20 0300  -12.7  940.6    2.9  444.0   65.0  444.0
2018 324 11 20 0600  -14.0  940.4    1.8  444.0   61.0  444.0
2018 324 11 20 0900  -16.8  940.7    3.1  444.0   67.0  444.0
2018 324 11 20 1200  -16.3  941.4    4.0  444.0   83.0  444.0
2018 324 11 20 1500  -14.7  941.6    2.9  444.0   80.3  444.0
2018 324 11 20 1800  -13.0  942.1    3.1  444.0   74.0  444.0
2018 324 11 20 2100  -11.4  943.2    2.8  444.0   72.0  444.0
2018 325 11 21 0000  -10.7  944.3    2.1  444.0   79.0  444.0
2018 325 11 21 0300  -10.7  945.3    3.5  444.0   74.1  444.0
2018 325 11 21 0600  -10.7  946.2    4.4  444.0   68.0  444.0
2018 325 11 21 0900  -13.5  946.8    5.0  444.0   63.1  444.0
2018 325 11 21 1200  -13.3  946.5    3.0  444.0   62.0  444.0
2018 325 11 21 1500  444.0  946.9    1.3  444.0   43.0  444.0
2018 325 11 21 1800   -9.7  947.6    3.8  444.0   72.4  444.0
2018 325 11 21 2100   -7.4  948.0    1.7  444.0   49.2  444.0
2018 326 11 22 0000   -9.7  948.1    4.9  444.0   80.5  444.0
2018 326 11 22 0300   -8.3  948.2    1.8  444.0   59.0  444.0
2018 326 11 22 0600   -9.6  948.5    3.3  444.0   60.1  444.0
2018 326 11 22 0900   -8.6  948.5    1.1  444.0   42.0  444.0
2018 326 11 22 1200  -10.5  948.6    4.3  444.0   53.9  444.0
2018 326 11 22 1500   -5.7  948.8    6.5  444.0   60.1  444.0
2018 326 11 22 1800   -5.8  949.3    9.6  444.0   69.3  444.0
2018 326 11 22 2100   -6.3  947.9   12.9  444.0   82.0  444.0
2018 327 11 23 0000   -6.5  947.8   15.9  444.0   77.0  444.0
2018 327 11 23 0300   -7.5  948.1   14.0  444.0   76.0  444.0
2018 327 11 23 0600   -8.5  946.2   18.1  444.0   76.0  444.0
2018 327 11 23 0900   -9.4  944.8   17.7  444.0   84.0  444.0
2018 327 11 23 1200   -9.1  942.0   16.4  444.0   86.0  444.0
2018 327 11 23 1500   -8.3  941.0   17.7  444.0   85.0  444.0
2018 327 11 23 1800   -6.7  940.3   14.8  444.0   82.4  444.0
2018 327 11 23 2100   -5.9  939.5   12.9  444.0   84.0  444.0
2018 328 11 24 0000   -6.1  939.0   12.5  444.0   81.6  444.0
2018 328 11 24 0300   -5.9  939.1    7.4  444.0   62.7  444.0
2018 328 11 24 0600   -9.1  939.0    6.8  444.0   77.0  444.0
2018 328 11 24 0900   -8.4  940.0    5.3  444.0   74.0  444.0
2018 328 11 24 1200   -7.7  941.3    4.8  444.0   73.0  444.0
2018 328 11 24 1500   -5.0  942.7    3.5  444.0   65.0  444.0
2018 328 11 24 1800   -4.2  944.2    3.5  444.0   74.0  444.0
2018 328 11 24 2100   -3.4  945.4    2.3  444.0   68.0  444.0
2018 329 11 25 0000   -4.0  946.6    3.6  444.0   73.0  444.0
2018 329 11 25 0300   -3.4  948.1    1.4  444.0   66.6  444.0
2018 329 11 25 0600   -3.9  949.5    4.6  444.0   66.8  444.0
2018 329 11 25 0900   -3.7  950.7    1.7  444.0   59.0  444.0
2018 329 11 25 1200   -3.8  951.6    2.5  444.0   60.3  444.0
2018 329 11 25 1500   -5.0  952.2    4.4  444.0   69.0  444.0
2018 329 11 25 1800   -4.2  952.7    5.8  444.0   77.6  444.0
2018 329 11 25 2100   -3.3  953.5    4.3  444.0   60.8  444.0
2018 330 11 26 0000   -4.0  953.0    6.0  444.0   61.0  444.0
2018 330 11 26 0300   -6.1  952.8    6.6  444.0   64.0  444.0
2018 330 11 26 0600   -6.9  953.6    5.7  444.0   61.0  444.0
2018 330 11 26 0900   -8.5  954.1    5.6  444.0   65.0  444.0
2018 330 11 26 1200   -8.8  954.5    6.6  444.0   69.0  444.0
2018 330 11 26 1500   -7.2  954.5    5.5  444.0   70.5  444.0
2018 330 11 26 1800   -6.4  954.4    7.7  444.0   76.0  444.0
2018 330 11 26 2100   -4.9  954.7    4.5  444.0   75.0  444.0
2018 331 11 27 0000   -4.4  955.2    2.2  444.0   58.0  444.0
2018 331 11 27 0300   -5.8  955.5    2.1  444.0   70.0  444.0
