Year: 2018  Month: 05  ID: MNB  ARGOS: 99501  Name: Minna Bluff         
Lat: 78.56S  Lon: 166.70E  Elev:  895m
2018 121  5  1 0000  -24.6  874.2  444.0  444.0  444.0  444.0
2018 121  5  1 0300  -24.4  874.0  444.0  444.0  444.0  444.0
2018 121  5  1 0600  -24.2  873.5  444.0  444.0  444.0  444.0
2018 121  5  1 0900  -23.2  872.9  444.0  444.0  444.0  444.0
2018 121  5  1 1200  -23.9  871.5  444.0  444.0  444.0  444.0
2018 121  5  1 1500  -27.4  870.4  444.0  444.0  444.0  444.0
2018 121  5  1 1800  -27.7  869.8  444.0  444.0  444.0  444.0
2018 121  5  1 2100  -28.9  868.2  444.0  444.0  444.0  444.0
2018 122  5  2 0000  -29.0  868.2  444.0  444.0  444.0  444.0
2018 122  5  2 0300  -28.1  866.7  444.0  444.0  444.0  444.0
2018 122  5  2 0600  -29.3  866.4  444.0  444.0  444.0  444.0
2018 122  5  2 0900  -29.3  866.1  444.0  444.0  444.0  444.0
2018 122  5  2 1200  -30.3  866.0  444.0  444.0  444.0  444.0
2018 122  5  2 1500  -28.7  864.8  444.0  444.0  444.0  444.0
2018 122  5  2 1800  -28.2  864.7  444.0  444.0  444.0  444.0
2018 122  5  2 2100  -28.1  865.2  444.0  444.0  444.0  444.0
2018 123  5  3 0000  -26.8  865.8  444.0  444.0  444.0  444.0
2018 123  5  3 0300  -27.4  867.2  444.0  444.0  444.0  444.0
2018 123  5  3 0600  -25.8  866.8  444.0  444.0  444.0  444.0
2018 123  5  3 0900  -24.0  865.9  444.0  444.0  444.0  444.0
2018 123  5  3 1200  -24.1  864.5  444.0  444.0  444.0  444.0
2018 123  5  3 1500  -27.7  865.4  444.0  444.0  444.0  444.0
2018 123  5  3 1800  -24.6  866.4  444.0  444.0  444.0  444.0
2018 123  5  3 2100  -24.5  869.0  444.0  444.0  444.0  444.0
2018 124  5  4 0000  -28.3  870.9  444.0  444.0  444.0  444.0
2018 124  5  4 0300  -30.5  868.4  444.0  444.0  444.0  444.0
2018 124  5  4 0600  -28.3  870.3  444.0  444.0  444.0  444.0
2018 124  5  4 0900  -28.2  872.1  444.0  444.0  444.0  444.0
2018 124  5  4 1200  -27.9  874.8  444.0  444.0  444.0  444.0
2018 124  5  4 1500  -27.5  875.8  444.0  444.0  444.0  444.0
2018 124  5  4 1800  -25.8  877.1  444.0  444.0  444.0  444.0
2018 124  5  4 2100  -25.3  878.8  444.0  444.0  444.0  444.0
2018 125  5  5 0000  -26.9  879.5  444.0  444.0  444.0  444.0
2018 125  5  5 0300  -25.8  880.4  444.0  444.0  444.0  444.0
2018 125  5  5 0600  -26.6  880.0  444.0  444.0  444.0  444.0
2018 125  5  5 0900  -25.5  879.7  444.0  444.0  444.0  444.0
2018 125  5  5 1200  -26.2  879.4  444.0  444.0  444.0  444.0
