Year: 2018  Month: 03  ID: RLS  ARGOS:  8918  Name: Relay Station       
Lat: 74.02S  Lon:  43.07E  Elev: 3353m
2018  60  3  1 0000  -46.5  636.8    6.4   30.0   53.0  444.0
2018  60  3  1 0300  -47.2  636.8    6.1   35.0   53.0  444.0
2018  60  3  1 0600  -42.5  637.0    6.5   34.0   55.0  444.0
2018  60  3  1 0900  -38.0  637.1    6.3   24.0   58.0  444.0
2018  60  3  1 1200  -36.2  637.3    5.8   32.0   60.0  444.0
2018  60  3  1 1500  -39.4  637.3    5.6   38.0   58.0  444.0
2018  60  3  1 1800  -45.2  637.5    5.8   36.0   55.0  444.0
2018  60  3  1 2100  -48.1  637.6    5.5   41.0   52.0  444.0
2018  61  3  2 0000  -49.7  637.8    5.4   45.0   50.0  444.0
2018  61  3  2 0300  -49.9  637.9    5.8   44.0   50.0  444.0
2018  61  3  2 0600  -45.8  638.1    5.6   44.0   51.0  444.0
2018  61  3  2 0900  -40.9  638.5    5.2   42.0   56.0  444.0
2018  61  3  2 1200  -38.6  638.8    4.8   41.0   58.0  444.0
2018  61  3  2 1500  -42.1  639.0    4.7   42.0   54.0  444.0
2018  61  3  2 1800  -48.4  639.4    4.4   46.0   52.0  444.0
2018  61  3  2 2100  -50.8  639.7    4.6   48.0   49.0  444.0
2018  62  3  3 0000  -51.9  640.0    4.7   46.0   47.0  444.0
2018  62  3  3 0300  -51.8  640.1    4.7   44.0   47.0  444.0
2018  62  3  3 0600  -46.7  640.3    5.3   44.0   51.0  444.0
2018  62  3  3 0900  -41.5  640.5    5.1   42.0   56.0  444.0
2018  62  3  3 1200  -39.5  640.8    5.1   38.0   57.0  444.0
2018  62  3  3 1500  -42.9  640.6    4.9   39.0   54.0  444.0
2018  62  3  3 1800  -48.4  640.5    5.4   39.0   51.0  444.0
2018  62  3  3 2100  -50.2  640.4    5.5   37.0   49.0  444.0
2018  63  3  4 0000  -51.2  639.7    6.2   37.0   48.0  444.0
2018  63  3  4 0300  -51.3  639.2    5.9   34.0   47.0  444.0
2018  63  3  4 0600  -45.9  638.5    6.6   29.0   52.0  444.0
2018  63  3  4 0900  -41.1  638.1    6.6   27.0   55.0  444.0
2018  63  3  4 1200  -39.2  637.7    7.1   23.0   58.0  444.0
2018  63  3  4 1500  -41.6  637.2    7.0   25.0   56.0  444.0
2018  63  3  4 1800  -44.5  636.9    7.1   27.0   55.0  444.0
2018  63  3  4 2100  -43.7  636.7    7.4   19.0   56.0  444.0
2018  64  3  5 0000  -44.5  636.6    6.8   22.0   55.0  444.0
2018  64  3  5 0300  -45.2  636.1    5.8   24.0   54.0  444.0
2018  64  3  5 0600  -41.6  636.0    6.0   22.0   57.0  444.0
2018  64  3  5 0900  -37.3  636.0    6.3   11.0   60.0  444.0
2018  64  3  5 1200  -34.6  635.8    4.9    8.0   61.0  444.0
2018  64  3  5 1500  -38.9  635.5    4.6   14.0   60.0  444.0
2018  64  3  5 1800  -41.0  635.2    5.0   14.0   59.0  444.0
2018  64  3  5 2100  -41.7  634.8    4.8   12.0   59.0  444.0
2018  65  3  6 0000  -42.6  634.7    4.3   10.0   57.0  444.0
2018  65  3  6 0300  -45.3  634.4    3.7   26.0   56.0  444.0
2018  65  3  6 0600  -42.8  634.3    2.9   26.0   55.0  444.0
2018  65  3  6 0900  -35.8  634.7    1.8   43.0   57.0  444.0
2018  65  3  6 1200  -36.8  634.8    2.4   56.0   56.0  444.0
2018  65  3  6 1500  -43.2  634.7    2.0   89.0   52.0  444.0
2018  65  3  6 1800  -49.6  634.4    3.8   70.0   50.0  444.0
2018  65  3  6 2100  -53.0  634.2    4.3   64.0   46.0  444.0
2018  66  3  7 0000  -55.2  633.8    4.9   71.0   44.0  444.0
2018  66  3  7 0300  -54.8  632.9    4.7   61.0   45.0  444.0
2018  66  3  7 0600  -50.3  632.4    4.4   42.0   47.0  444.0
2018  66  3  7 0900  -45.0  631.6    4.4   53.0   51.0  444.0
2018  66  3  7 1200  -43.5  631.2    4.8   44.0   52.0  444.0
2018  66  3  7 1500  -47.0  630.6    5.4   36.0   50.0  444.0
2018  66  3  7 1800  -51.5  630.4    6.6   33.0   48.0  444.0
2018  66  3  7 2100  -53.2  630.7    6.3   29.0   46.0  444.0
2018  67  3  8 0000  -54.2  630.7    7.1   28.0   44.0  444.0
2018  67  3  8 0300  -55.1  630.8    7.1   28.0   44.0  444.0
2018  67  3  8 0600  -51.8  631.2    7.4   31.0   46.0  444.0
2018  67  3  8 0900  -47.9  631.8    7.7   27.0   49.0  444.0
2018  67  3  8 1200  -46.2  632.0    7.0   28.0   50.0  444.0
2018  67  3  8 1500  -48.4  632.3    7.0   25.0   49.0  444.0
2018  67  3  8 1800  -52.3  632.8    7.0   22.0   47.0  444.0
2018  67  3  8 2100  -52.6  633.1    6.9   27.0   46.0  444.0
2018  68  3  9 0000  -52.5  633.3    2.4   27.0   44.0  444.0
2018  68  3  9 0300  -53.5  633.3    6.7   32.0   45.0  444.0
2018  68  3  9 0600  -49.9  633.9    6.9   31.0   48.0  444.0
2018  68  3  9 0900  -45.5  634.6    7.7   28.0   51.0  444.0
2018  68  3  9 1200  -44.0  635.3    7.3   25.0   53.0  444.0
2018  68  3  9 1500  -47.4  635.8    6.6   27.0   51.0  444.0
2018  68  3  9 1800  -51.2  636.4    6.5   29.0   47.0  444.0
2018  68  3  9 2100  -53.3  637.2    7.2   30.0   45.0  444.0
2018  69  3 10 0000  -54.8  637.8    7.4   35.0   44.0  444.0
2018  69  3 10 0300  -55.5  638.3    1.6   36.0   43.0  444.0
2018  69  3 10 0600  -52.0  639.4    6.9   43.0   46.0  444.0
2018  69  3 10 0900  -46.9  640.8    5.5   39.0   50.0  444.0
2018  69  3 10 1200  -45.4  642.0    5.1   42.0   51.0  444.0
2018  69  3 10 1500  -49.3  643.2    4.7   47.0   47.0  444.0
2018  69  3 10 1800  -54.8  644.2    4.9   48.0   44.0  444.0
2018  69  3 10 2100  -56.7  645.2    5.0   47.0   42.0  444.0
2018  70  3 11 0000  -57.6  646.1    4.6   50.0   40.0  444.0
2018  70  3 11 0300  -58.1  646.1    4.3   55.0   40.0  444.0
2018  70  3 11 0600  -53.5  646.4    5.5   47.0   44.0  444.0
2018  70  3 11 0900  -47.8  646.4    4.7   48.0   48.0  444.0
2018  70  3 11 1200  -45.7  646.3    4.1   49.0   50.0  444.0
2018  70  3 11 1500  -49.7  645.8    4.8   54.0   47.0  444.0
2018  70  3 11 1800  -54.1  645.2    5.7   57.0   45.0  444.0
2018  70  3 11 2100  -55.3  644.4    5.8   53.0   43.0  444.0
2018  71  3 12 0000  -55.6  643.5    6.4   54.0   41.0  444.0
2018  71  3 12 0300  -56.3  642.3    6.8   50.0   42.0  444.0
2018  71  3 12 0600  -52.4  641.2    6.9   45.0   45.0  444.0
2018  71  3 12 0900  -47.7  640.3    6.2   43.0   48.0  444.0
2018  71  3 12 1200  -46.1  639.5    6.0   43.0   50.0  444.0
2018  71  3 12 1500  -49.5  638.5    6.2   44.0   47.0  444.0
2018  71  3 12 1800  -53.9  637.9    6.4   40.0   45.0  444.0
2018  71  3 12 2100  -56.0  637.5    7.8   38.0   42.0  444.0
2018  72  3 13 0000  -57.1  637.1    7.4   41.0   41.0  444.0
2018  72  3 13 0300  -56.9  636.6    6.8   40.0   41.0  444.0
2018  72  3 13 0600  -52.5  636.7    7.4   40.0   45.0  444.0
2018  72  3 13 0900  -48.6  636.6    7.7   38.0   48.0  444.0
2018  72  3 13 1200  -46.7  636.7    6.9   39.0   50.0  444.0
2018  72  3 13 1500  -50.0  636.8    5.8   47.0   47.0  444.0
2018  72  3 13 1800  -53.8  637.0    6.4   43.0   45.0  444.0
2018  72  3 13 2100  -54.6  636.9    5.8   48.0   44.0  444.0
2018  73  3 14 0000  -54.8  636.6    6.0   57.0   43.0  444.0
2018  73  3 14 0300  -55.4  636.0    5.5   58.0   43.0  444.0
2018  73  3 14 0600  -51.8  636.0    6.2   52.0   45.0  444.0
2018  73  3 14 0900  -48.2  635.8    6.6   51.0   48.0  444.0
2018  73  3 14 1200  -47.3  636.2    6.5   54.0   49.0  444.0
2018  73  3 14 1500  -51.3  636.3    6.4   52.0   46.0  444.0
2018  73  3 14 1800  -55.2  636.6    7.2   50.0   43.0  444.0
2018  73  3 14 2100  -56.2  636.4    7.7   46.0   42.0  444.0
2018  74  3 15 0000  -56.0  636.2    8.2   31.0   42.0  444.0
2018  74  3 15 0300  -54.2  634.4    9.4   30.0   44.0  444.0
2018  74  3 15 0600  -51.2  634.0   10.0   26.0   47.0  444.0
2018  74  3 15 0900  -45.0  632.9   11.2   16.0   52.0  444.0
2018  74  3 15 1200  -38.6  631.9   12.3  355.0   60.0  444.0
2018  74  3 15 1500  -37.6  631.9   13.1  348.0   61.0  444.0
2018  74  3 15 1800  -39.8  633.1   11.1  348.0   60.0  444.0
2018  74  3 15 2100  -42.0  633.8    8.1  359.0   56.0  444.0
2018  75  3 16 0000  -42.8  634.8    8.4    6.0   56.0  444.0
2018  75  3 16 0300  -42.6  635.0    9.1    8.0   57.0  444.0
2018  75  3 16 0600  -41.3  636.0    8.5    5.0   58.0  444.0
2018  75  3 16 0900  -37.3  636.7    8.2  354.0   61.0  444.0
2018  75  3 16 1200  -38.0  637.6    7.8    3.0   61.0  444.0
2018  75  3 16 1500  -41.2  638.5    6.5    2.0   58.0  444.0
2018  75  3 16 1800  -45.7  639.3    5.4    8.0   55.0  444.0
2018  75  3 16 2100  -47.6  640.1    5.0   17.0   52.0  444.0
2018  76  3 17 0000  -49.5  640.3    3.2   33.0   47.0  444.0
2018  76  3 17 0300  -50.2  640.2    3.7   42.0   49.0  444.0
2018  76  3 17 0600  -46.7  640.2    3.6   63.0   51.0  444.0
2018  76  3 17 0900  -42.5  639.3    3.6   74.0   54.0  444.0
2018  76  3 17 1200  -42.8  638.4    4.1   97.0   55.0  444.0
2018  76  3 17 1500  -46.1  637.3    4.9   80.0   52.0  444.0
2018  76  3 17 1800  -49.0  636.2    4.6   79.0   50.0  444.0
2018  76  3 17 2100  -50.7  635.1    4.5   73.0   49.0  444.0
2018  77  3 18 0000  -52.3  634.2    4.4   74.0   47.0  444.0
2018  77  3 18 0300  -53.5  633.4    4.1   68.0   46.0  444.0
2018  77  3 18 0600  -49.0  632.8    4.3   70.0   48.0  444.0
2018  77  3 18 0900  -45.3  632.3    3.5   68.0   51.0  444.0
2018  77  3 18 1200  -44.9  632.0    2.8   59.0   52.0  444.0
2018  77  3 18 1500  -50.5  631.6    3.8   38.0   48.0  444.0
2018  77  3 18 1800  -52.8  631.4    4.0   44.0   46.0  444.0
2018  77  3 18 2100  -54.8  631.7    5.0   35.0   44.0  444.0
2018  78  3 19 0000  -55.8  631.8    5.4   34.0   43.0  444.0
2018  78  3 19 0300  -54.8  631.8    6.3   30.0   44.0  444.0
2018  78  3 19 0600  -52.7  632.0    6.3   36.0   45.0  444.0
2018  78  3 19 0900  -48.6  632.5    6.3   39.0   49.0  444.0
2018  78  3 19 1200  -48.2  632.6    5.8   48.0   49.0  444.0
2018  78  3 19 1500  -50.9  631.8    6.2   58.0   47.0  444.0
