Year: 2018  Month: 11  ID: FUJ  ARGOS:  8904  Name: Dome Fuji           
Lat: 77.31S  Lon:  39.71E  Elev: 3810m
2018 305 11  1 0000  -57.3  588.4    1.7  112.0  -53.8   -3.6
2018 305 11  1 0300  -51.9  588.6    2.1  107.0  -54.2    2.3
2018 305 11  1 0600  -43.4  588.8    1.6  103.0  -54.5   11.1
2018 305 11  1 0900  -43.6  588.9    2.4   94.0  -54.4   10.8
2018 305 11  1 1200  -39.2  588.9    2.2   80.0  -54.2   15.0
2018 305 11  1 1500  -43.7  588.8    1.9   98.0  -53.8   10.1
2018 305 11  1 1800  -52.6  588.7    2.2   88.0  -53.5    0.9
2018 305 11  1 2100  -59.4  588.6    2.3   75.0  -53.5   -5.9
2018 306 11  2 0000  -56.6  588.6    1.7   87.0  -53.9   -2.7
2018 306 11  2 0300  -49.8  588.3    1.9   89.0  -54.3    3.7
2018 306 11  2 0600  -43.5  588.5    2.0   78.0  -54.6   11.6
2018 306 11  2 0900  -40.4  588.6    1.8   68.0  -54.4   14.0
2018 306 11  2 1200  -39.6  588.7    2.5   98.0  -54.1   14.5
2018 306 11  2 1500  -42.3  588.2    1.9  122.0  -53.6   11.4
2018 306 11  2 1800  -52.0  588.0    2.0  117.0  -53.3    0.9
2018 306 11  2 2100  -58.8  587.7    2.4  122.0  -53.3   -5.5
2018 307 11  3 0000  -56.3  587.6    2.7  106.0  -53.6   -2.8
2018 307 11  3 0300  -51.1  587.3    2.4   96.0  -54.0    2.9
2018 307 11  3 0600  -44.9  587.5    2.4   94.0  -54.1    9.2
2018 307 11  3 0900  -44.7  587.7    2.8   64.0  -54.0    9.3
2018 307 11  3 1200  -42.5  588.2    2.8   42.0  -53.7   11.2
2018 307 11  3 1500  -46.5  588.4    2.7   48.0  -53.3    6.8
2018 307 11  3 1800  -54.1  588.6    2.7   69.0  -53.1   -1.0
2018 307 11  3 2100  -56.1  588.9    3.4   71.0  -53.2   -2.8
2018 308 11  4 0000  -56.0  589.0    3.3   64.0  -53.5   -2.5
2018 308 11  4 0300  -51.2  589.2    4.6   48.0  -53.8    2.6
2018 308 11  4 0600  -45.8  589.7    5.7   38.0  -53.9    8.4
2018 308 11  4 0900  -44.3  590.2    5.1   34.0  -53.8    9.5
2018 308 11  4 1200  -42.1  590.4    4.8   39.0  -53.5   11.2
2018 308 11  4 1500  -42.6  590.7    1.8   30.0  -53.1   10.4
2018 308 11  4 1800  -51.5  590.7    2.1   30.0  -52.8    1.3
2018 308 11  4 2100  -54.6  590.7    1.4   40.0  -52.8   -2.2
2018 309 11  5 0000  -51.8  590.2    0.3  354.0  -53.0    0.8
2018 309 11  5 0300  -42.6  589.3    1.7  154.0  -53.4   10.4
2018 309 11  5 0600  -43.9  588.9    2.0  140.0  -53.6    8.9
2018 309 11  5 0900  -45.1  588.3    3.5  155.0  -53.4    8.3
2018 309 11  5 1200  -42.5  587.3    5.2  168.0  -53.2   10.7
2018 309 11  5 1500  -45.5  586.4    6.2  167.0  -53.0    7.5
2018 309 11  5 1800  -50.7  585.6    5.2  160.0  -52.8    1.9
2018 309 11  5 2100  -54.2  584.6    6.1  147.0  -52.8   -1.4
2018 310 11  6 0000  -53.8  584.2    5.7  140.0  -53.0   -0.6
2018 310 11  6 0300  -51.0  584.2    7.0  126.0  -53.2    2.3
2018 310 11  6 0600  -45.3  585.3    7.0  121.0  -53.4    8.1
2018 310 11  6 0900  -41.5  586.7    7.4  111.0  -53.2   11.6
2018 310 11  6 1200  -39.2  588.5    6.0  111.0  -52.6   13.5
2018 310 11  6 1500  -41.5  590.0    4.3  128.0  -52.1   10.6
2018 310 11  6 1800  -46.2  591.6    4.4  108.0  -51.8    5.3
2018 310 11  6 2100  -52.3  593.0    3.1  134.0  -51.6   -0.2
2018 311 11  7 0000  -52.6  593.9    2.2  117.0  -51.7   -0.9
2018 311 11  7 0300  -47.8  594.5    2.1  142.0  -51.9    3.3
2018 311 11  7 0600  -39.2  594.8    2.5  147.0  -52.0   12.9
2018 311 11  7 0900  -38.7  595.2    2.9  178.0  -51.9   13.3
2018 311 11  7 1200  -38.2  595.1    3.3  196.0  -51.6   12.8
2018 311 11  7 1500  -43.1  594.7    3.6  179.0  -51.2    7.8
2018 311 11  7 1800  -50.3  594.5    3.9  196.0  -51.0    0.6
2018 311 11  7 2100  -55.4  594.1    4.0  189.0  -51.0   -4.6
2018 312 11  8 0000  -56.2  593.8    4.6  185.0  -51.2   -5.0
2018 312 11  8 0300  -52.0  593.4    5.6  178.0  -51.6   -0.4
2018 312 11  8 0600  -46.3  593.0    5.7  175.0  -51.8    5.0
2018 312 11  8 0900  -44.5  593.1    5.8  175.0  -51.9    7.4
2018 312 11  8 1200  -42.0  593.1    6.1  176.0  -51.8    9.8
2018 312 11  8 1500  -44.0  592.9    6.1  170.0  -51.7    7.7
2018 312 11  8 1800  -49.3  593.1    5.6  168.0  -51.6    2.6
2018 312 11  8 2100  -54.0  593.1    3.7  172.0  -51.5   -2.4
2018 313 11  9 0000  -54.2  593.0    3.5  152.0  -51.6   -2.5
2018 313 11  9 0300  -49.9  592.9    2.7  156.0  -51.9    2.8
2018 313 11  9 0600  -44.4  592.7    4.0  141.0  -52.0    7.6
2018 313 11  9 0900  -42.2  592.9    4.3  125.0  -51.9    9.8
2018 313 11  9 1200  -40.7  592.9    4.4  115.0  -51.8   11.0
2018 313 11  9 1500  -43.7  592.8    3.5  118.0  -51.4    7.4
2018 313 11  9 1800  -49.3  593.0    3.2  108.0  -51.2    1.8
2018 313 11  9 2100  -52.9  593.1    3.2  103.0  -51.1   -2.0
2018 314 11 10 0000  -53.8  592.9    3.3  102.0  -51.4   -1.9
2018 314 11 10 0300  -49.3  592.7    3.0  101.0  -51.6    2.4
2018 314 11 10 0600  -44.7  592.8    3.6   99.0  -51.8    7.3
2018 314 11 10 0900  -42.4  592.6    4.2  101.0  -51.8    9.4
2018 314 11 10 1200  -39.8  592.2    4.2  103.0  -51.5   11.9
2018 314 11 10 1500  -41.8  591.7    3.1  116.0  -51.2    9.8
2018 314 11 10 1800  -47.5  591.1    2.7  119.0  -50.9    3.3
2018 314 11 10 2100  -52.6  590.3    2.1  149.0  -50.8   -0.9
2018 315 11 11 0000  -53.9  589.1    2.0  180.0  -51.0   -2.9
2018 315 11 11 0300  -47.1  587.7    2.0  186.0  -51.3    3.5
2018 315 11 11 0600  -39.4  587.0    2.5  201.0  -51.5   12.5
2018 315 11 11 0900  -38.6  586.3    3.4  217.0  -51.4   13.1
2018 315 11 11 1200  -36.4  585.8    1.9  236.0  -51.1   14.7
2018 315 11 11 1500  444.0  585.6    1.3  286.0  -50.7   19.6
2018 315 11 11 1800  -44.1  585.5    1.8  285.0  -50.3    6.2
2018 315 11 11 2100  -50.3  585.7    1.6  289.0  -50.2   -0.1
2018 316 11 12 0000  -51.7  585.8    2.2  302.0  -50.5   -1.2
2018 316 11 12 0300  -43.9  586.2    1.8  294.0  -50.9    7.5
2018 316 11 12 0600  444.0  586.7    0.5  302.0  -51.0   19.8
2018 316 11 12 0900  444.0  587.3    0.0    0.0  -50.9  444.0
2018 316 11 12 1200  444.0  587.8    0.0    0.0  -50.5  444.0
2018 316 11 12 1500  444.0  588.3    0.0    0.0  -49.8  444.0
2018 316 11 12 1800  -41.6  588.8    1.3  132.0  -49.4   11.0
2018 316 11 12 2100  -52.0  589.1    2.2  123.0  -49.3   -3.2
2018 317 11 13 0000  -49.9  589.2    1.8  129.0  -49.6   -0.3
2018 317 11 13 0300  -46.9  589.0    1.8  131.0  -50.0    3.2
2018 317 11 13 0600  444.0  589.3    1.4  114.0  -50.3   10.3
2018 317 11 13 0900  -39.9  589.2    2.0  104.0  -50.4   10.7
2018 317 11 13 1200  -35.6  589.0    1.7  107.0  -50.1   14.6
2018 317 11 13 1500  -40.6  588.6    1.4  145.0  -49.8   12.7
2018 317 11 13 1800  -47.1  588.3    1.9  128.0  -49.5    2.4
2018 317 11 13 2100  -52.9  588.0    1.8  140.0  -49.6   -3.3
2018 318 11 14 0000  -52.4  587.6    1.8  159.0  -49.8   -2.5
2018 318 11 14 0300  -46.7  587.3    1.5  136.0  -50.2    3.6
2018 318 11 14 0600  444.0  587.2    1.1  155.0  -50.5   13.4
2018 318 11 14 0900  444.0  587.2    1.4  133.0  -50.4   13.1
2018 318 11 14 1200  444.0  587.2    1.3  176.0  -50.1   18.7
2018 318 11 14 1500  444.0  587.1    1.4  162.0  -49.6   15.2
2018 318 11 14 1800  -40.1  587.2    1.4  169.0  -49.3    9.2
2018 318 11 14 2100  -44.3  587.1    1.3  139.0  -49.2    5.7
2018 319 11 15 0000  444.0  587.1    0.6   28.0  -49.5    9.9
2018 319 11 15 0300  -40.5  587.2    1.7  273.0  -49.8   10.1
2018 319 11 15 0600  444.0  587.3    0.4  257.0  -49.9   19.4
2018 319 11 15 0900  444.0  587.6    0.8  269.0  -49.8   15.0
2018 319 11 15 1200  444.0  588.1    1.0  293.0  -49.5   18.9
2018 319 11 15 1500  -35.7  588.4    1.3  296.0  -49.0   13.3
2018 319 11 15 1800  -46.1  589.0    2.1  286.0  -48.7    2.6
2018 319 11 15 2100  -51.8  589.5    2.0  280.0  -48.7   -3.1
2018 320 11 16 0000  -51.1  590.1    2.2  275.0  -49.0   -2.1
2018 320 11 16 0300  -46.0  590.6    2.4  277.0  -49.4    3.4
2018 320 11 16 0600  -36.7  591.3    1.9  287.0  -49.7   13.0
2018 320 11 16 0900  -38.1  592.0    3.2  285.0  -49.6   11.3
2018 320 11 16 1200  -35.8  592.9    3.3  295.0  -49.3   13.5
2018 320 11 16 1500  -38.2  593.5    2.2  305.0  -49.0   11.1
2018 320 11 16 1800  -44.9  594.3    2.4  308.0  -48.7    4.0
2018 320 11 16 2100  -50.6  595.1    2.6  287.0  -48.6   -2.0
2018 321 11 17 0000  -50.6  595.7    2.0  279.0  -48.8   -1.8
2018 321 11 17 0300  -44.1  596.4    1.5  284.0  -49.2    5.5
2018 321 11 17 0600  444.0  597.6    0.2  278.0  -49.3   19.1
2018 321 11 17 0900  444.0  598.7    0.2  212.0  -49.2   19.5
2018 321 11 17 1200  444.0  599.7    0.2   32.0  -48.8  444.0
2018 321 11 17 1500  444.0  600.4    0.9  133.0  -48.3   18.7
2018 321 11 17 1800  444.0  601.2    1.1   89.0  -47.9   11.3
2018 321 11 17 2100  -42.2  601.6    1.6   58.0  -47.8    5.5
2018 322 11 18 0000  -42.9  601.8    1.4   86.0  -48.1    6.8
2018 322 11 18 0300  -42.1  602.0    1.6   92.0  -48.5    6.4
2018 322 11 18 0600  444.0  602.1    1.2   47.0  -48.7   14.8
2018 322 11 18 0900  -36.3  602.0    1.4   32.0  -48.6   12.9
2018 322 11 18 1200  444.0  601.7    1.5   18.0  -48.3   17.0
2018 322 11 18 1500  444.0  601.2    0.9   14.0  -47.9   18.5
2018 322 11 18 1800  -39.5  600.8    1.5  340.0  -47.5    8.0
2018 322 11 18 2100  -47.7  600.0    1.7  320.0  -47.5   -0.2
2018 323 11 19 0000  -48.3  599.1    2.2  293.0  -47.8   -0.8
2018 323 11 19 0300  -42.2  598.2    2.3  283.0  -48.1    6.0
2018 323 11 19 0600  -35.7  597.3    3.7  268.0  -48.4   12.5
2018 323 11 19 0900  -34.1  596.2    4.8  255.0  -48.3   14.6
2018 323 11 19 1200  -32.6  595.3    6.6  252.0  -48.0   15.2
2018 323 11 19 1500  -34.5  594.4    5.8  248.0  -47.6   13.1
2018 323 11 19 1800  -38.7  594.6    4.1  224.0  -47.3    8.2
2018 323 11 19 2100  -44.7  595.4    3.4  206.0  -47.1    2.4
2018 324 11 20 0000  -44.8  596.2    2.4  177.0  -47.0    2.2
2018 324 11 20 0300  -39.0  597.5    1.9  145.0  -47.1    7.3
2018 324 11 20 0600  -33.5  599.0    1.8  110.0  -47.1   13.6
2018 324 11 20 0900  -32.7  600.4    2.8   77.0  -47.0   14.2
2018 324 11 20 1200  -27.2  601.8    1.7   45.0  -46.6   19.4
2018 324 11 20 1500  444.0  602.9    0.8  112.0  -46.2  444.0
2018 324 11 20 1800  444.0  603.8    0.0    0.0  -45.6   14.1
2018 324 11 20 2100  444.0  604.6    0.0  165.0  -45.4   14.2
2018 325 11 21 0000  -43.2  604.8    2.6  260.0  -45.4    2.2
2018 325 11 21 0300  -38.1  605.0    2.3  220.0  -45.7    8.3
2018 325 11 21 0600  -33.0  605.2    4.0  192.0  -45.8   12.8
2018 325 11 21 0900  -32.1  605.2    4.9  183.0  -45.8   13.7
2018 325 11 21 1200  -29.9  605.3    5.1  168.0  -45.5   15.8
2018 325 11 21 1500  -31.8  605.3    4.5  167.0  -45.6   13.6
2018 325 11 21 1800  -37.1  605.9    4.1  141.0  -45.4    8.3
2018 325 11 21 2100  -42.3  606.4    4.9  113.0  -45.2    2.8
2018 326 11 22 0000  -44.8  607.3    4.2  105.0  -45.3    0.5
2018 326 11 22 0300  -42.6  607.7    4.0   98.0  -45.4    2.8
2018 326 11 22 0600  -38.6  608.0    5.3  101.0  -45.6    7.1
2018 326 11 22 0900  -35.1  608.2    5.7   94.0  -45.6   10.3
2018 326 11 22 1200  -33.0  608.2    6.1   93.0  -45.5   12.7
2018 326 11 22 1500  -33.8  608.1    3.5   91.0  -45.3   11.5
2018 326 11 22 1800  -39.9  607.3    4.2  113.0  -45.0    4.9
2018 326 11 22 2100  -43.1  606.6    4.5  116.0  -45.0    1.8
2018 327 11 23 0000  -42.6  605.9    2.3   95.0  -45.1    2.5
2018 327 11 23 0300  -41.3  605.0    3.2   97.0  -45.2    4.0
2018 327 11 23 0600  -35.9  604.8    3.8   85.0  -45.3    9.4
2018 327 11 23 0900  -32.8  604.4    4.7   85.0  -45.3   12.4
2018 327 11 23 1200  -30.6  604.1    5.0   84.0  -45.0   14.4
2018 327 11 23 1500  -33.0  603.8    4.0   94.0  -45.5   12.9
2018 327 11 23 1800  -37.0  604.0    2.6   79.0  -44.4    6.6
2018 327 11 23 2100  -42.6  604.1    3.6   84.0  -44.3    1.7
2018 328 11 24 0000  -43.4  604.3    3.7   78.0  -44.4    1.4
