Year: 2018  Month: 10  ID: WDB  ARGOS: 99506  Name: Windless Bight      
Lat: 77.73S  Lon: 167.70E  Elev:   40m
2018 274 10  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 276 10  3 0000  444.0  963.9    1.7  315.9   54.9    0.6
2018 276 10  3 0300  -20.0  962.6    2.6  315.9   55.1    1.3
2018 276 10  3 0600  -23.9  962.0    1.9   59.1   79.5    1.4
2018 276 10  3 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 276 10  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 276 10  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 276 10  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 276 10  3 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 277 10  4 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 278 10  5 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 279 10  6 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 281 10  8 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 282 10  9 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 283 10 10 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 284 10 11 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 285 10 12 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 286 10 13 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 287 10 14 0000  444.0  444.0  444.0  444.0  444.0  444.0
