Year: 2018  Month: 03  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018  60  3  1 0000  -15.8  979.2   10.7  173.0   88.8  444.0
2018  60  3  1 0300  -15.5  979.2   12.1  194.0   88.3  444.0
2018  60  3  1 0600  -16.1  979.4   13.3  205.0   91.0  444.0
2018  60  3  1 0900  -16.6  979.8   15.2  215.0   94.9  444.0
2018  60  3  1 1200  -16.5  980.1   11.9  209.0   94.9  444.0
2018  60  3  1 1500  -17.1  980.5    9.9  209.0   94.9  444.0
2018  60  3  1 1800  -17.1  980.8   10.7  201.0   92.7  444.0
2018  60  3  1 2100  -16.9  980.3   11.1  229.0   86.6  444.0
2018  61  3  2 0000  -16.0  980.2   12.1  191.0   88.3  444.0
2018  61  3  2 0300  -16.0  980.1   11.9  211.0   85.2  444.0
2018  61  3  2 0600  -16.4  980.0   11.3  191.0   89.2  444.0
2018  61  3  2 0900  -17.9  980.6    9.9  197.0   94.0  444.0
2018  61  3  2 1200  -17.2  981.0    9.2  191.0   95.8  444.0
2018  61  3  2 1500  -17.1  981.4    9.0  188.0   95.8  444.0
2018  61  3  2 1800  -18.2  982.1   10.5  190.0   91.0  444.0
2018  61  3  2 2100  -18.4  983.0   10.3  212.0   86.6  444.0
2018  62  3  3 0000  -17.5  984.3    9.8  202.0   82.6  444.0
2018  62  3  3 0300  -19.6  985.3    8.0  188.0   75.6  444.0
2018  62  3  3 0600  -20.1  985.9    6.2  198.0   82.2  444.0
2018  62  3  3 0900  -23.8  986.5    5.7  198.0   88.3  444.0
2018  62  3  3 1200  -21.5  987.2    6.4  190.0   86.6  444.0
2018  62  3  3 1500  -23.8  987.2    5.3  194.0   85.2  444.0
2018  62  3  3 1800  -22.6  987.7    4.3  167.0   90.5  444.0
2018  62  3  3 2100  -21.5  987.7    2.5  146.0   77.3  444.0
2018  63  3  4 0000  -21.9  988.1    1.4  152.0   59.3  444.0
2018  63  3  4 0300  -18.9  987.6    1.9   72.0   85.7  444.0
2018  63  3  4 0600  -15.4  987.0    2.9   41.0   94.9  444.0
2018  63  3  4 0900  -15.8  986.8    1.9   94.0   93.2  444.0
2018  63  3  4 1200   -9.0  986.7    6.6   27.0   79.5  444.0
2018  63  3  4 1500   -8.0  985.9    7.6   46.0   80.8  444.0
2018  63  3  4 1800   -7.2  985.5    8.0   24.0   86.6  444.0
2018  63  3  4 2100  -20.6  987.3    3.1  225.0   81.3  444.0
2018  64  3  5 0000  -19.5  988.9    9.9  236.0   82.2  444.0
2018  64  3  5 0300  -18.9  990.0    9.2  221.0   83.5  444.0
2018  64  3  5 0600  -18.8  990.9   11.1  205.0   88.3  444.0
2018  64  3  5 0900  -19.2  991.8    5.8  174.0   92.3  444.0
2018  64  3  5 1200  -19.1  991.1   11.9  191.0   92.7  444.0
2018  64  3  5 1500  -19.1  990.8   11.3  212.0   92.7  444.0
2018  64  3  5 1800  -18.8  990.3   11.5  221.0   92.7  444.0
2018  64  3  5 2100  -18.8  990.0   11.9  208.0   90.1  444.0
2018  65  3  6 0000  -18.9  989.3   11.7  212.0   85.7  444.0
2018  65  3  6 0300  -20.1  988.3   14.4  190.0   83.5  444.0
2018  65  3  6 0600  -20.6  987.5   12.5  211.0   84.4  444.0
2018  65  3  6 0900  -23.8  986.3    9.2  226.0   86.1  444.0
2018  65  3  6 1200  -25.1  985.3    9.9  226.0   84.8  444.0
2018  65  3  6 1500  -23.8  983.7   11.7  219.0   85.2  444.0
2018  65  3  6 1800  -22.8  982.9   12.7  202.0   86.6  444.0
2018  65  3  6 2100  -22.0  981.9   12.9  224.0   84.8  444.0
2018  66  3  7 0000  -22.0  981.2    9.8  231.0   76.9  444.0
2018  66  3  7 0300  -22.1  979.8    8.8  229.0   72.9  444.0
2018  66  3  7 0600  -24.4  978.9    8.8  208.0   70.3  444.0
2018  66  3  7 0900  -26.9  978.3    8.2  201.0   84.4  444.0
2018  66  3  7 1200  -27.4  977.4    7.4  184.0   81.7  444.0
2018  66  3  7 1500  -30.0  976.4    6.0  208.0   80.4  444.0
2018  66  3  7 1800  -28.6  975.6    4.7  191.0   82.6  444.0
2018  66  3  7 2100  -29.5  974.7    4.5  202.0   83.0  444.0
