Year: 2018  Month: 03  ID: WDB  ARGOS: 99506  Name: Windless Bight      
Lat: 77.73S  Lon: 167.70E  Elev:   40m
2018  60  3  1 0000  -14.6  980.1    7.4  102.8   95.8   -0.1
2018  60  3  1 0300  -13.0  980.9    7.7   81.5   88.5   -0.1
2018  60  3  1 0600  -13.8  981.7    5.3   92.7   88.3   -0.1
2018  60  3  1 0900  -14.0  982.2    7.0   61.4  100.0   -0.0
2018  60  3  1 1200  -14.3  982.7    4.0   91.3   84.0    0.1
2018  60  3  1 1500  -14.6  982.7    4.1   94.3   85.9    0.1
2018  60  3  1 1800  -13.7  982.9    5.4  105.2   75.6    0.0
2018  60  3  1 2100  -13.8  982.5    5.5   94.3   75.9   -0.0
2018  61  3  2 0000  -14.3  982.9    4.8  100.7   78.0   -0.2
2018  61  3  2 0300  -14.0  982.4    4.2   96.2   73.0   -0.1
2018  61  3  2 0600  -15.3  982.2    3.4   82.1   84.8   -0.0
2018  61  3  2 0900  -16.3  982.4    1.8  109.5   92.9    0.0
2018  61  3  2 1200  -16.8  982.9    3.5  129.5   86.6    0.0
2018  61  3  2 1500  -17.3  983.2    1.8  150.8   91.7   -0.0
2018  61  3  2 1800  -17.1  984.0    2.3   45.3   88.8    0.1
2018  61  3  2 2100  -16.7  984.5    3.3   86.0   81.0    0.4
2018  62  3  3 0000  -15.9  985.5    3.4   84.5   77.9   -0.0
2018  62  3  3 0300  -17.2  985.8    4.2  102.3   74.4   -0.3
2018  62  3  3 0600  -17.8  986.3    3.6   74.2   80.3   -0.0
2018  62  3  3 0900  -20.7  987.1    3.0   67.0   88.6    1.3
2018  62  3  3 1200  -19.8  987.8    3.1   56.8   80.7    0.6
2018  62  3  3 1500  -19.9  987.7    2.8   69.7   77.8    0.0
2018  62  3  3 1800  -20.0  987.1    2.7   96.3   77.0    0.4
2018  62  3  3 2100  -22.2  986.5    0.5  168.8   69.6    0.5
2018  63  3  4 0000  -24.1  986.8    1.2   53.5   71.5   -0.1
2018  63  3  4 0300  -22.5  985.8    0.6  205.1   71.4   -0.5
2018  63  3  4 0600  -26.0  985.4    0.7  245.9   74.6    0.6
2018  63  3  4 0900  -23.9  986.1    2.8  300.9   85.8    1.1
2018  63  3  4 1200  -22.7  986.5    1.1  279.3   84.2    0.3
2018  63  3  4 1500  -23.0  987.6    1.0  264.2   84.1    0.2
2018  63  3  4 1800  -20.5  987.6    0.0  151.9   87.1   -0.0
2018  63  3  4 2100  -20.1  988.6    1.1   82.4   86.0   -0.1
2018  64  3  5 0000  -18.9  990.2    4.1   77.8   85.6   -0.2
2018  64  3  5 0300  -18.5  991.5    4.3   68.1   85.3   -0.1
2018  64  3  5 0600  -17.8  991.5    5.5   80.0   85.0   -0.1
2018  64  3  5 0900  -18.5  992.8    4.8   82.4   83.7   -0.0
2018  64  3  5 1200  -17.6  992.8    5.4   64.0   83.6    0.1
2018  64  3  5 1500  -16.8  992.5    5.8   66.4   86.1    0.1
2018  64  3  5 1800  -16.3  992.5    5.6   65.7   83.1    0.0
2018  64  3  5 2100  -16.2  991.7    5.0   82.8   83.7    0.0
2018  65  3  6 0000  -18.3  990.9    7.7  113.1   79.4   -0.2
2018  65  3  6 0300  -18.8  989.9    9.5   95.5   76.4   -0.1
2018  65  3  6 0600  -19.7  988.8    6.6  115.6   72.9   -0.1
2018  65  3  6 0900  -24.3  987.9    4.3   92.1   74.4    0.8
2018  65  3  6 1200  -21.1  986.6    5.0   78.9   72.5    0.1
2018  65  3  6 1500  -22.4  985.3    7.4  111.1   72.3    0.3
2018  65  3  6 1800  -21.3  985.0    5.8   70.3   71.5    0.1
2018  65  3  6 2100  -19.4  983.0    7.5   91.2   60.8    0.2
2018  66  3  7 0000  -21.9  983.4    5.0   71.4   53.9    0.7
2018  66  3  7 0300  -22.5  981.6    4.4   87.2   52.6    0.7
2018  66  3  7 0600  -20.1  979.6    3.1   99.7   53.9   -0.0
2018  66  3  7 0900  -25.6  978.6    4.5  117.8   70.3    1.0
2018  66  3  7 1200  -26.2  977.8    4.7   89.8   68.5    2.2
2018  66  3  7 1500  -29.6  976.9    3.2   45.5   76.3    1.5
2018  66  3  7 1800  -31.2  975.4    2.2   84.3   78.1    1.5
2018  66  3  7 2100  -30.0  973.7    4.8  132.4   72.8    0.7
2018  67  3  8 0000  -25.8  972.7    5.6   94.8   63.4    0.1
2018  67  3  8 0300  -25.2  972.4    3.0   80.5   70.9   -0.1
2018  67  3  8 0600  -28.5  971.9    5.9  109.0   73.4   -0.2
2018  67  3  8 0900  -30.6  972.4    1.6  128.1   74.8    0.5
2018  67  3  8 1200  -38.0  972.9    1.9  182.4   72.3    0.7
2018  67  3  8 1500  -38.2  972.9    0.2  334.3   70.5    0.3
2018  67  3  8 1800  -36.0  973.4    1.1  341.9   72.1    1.7
2018  67  3  8 2100  -31.4  973.3    0.5   88.2   72.7   -0.2
2018  68  3  9 0000  -26.0  973.2    3.8   99.4   75.2   -0.3
2018  68  3  9 0300  -21.7  974.1    5.1   59.6   82.7    0.0
2018  68  3  9 0600  -15.8  974.5    5.9   78.6   85.0    0.0
2018  68  3  9 0900  -15.9  975.7    6.9   77.4   92.5    0.0
2018  68  3  9 1200  -15.5  977.8    5.9   63.3   96.7    0.0
2018  68  3  9 1500  -15.1  979.1    7.8   78.2   98.7   -0.0
2018  68  3  9 1800  -16.3  981.4    7.0   54.5   94.5    0.0
2018  68  3  9 2100  -16.3  981.9    8.2   78.3   87.3    0.1
2018  69  3 10 0000  -16.3  982.9    6.8   96.3   86.7   -0.1
2018  69  3 10 0300  -16.4  982.2    5.4  121.3   79.6   -0.0
2018  69  3 10 0600  -14.3  983.0    4.5  137.9   54.4    1.5
2018  69  3 10 0900  -15.6  983.0    4.9   74.6   55.3    2.1
2018  69  3 10 1200  -18.7  983.5    0.9   95.3   70.0    1.3
2018  69  3 10 1500  -22.7  985.0    2.8  110.1   77.3    2.6
2018  69  3 10 1800  -21.9  986.8    2.8   96.7   63.0    3.8
2018  69  3 10 2100  -20.3  987.5    0.9   11.0   59.3    2.5
2018  70  3 11 0000  -18.8  987.2    3.4    4.6   65.0    0.3
2018  70  3 11 0300  -16.9  987.4    0.7  358.1   55.3    0.9
2018  70  3 11 0600  -23.0  987.4    4.9  101.6   68.8    0.4
2018  70  3 11 0900  -19.2  988.0    2.4  322.0   68.9    3.0
2018  70  3 11 1200  -17.5  987.4    2.6  150.8   74.2    0.4
