Year: 2018  Month: 02  ID: WFD  ARGOS: 99502  Name: Willie Field        
Lat: 77.87S  Lon: 166.95E  Elev:   12m
2018  32  2  1 0000   -9.2  994.7    2.0   66.6   73.0    0.2
2018  32  2  1 0300   -7.2  993.0    2.1   80.5   73.4   -0.0
2018  32  2  1 0600   -9.2  993.5    3.4   63.5   82.5    0.0
2018  32  2  1 0900  -10.4  993.7    3.6   93.4   89.5   -0.0
2018  32  2  1 1200  -13.1  993.5    2.6   70.4   90.6   -0.0
2018  32  2  1 1500  -18.3  992.7    2.4   37.9   87.1    0.9
2018  32  2  1 1800  -14.1  993.8    2.1   16.4   90.0   -0.2
2018  32  2  1 2100   -8.8  993.8    4.7   96.8   87.9   -0.1
2018  33  2  2 0000   -9.3  992.9    6.9  127.4   88.8   -0.0
2018  33  2  2 0300   -9.0  992.9    2.6  208.2   88.3   -0.3
2018  33  2  2 0600   -9.6  993.4    0.8  167.0   85.6   -0.2
2018  33  2  2 0900   -9.5  992.9    1.5  258.2   90.3   -0.1
2018  33  2  2 1200  -10.9  993.7    0.6  264.7   91.8    0.4
2018  33  2  2 1500  -14.0  993.7    1.2   84.8   93.7    1.4
2018  33  2  2 1800  -11.3  993.5    0.4  281.5   92.1    0.5
2018  33  2  2 2100   -8.3  993.7    3.7   85.7   83.6    0.0
2018  34  2  3 0000   -9.2  994.0    6.1   44.5   85.3   -0.0
2018  34  2  3 0300   -7.7  993.7    5.3   45.8   79.5   -0.2
2018  34  2  3 0600   -8.3  993.4    6.1   46.3   74.9    0.0
2018  34  2  3 0900  -11.3  993.9    4.9   69.2   72.9    0.5
2018  34  2  3 1200  -15.0  992.8    4.5   62.8   69.2    1.1
2018  34  2  3 1500  -18.0  993.2    2.5   16.6   80.3    0.0
2018  34  2  3 1800  -17.7  992.7    2.8   27.4   83.7    2.2
2018  34  2  3 2100  -13.0  991.5    1.8   33.7   79.1    0.4
2018  35  2  4 0000  444.0  990.8    0.7  317.7   58.8   -0.5
2018  35  2  4 0300   -7.8  990.3    1.2   29.1   64.8   -0.4
2018  35  2  4 0600   -7.6  989.6    1.6   67.4   75.4    0.1
2018  35  2  4 0900  -10.8  988.4    1.2   87.2   81.4    0.5
2018  35  2  4 1200  -10.3  989.6    0.9  107.6   77.4    1.6
2018  35  2  4 1500  -13.2  989.4    3.4   28.0   83.4    3.9
2018  35  2  4 1800  -14.0  989.7    3.0   38.9   66.6    4.3
2018  35  2  4 2100  -12.8  991.5    2.2   20.6   76.0   -0.1
2018  36  2  5 0000   -8.9  990.7    4.6  133.1   77.5   -0.2
2018  36  2  5 0300   -9.5  990.9    2.3   23.6   87.9   -0.2
2018  36  2  5 0600   -8.5  990.0    3.6   49.2   84.8    0.0
2018  36  2  5 0900   -6.9  990.4    3.1   86.4   71.8    0.2
2018  36  2  5 1200   -5.2  989.5    6.4  132.6   65.8    0.1
2018  36  2  5 1500   -7.2  989.7    2.6  124.9   76.9   -0.0
2018  36  2  5 1800   -9.6  989.8    4.7   90.4   77.7    0.8
2018  36  2  5 2100  -10.9  990.4    4.1   28.9   74.5    0.0
2018  37  2  6 0000   -7.1  989.7    2.0   72.5   55.6    0.6
2018  37  2  6 0300   -6.3  989.6    2.8   94.2   58.2    0.8
2018  37  2  6 0600   -9.5  988.4    5.5   59.3   66.8    0.1
2018  37  2  6 0900  -13.2  987.6    5.3   55.7   69.6    0.3
2018  37  2  6 1200  -12.3  986.0    3.8   18.3   50.2    2.3
2018  37  2  6 1500  -12.4  985.4    2.4   25.7   69.2    0.2
2018  37  2  6 1800  -12.6  984.6    4.1   28.4   67.3   -0.0
2018  37  2  6 2100  -13.8  984.7    3.5   25.7   70.8   -0.1
2018  38  2  7 0000  -11.3  984.3    5.2   31.1   69.3   -0.0
2018  38  2  7 0300   -9.9  984.4    4.9   41.9   65.6   -0.1
2018  38  2  7 0600  -10.3  984.1    3.6   48.8   67.2    0.0
