Year: 2018  Month: 01  ID: BRP  ARGOS:  8922  Name: Bear Peninsula      
Lat: 74.56S  Lon: 111.89W  Elev:  312m
2018   1  1  1 0000   -4.2  936.3  444.0  444.0   73.9  444.0
2018   1  1  1 0300   -5.7  935.9  444.0  444.0   88.0  444.0
2018   1  1  1 0600   -5.6  935.9  444.0  444.0   96.0  444.0
2018   1  1  1 0900   -5.8  936.7  444.0  444.0   96.0  444.0
2018   1  1  1 1200   -4.8  937.7  444.0  444.0   96.0  444.0
2018   1  1  1 1500   -4.4  938.2  444.0  444.0   96.0  444.0
2018   1  1  1 1800   -4.3  938.5  444.0  444.0   95.0  444.0
2018   1  1  1 2100   -4.3  939.1  444.0  444.0   95.9  444.0
2018   2  1  2 0000   -4.5  939.2  444.0  444.0   96.0  444.0
2018   2  1  2 0300   -5.0  939.1  444.0  444.0   97.0  444.0
2018   2  1  2 0600   -5.5  939.3  444.0  444.0   97.0  444.0
2018   2  1  2 0900   -6.0  939.3  444.0  444.0   97.0  444.0
2018   2  1  2 1200   -5.9  938.8  444.0  444.0   97.0  444.0
2018   2  1  2 1500   -5.6  939.3  444.0  444.0   97.0  444.0
2018   2  1  2 1800   -6.5  938.7  444.0  444.0   96.1  444.0
2018   2  1  2 2100   -7.8  938.0  444.0  444.0   93.0  444.0
2018   3  1  3 0000   -7.4  936.9  444.0  444.0   93.9  444.0
2018   3  1  3 0300   -6.5  934.6  444.0  444.0   96.0  444.0
2018   3  1  3 0600   -7.4  932.8  444.0  444.0   96.0  444.0
2018   3  1  3 0900   -7.7  931.0  444.0  444.0   96.0  444.0
2018   3  1  3 1200   -7.9  926.1  444.0  444.0  100.0  444.0
2018   3  1  3 1500   -7.8  924.4  444.0  444.0   99.1  444.0
2018   3  1  3 1800   -7.6  922.1  444.0  444.0  444.0  444.0
2018   3  1  3 2100   -6.8  921.6  444.0  444.0  444.0  444.0
2018   4  1  4 0000   -5.7  921.8  444.0  444.0  444.0  444.0
2018   4  1  4 0300   -4.7  924.6  444.0  444.0  444.0  444.0
2018   4  1  4 0600   -4.4  928.0  444.0  444.0  444.0  444.0
2018   4  1  4 0900   -4.8  930.3  444.0  444.0  444.0  444.0
2018   4  1  4 1200   -4.7  931.7  444.0  444.0   99.0  444.0
2018   4  1  4 1500   -4.7  932.9  444.0  444.0   99.0  444.0
2018   4  1  4 1800  444.0  933.4  444.0  444.0   99.6  444.0
2018   4  1  4 2100   -3.4  933.9  444.0  444.0   99.0  444.0
2018   5  1  5 0000   -3.1  933.8  444.0  444.0   99.0  444.0
2018   5  1  5 0300   -3.2  932.9  444.0  444.0   99.0  444.0
2018   5  1  5 0600   -3.9  933.0  444.0  444.0   99.3  444.0
2018   5  1  5 0900   -4.0  933.1  444.0  444.0   99.0  444.0
2018   5  1  5 1200   -4.2  931.5  444.0  444.0   98.0  444.0
2018   5  1  5 1500   -3.7  931.1  444.0  444.0   98.0  444.0
2018   5  1  5 1800   -3.3  927.7  444.0  444.0   97.9  444.0
2018   5  1  5 2100   -3.3  928.4  444.0  444.0   99.0  444.0
2018   6  1  6 0000   -2.9  931.7  444.0  444.0   99.0  444.0
2018   6  1  6 0300   -3.6  930.1  444.0  444.0  100.0  444.0
2018   6  1  6 0600   -3.8  933.2  444.0  444.0  100.0  444.0
2018   6  1  6 0900   -3.6  930.2  444.0  444.0  100.0  444.0
2018   6  1  6 1200   -3.2  929.6  444.0  444.0  100.0  444.0
