Year: 2018  Month: 02  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.83W  Elev:   10m
2018  32  2  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018  32  2  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  32  2  1 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018  32  2  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018  32  2  1 1200  444.0  978.9   12.4  162.0   61.0  444.0
2018  32  2  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  32  2  1 1800  444.0  974.5   14.0  159.0   58.8  444.0
2018  32  2  1 2100  444.0  971.6   13.2  165.0   60.0  444.0
2018  33  2  2 0000  444.0  969.4   13.5  156.0   60.0  444.0
2018  33  2  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  33  2  2 0600  444.0  963.6   17.8  169.0   56.8  444.0
2018  33  2  2 0900  444.0  963.1  444.0  444.0   56.0  444.0
2018  33  2  2 1200  444.0  964.8   12.9  180.0   59.0  444.0
2018  33  2  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  33  2  2 1800  444.0  966.5   11.3  181.0   55.1  444.0
2018  33  2  2 2100  444.0  967.3    9.2  175.0   54.0  444.0
2018  34  2  3 0000  444.0  968.2    6.1  164.0   66.0  444.0
2018  34  2  3 0300  444.0  970.1    5.4  135.0   65.0  444.0
2018  34  2  3 0600  444.0  971.4    5.1  144.0   72.0  444.0
2018  34  2  3 0900  444.0  973.4    5.1  193.0   69.0  444.0
2018  34  2  3 1200  444.0  975.0    3.3  205.0   77.9  444.0
2018  34  2  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  34  2  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018  34  2  3 2100  444.0  974.2    3.5  190.0   72.4  444.0
2018  35  2  4 0000  444.0  972.6    6.7  183.0   67.2  444.0
2018  35  2  4 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  35  2  4 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018  35  2  4 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018  35  2  4 1200  444.0  975.6    3.9  186.0   65.8  444.0
2018  35  2  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018  35  2  4 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018  35  2  4 2100  444.0  978.5    7.2   50.0   92.9  444.0
2018  36  2  5 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018  36  2  5 0300  444.0  979.5    6.5   46.0   92.0  444.0
2018  36  2  5 0600  444.0  979.6    2.2  195.0   95.0  444.0
2018  36  2  5 0900  444.0  980.7    4.3  137.0   80.0  444.0
2018  36  2  5 1200  444.0  981.4    4.1  116.0   90.0  444.0
