Year: 2018  Month: 10  ID: MNB  ARGOS: 99501  Name: Minna Bluff         
Lat: 78.56S  Lon: 166.70E  Elev:  895m
2018 274 10  1 0000  444.0  864.1   17.6  196.9  444.0  444.0
2018 274 10  1 0300  444.0  863.4    3.1  166.1  444.0  444.0
2018 274 10  1 0600  444.0  862.5   16.0  174.2  444.0  444.0
2018 274 10  1 0900  444.0  861.0    8.0   89.0  444.0  444.0
2018 274 10  1 1200  444.0  858.9    4.2   93.3  444.0  444.0
2018 274 10  1 1500  444.0  856.6   38.0  192.7   84.3  444.0
2018 274 10  1 1800  444.0  855.4   36.7  192.6   85.6  444.0
2018 274 10  1 2100  444.0  855.7   34.2  193.4   85.2  444.0
2018 275 10  2 0000  444.0  853.5   35.6  195.5   86.4  444.0
2018 275 10  2 0300  444.0  855.6   27.3  194.3   85.7  444.0
2018 275 10  2 0600  444.0  856.6   19.2  194.2   87.0  444.0
2018 275 10  2 0900  444.0  857.0   15.7  195.0  444.0  444.0
2018 275 10  2 1200  444.0  856.9   13.0  191.9  444.0  444.0
2018 275 10  2 1500  444.0  857.3   10.4  200.5  444.0  444.0
2018 275 10  2 1800  444.0  858.9    9.1  194.9  444.0  444.0
2018 275 10  2 2100  444.0  858.2    8.9  197.9  444.0  444.0
2018 276 10  3 0000  444.0  857.3    6.6  188.9  444.0  444.0
2018 276 10  3 0300  444.0  857.0    6.7  186.1  444.0  444.0
2018 276 10  3 0600  444.0  856.8    7.5  190.5  444.0  444.0
2018 276 10  3 0900  444.0  856.6    8.5  188.5  444.0  444.0
2018 276 10  3 1200  444.0  855.4    8.3  189.9  444.0  444.0
2018 276 10  3 1500  444.0  856.2    3.2  156.6  444.0  444.0
2018 276 10  3 1800  444.0  854.9    5.1  166.8  444.0  444.0
2018 276 10  3 2100  444.0  853.7    3.3   51.9  444.0  444.0
2018 277 10  4 0000  444.0  850.7    2.5  209.8  444.0  444.0
2018 277 10  4 0300  444.0  848.3    3.1  173.6  444.0  444.0
2018 277 10  4 0600  444.0  846.9    9.5   79.1  444.0  444.0
2018 277 10  4 0900  444.0  850.5   10.3    3.2  444.0  444.0
2018 277 10  4 1200  444.0  852.9    8.7    2.3  444.0  444.0
2018 277 10  4 1500  444.0  853.1    9.7   11.1  444.0  444.0
2018 277 10  4 1800  444.0  851.0   11.9   11.9  444.0  444.0
2018 277 10  4 2100  444.0  844.6   17.8  203.2  444.0  444.0
2018 278 10  5 0000  444.0  843.0    2.4  195.9  444.0  444.0
2018 278 10  5 0300  444.0  850.3    0.4  293.0  444.0  444.0
2018 278 10  5 0600  444.0  851.7    7.4  197.1  444.0  444.0
2018 278 10  5 0900  444.0  851.2    8.7  206.4  444.0  444.0
2018 278 10  5 1200  444.0  850.9    8.0  204.2  444.0  444.0
2018 278 10  5 1500  444.0  853.0    0.3  181.8  444.0  444.0
2018 278 10  5 1800  444.0  855.0  444.0  444.0  444.0  444.0
2018 278 10  5 2100  444.0  855.9  444.0  444.0  444.0  444.0
2018 279 10  6 0000  444.0  858.0  444.0  444.0  444.0  444.0
2018 279 10  6 0300  444.0  858.7  444.0  444.0  444.0  444.0
2018 279 10  6 0600  444.0  860.4  444.0  444.0  444.0  444.0
2018 279 10  6 0900  444.0  862.7  444.0  444.0  444.0  444.0
2018 279 10  6 1200  444.0  864.3  444.0  444.0  444.0  444.0
2018 279 10  6 1500  444.0  865.8  444.0  444.0  444.0  444.0
2018 279 10  6 1800  444.0  867.8  444.0  444.0  444.0  444.0
2018 279 10  6 2100  444.0  869.3  444.0  444.0  444.0  444.0
2018 280 10  7 0000  444.0  869.2  444.0  444.0  444.0  444.0
2018 280 10  7 0300  444.0  868.3  444.0  444.0  444.0  444.0
2018 280 10  7 0600  444.0  866.4    4.6   35.8   93.9  444.0
2018 280 10  7 0900  444.0  865.6    3.4  257.3   95.2  444.0
