Year: 2018  Month: 12  ID: THI  ARGOS:  8930  Name: Thurston Island     
Lat: 72.94S  Lon:  97.55W  Elev:  145m
2018 335 12  1 0000   -7.1  933.8  444.0  444.0   82.0  444.0
2018 335 12  1 0300   -7.9  934.0  444.0  444.0   84.0  444.0
2018 335 12  1 0600   -8.9  934.2  444.0  444.0   84.0  444.0
2018 335 12  1 0900   -8.3  934.9  444.0  444.0   79.0  444.0
2018 335 12  1 1200   -8.4  936.1  444.0  444.0   76.0  444.0
2018 335 12  1 1500   -7.3  937.1  444.0  444.0   67.8  444.0
2018 335 12  1 1800   -7.2  938.2  444.0  444.0   68.2  444.0
2018 335 12  1 2100   -7.2  940.1  444.0  444.0   75.0  444.0
2018 336 12  2 0000   -7.3  941.4  444.0  444.0   78.0  444.0
2018 336 12  2 0300   -8.1  941.7  444.0  444.0   77.0  444.0
2018 336 12  2 0600   -7.7  942.6  444.0  444.0   74.0  444.0
2018 336 12  2 0900   -7.9  943.0  444.0  444.0   73.0  444.0
2018 336 12  2 1200   -6.8  943.3  444.0  444.0   68.0  444.0
2018 336 12  2 1500   -7.3  943.4  444.0  444.0   71.0  444.0
2018 336 12  2 1800   -6.2  943.7  444.0  444.0   74.0  444.0
2018 336 12  2 2100   -5.8  944.1  444.0  444.0   69.0  444.0
2018 337 12  3 0000   -6.1  945.1  444.0  444.0   76.0  444.0
2018 337 12  3 0300   -6.0  946.1  444.0  444.0   71.5  444.0
2018 337 12  3 0600   -6.9  947.6  444.0  444.0   65.0  444.0
2018 337 12  3 0900   -6.6  949.3  444.0  444.0   68.8  444.0
2018 337 12  3 1200   -7.8  951.2  444.0  444.0   66.0  444.0
2018 337 12  3 1500   -6.0  953.0  444.0  444.0   65.0  444.0
2018 337 12  3 1800   -3.6  955.3  444.0  444.0   51.0  444.0
2018 337 12  3 2100   -5.8  957.8  444.0  444.0   76.0  444.0
2018 338 12  4 0000   -5.9  960.1  444.0  444.0   82.0  444.0
2018 338 12  4 0300   -6.5  961.8  444.0  444.0   77.0  444.0
2018 338 12  4 0600   -6.2  963.2  444.0  444.0   70.0  444.0
2018 338 12  4 0900   -7.1  964.3  444.0  444.0   76.0  444.0
2018 338 12  4 1200   -7.3  964.7  444.0  444.0   73.0  444.0
2018 338 12  4 1500   -6.4  964.9  444.0  444.0   69.3  444.0
2018 338 12  4 1800   -5.7  964.0  444.0  444.0   76.0  444.0
2018 338 12  4 2100   -5.6  964.1  444.0  444.0   75.0  444.0
2018 339 12  5 0000   -5.7  963.2  444.0  444.0   81.0  444.0
2018 339 12  5 0300   -6.2  962.2  444.0  444.0   85.0  444.0
2018 339 12  5 0600   -6.6  960.9  444.0  444.0   88.0  444.0
2018 339 12  5 0900   -7.8  960.0  444.0  444.0   97.0  444.0
2018 339 12  5 1200   -8.2  959.1  444.0  444.0   93.0  444.0
2018 339 12  5 1500   -7.1  958.3  444.0  444.0   80.0  444.0
2018 339 12  5 1800   -6.3  957.3  444.0  444.0   77.7  444.0
2018 339 12  5 2100   -6.1  956.0  444.0  444.0   72.0  444.0
2018 340 12  6 0000   -6.4  954.3  444.0  444.0   81.0  444.0
2018 340 12  6 0300   -7.3  952.4  444.0  444.0   81.0  444.0
2018 340 12  6 0600   -6.8  950.9  444.0  444.0   75.0  444.0
2018 340 12  6 0900   -7.6  949.3  444.0  444.0   85.0  444.0
2018 340 12  6 1200   -7.6  948.0  444.0  444.0   77.0  444.0
2018 340 12  6 1500   -7.7  946.6  444.0  444.0   67.0  444.0
2018 340 12  6 1800   -8.2  945.4  444.0  444.0   80.7  444.0
2018 340 12  6 2100   -6.8  944.4  444.0  444.0   80.0  444.0
2018 341 12  7 0000   -7.3  943.4  444.0  444.0   81.0  444.0
2018 341 12  7 0300   -8.3  942.4  444.0  444.0   79.0  444.0
2018 341 12  7 0600   -9.1  941.7  444.0  444.0   84.0  444.0
2018 341 12  7 0900   -9.4  941.7  444.0  444.0   82.4  444.0
2018 341 12  7 1200   -7.8  941.4  444.0  444.0   70.0  444.0
2018 341 12  7 1500   -7.1  940.9  444.0  444.0   59.0  444.0
2018 341 12  7 1800   -9.8  940.7  444.0  444.0   78.0  444.0
2018 341 12  7 2100   -7.2  940.6  444.0  444.0   73.0  444.0
2018 342 12  8 0000   -6.8  940.5  444.0  444.0   75.0  444.0
2018 342 12  8 0300   -7.3  940.5  444.0  444.0   80.0  444.0
2018 342 12  8 0600   -9.1  941.2  444.0  444.0   88.0  444.0
2018 342 12  8 0900   -9.9  942.2  444.0  444.0   94.8  444.0
2018 342 12  8 1200   -8.9  943.6  444.0  444.0   93.3  444.0
2018 342 12  8 1500   -7.9  944.8  444.0  444.0   91.0  444.0
2018 342 12  8 1800   -6.7  946.0  444.0  444.0   76.0  444.0
2018 342 12  8 2100   -6.5  946.8  444.0  444.0   77.3  444.0
2018 343 12  9 0000   -6.2  947.5  444.0  444.0   74.1  444.0
2018 343 12  9 0300   -6.1  948.3  444.0  444.0   68.0  444.0
2018 343 12  9 0600   -6.1  948.8  444.0  444.0   63.0  444.0
2018 343 12  9 0900   -7.7  949.2  444.0  444.0   65.0  444.0
2018 343 12  9 1200  -10.6  949.3  444.0  444.0   70.4  444.0
2018 343 12  9 1500   -8.4  949.2  444.0  444.0   59.0  444.0
2018 343 12  9 1800   -7.2  948.8  444.0  444.0   54.0  444.0
2018 343 12  9 2100   -6.8  949.3  444.0  444.0   64.0  444.0
2018 344 12 10 0000   -5.6  949.6  444.0  444.0   57.3  444.0
2018 344 12 10 0300   -5.8  949.8  444.0  444.0   66.0  444.0
2018 344 12 10 0600   -6.3  950.4  444.0  444.0   79.0  444.0
2018 344 12 10 0900   -6.8  950.6  444.0  444.0   78.0  444.0
2018 344 12 10 1200   -5.0  950.8  444.0  444.0   72.0  444.0
2018 344 12 10 1500   -6.3  951.2  444.0  444.0   75.5  444.0
2018 344 12 10 1800   -6.1  950.8  444.0  444.0   82.0  444.0
2018 344 12 10 2100   -5.2  951.0  444.0  444.0   93.0  444.0
2018 345 12 11 0000   -5.0  951.5  444.0  444.0   79.0  444.0
2018 345 12 11 0300   -6.9  951.3  444.0  444.0   86.3  444.0
2018 345 12 11 0600   -8.1  951.1  444.0  444.0   93.0  444.0
2018 345 12 11 0900   -8.4  951.0  444.0  444.0   83.0  444.0
2018 345 12 11 1200   -8.9  951.0  444.0  444.0   91.0  444.0
2018 345 12 11 1500   -8.1  951.0  444.0  444.0   86.0  444.0
2018 345 12 11 1800   -5.8  951.3  444.0  444.0   78.0  444.0
2018 345 12 11 2100   -6.4  951.6  444.0  444.0   85.0  444.0
2018 346 12 12 0000   -6.6  951.9  444.0  444.0   94.0  444.0
