Year: 2018  Month: 08  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018 213  8  1 0000  -32.6 1007.0    0.6   80.0   77.8  444.0
2018 213  8  1 0300  -33.5 1005.7    0.4   91.0   75.6  444.0
2018 213  8  1 0600  -34.1 1004.5    0.0    1.0   75.6  444.0
2018 213  8  1 0900  -32.2 1003.1    1.2    6.0   77.8  444.0
2018 213  8  1 1200  -30.2 1001.9    0.2  346.0   80.8  444.0
2018 213  8  1 1500  -39.2 1000.8  444.0  444.0   70.7  444.0
2018 213  8  1 1800  -31.6 1000.4  444.0  444.0   78.6  444.0
2018 213  8  1 2100  -44.9 1000.1  444.0  444.0   64.1  444.0
2018 214  8  2 0000  -44.2 1000.6  444.0  444.0   64.1  444.0
2018 214  8  2 0300  -43.8 1001.3    5.3  232.0   64.6  444.0
2018 214  8  2 0600  -37.6 1001.3    6.8  222.0   71.2  444.0
2018 214  8  2 0900  -39.5 1002.1    3.5  228.0   69.0  444.0
2018 214  8  2 1200  -42.2 1002.0    2.7  164.0   66.3  444.0
2018 214  8  2 1500  -46.6 1002.1    1.8  166.0   61.0  444.0
2018 214  8  2 1800  -43.0 1001.7    2.1  142.0   64.6  444.0
2018 214  8  2 2100  -39.8 1002.2    0.0  124.0   67.6  444.0
2018 215  8  3 0000  -36.2 1002.6    2.5  115.0   71.6  444.0
2018 215  8  3 0300  -38.9 1003.4    2.3   98.0   71.2  444.0
2018 215  8  3 0600  -36.2 1004.7    1.8   96.0   70.7  444.0
2018 215  8  3 0900  -33.4 1006.0    1.2   89.0   75.1  444.0
2018 215  8  3 1200  -46.4 1007.2    1.4  163.0   61.9  444.0
2018 215  8  3 1500  -40.9 1008.2    1.8  194.0   68.1  444.0
2018 215  8  3 1800  -48.9 1008.0    1.9  232.0   58.4  444.0
2018 215  8  3 2100  -47.5 1008.3    2.1  216.0   59.7  444.0
2018 216  8  4 0000  -46.6 1006.8    2.1  231.0   60.2  444.0
2018 216  8  4 0300  -48.2 1005.0    1.8  239.0   58.4  444.0
2018 216  8  4 0600  -47.8 1003.8    1.6  233.0   58.4  444.0
2018 216  8  4 0900  -47.6 1002.1    1.6  252.0   58.8  444.0
2018 216  8  4 1200  -48.0 1001.0    1.4  246.0   58.4  444.0
2018 216  8  4 1500  -45.9 1000.6    2.5  174.0   60.6  444.0
2018 216  8  4 1800  -46.5  999.8    1.8  184.0   59.7  444.0
2018 216  8  4 2100  -46.5  999.8    0.6  273.0   60.2  444.0
2018 217  8  5 0000  -39.9  998.5    1.8  271.0   67.2  444.0
2018 217  8  5 0300  -33.2  996.8    0.8  325.0   74.7  444.0
2018 217  8  5 0600  -36.4  993.9    0.6  326.0   72.9  444.0
2018 217  8  5 0900  -34.5  991.6    1.0  318.0   74.7  444.0
2018 217  8  5 1200  -35.9  988.9    0.0   48.0   72.5  444.0
2018 217  8  5 1500  -35.1  986.2    0.4  353.0   74.2  444.0
2018 217  8  5 1800  -35.0  983.5    0.4  352.0   74.7  444.0
2018 217  8  5 2100  -30.9  983.7    0.0  287.0   76.4  444.0
2018 218  8  6 0000  -41.4  984.7    0.4  207.0   67.6  444.0
2018 218  8  6 0300  -40.4  984.7    6.6  197.0   68.1  444.0
2018 218  8  6 0600  -40.5  984.9    5.8  170.0   68.1  444.0
2018 218  8  6 0900  -39.4  987.1    3.1  269.0   69.4  444.0
2018 218  8  6 1200  -39.1  988.7    3.7  273.0   69.4  444.0
2018 218  8  6 1500  -38.4  989.2    3.3  249.0   69.8  444.0
2018 218  8  6 1800  -37.1  989.0    2.9  284.0   72.0  444.0
2018 218  8  6 2100  -37.6  989.5    2.3  276.0   71.2  444.0
2018 219  8  7 0000  -33.4  989.6    5.7  224.0   76.0  444.0
2018 219  8  7 0300  -37.4  990.0    4.9  295.0   72.0  444.0
2018 219  8  7 0600  -35.8  989.4    2.7  292.0   73.4  444.0
2018 219  8  7 0900  -35.6  987.8    3.5  311.0   74.2  444.0
2018 219  8  7 1200  -34.6  987.1    2.7  304.0   76.0  444.0
2018 219  8  7 1500  -36.2  985.5    2.7  319.0   73.4  444.0
2018 219  8  7 1800  -30.9  983.4    2.1  333.0   79.1  444.0
2018 219  8  7 2100  -28.5  981.0    4.3  340.0   83.0  444.0
2018 220  8  8 0000  -22.8  981.1    5.8  253.0   91.4  444.0
2018 220  8  8 0300  -15.1  980.6   10.5  263.0   98.4  444.0
2018 220  8  8 0600  -17.8  981.6   11.1  235.0   94.9  444.0
2018 220  8  8 0900  -33.9  986.7   18.3  219.0   78.2  444.0
2018 220  8  8 1200  -34.0  989.5   16.8  207.0   76.9  444.0
2018 220  8  8 1500  -29.2  990.6   14.8  226.0   82.6  444.0
2018 220  8  8 1800  -27.6  990.5   15.0  222.0   84.4  444.0
2018 220  8  8 2100  -30.4  991.5   19.5  219.0   81.3  444.0
2018 221  8  9 0000  -29.1  992.2   15.4  243.0   83.0  444.0
2018 221  8  9 0300  -30.2  993.4   15.8  238.0   81.3  444.0
2018 221  8  9 0600  -31.1  993.6   12.1  236.0   80.4  444.0
2018 221  8  9 0900  -30.0  994.8   12.3  222.0   81.3  444.0
