Year: 2018  Month: 10  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018 274 10  1 0000  -24.2  962.1   16.4  226.0   87.4  444.0
2018 274 10  1 0300  -25.9  961.6   22.4  231.0   87.4  444.0
2018 274 10  1 0600  -26.0  960.8   30.2  238.0   86.6  444.0
2018 274 10  1 0900  -24.5  961.2   25.7  243.0   87.9  444.0
2018 274 10  1 1200  -23.9  961.5   23.0  239.0   88.3  444.0
2018 274 10  1 1500  -23.6  961.8   23.0  240.0   89.2  444.0
2018 274 10  1 1800  -23.6  962.1   22.2  238.0   89.2  444.0
2018 274 10  1 2100  -23.2  964.4   21.4  246.0   90.1  444.0
2018 275 10  2 0000  -22.6  963.9   22.2  243.0   89.2  444.0
2018 275 10  2 0300  -22.1  963.3   20.5  245.0   87.0  444.0
2018 275 10  2 0600  -22.5  963.9   13.1  247.0   88.3  444.0
2018 275 10  2 0900  -23.6  964.0    6.2  249.0   88.8  444.0
2018 275 10  2 1200  -26.1  963.3    3.3  270.0   86.6  444.0
2018 275 10  2 1500  -31.0  964.3    3.5  218.0   80.4  444.0
2018 275 10  2 1800  -29.6  964.1    4.3  222.0   82.2  444.0
2018 275 10  2 2100  -25.8  963.9   10.1  225.0   84.8  444.0
2018 276 10  3 0000  -23.9  963.4    7.0  225.0   77.3  444.0
2018 276 10  3 0300  -23.8  962.0    9.6  215.0   80.0  444.0
2018 276 10  3 0600  -24.8  961.2    9.2  226.0   86.1  444.0
2018 276 10  3 0900  -25.2  959.9   11.9  240.0   87.0  444.0
2018 276 10  3 1200  -22.5  958.9   12.1  238.0   90.1  444.0
2018 276 10  3 1500  -20.2  957.4   15.4  240.0   92.3  444.0
2018 276 10  3 1800  -19.6  956.5   12.9  226.0   92.3  444.0
2018 276 10  3 2100  -17.9  954.8    9.6  242.0   87.4  444.0
2018 277 10  4 0000  -14.1  952.3   12.7  239.0   93.6  444.0
2018 277 10  4 0300  -11.8  949.9   11.1  245.0   96.2  444.0
2018 277 10  4 0600  -12.4  948.8   15.4  250.0   99.8  444.0
2018 277 10  4 0900  -14.5  949.7   11.9  240.0   98.4  444.0
2018 277 10  4 1200  -20.0  952.8   15.6  236.0   93.2  444.0
2018 277 10  4 1500  -16.5  952.7   16.8  240.0   97.1  444.0
2018 277 10  4 1800  -14.8  951.6   16.4  240.0   98.4  444.0
2018 277 10  4 2100  -11.8  948.4   13.6  253.0   98.4  444.0
2018 278 10  5 0000  -11.9  947.0   19.3  235.0   98.9  444.0
2018 278 10  5 0300  -18.6  950.8   17.4  229.0   93.2  444.0
2018 278 10  5 0600  -15.1  951.2   13.3  245.0   96.7  444.0
2018 278 10  5 0900  -15.5  952.4   17.2  232.0   97.6  444.0
2018 278 10  5 1200  -16.5  954.4   11.7  243.0   96.7  444.0
2018 278 10  5 1500  -15.5  955.6   10.5  228.0   98.0  444.0
2018 278 10  5 1800  -15.9  956.5   12.7  224.0   96.2  444.0
2018 278 10  5 2100  -17.2  958.0   12.3  215.0   91.4  444.0
2018 279 10  6 0000  -18.2  960.1   11.7  222.0   89.2  444.0
2018 279 10  6 0300  -16.0  961.0   16.0  215.0   93.6  444.0
2018 279 10  6 0600  -19.0  962.9   13.6  215.0   91.8  444.0
2018 279 10  6 0900  -19.6  964.8   12.7  232.0   92.7  444.0
2018 279 10  6 1200  -19.2  966.2   13.6  221.0   94.0  444.0
2018 279 10  6 1500  -19.1  968.2   13.5  212.0   93.6  444.0
2018 279 10  6 1800  -19.8  970.1   13.1  226.0   92.3  444.0
2018 279 10  6 2100  -21.0  972.2   14.8  246.0   90.1  444.0
2018 280 10  7 0000  -18.9  972.8   14.2  239.0   90.1  444.0
2018 280 10  7 0300  -16.6  973.2   10.3  229.0   92.3  444.0
2018 280 10  7 0600  -17.1  972.3   11.3  232.0   94.0  444.0
2018 280 10  7 0900  -16.2  971.6   14.0  246.0   96.7  444.0
2018 280 10  7 1200  -17.6  971.9   13.3  235.0   96.2  444.0
2018 280 10  7 1500  -14.2  971.0   11.3  252.0   98.9  444.0
2018 280 10  7 1800  -13.6  969.3   14.6  247.0   99.8  444.0
2018 280 10  7 2100  -15.4  968.5   16.2  236.0   95.8  444.0
2018 281 10  8 0000  -15.9  969.1   14.2  236.0   93.2  444.0
2018 281 10  8 0300  -15.0  968.5   17.2  236.0   94.5  444.0
2018 281 10  8 0600  -15.4  967.2   18.3  240.0   97.6  444.0
2018 281 10  8 0900  -14.8  967.7   17.9  246.0   97.6  444.0
2018 281 10  8 1200  -16.8  967.9   17.7  239.0   96.2  444.0
2018 281 10  8 1500  -18.6  969.9   19.1  231.0   94.5  444.0
2018 281 10  8 1800  -17.1  971.3   17.9  238.0   95.4  444.0
2018 281 10  8 2100  -17.1  971.7   17.4  238.0   92.3  444.0
2018 282 10  9 0000  -15.4  970.9   22.0  239.0   90.1  444.0
2018 282 10  9 0300  -14.8  969.2   20.9  235.0   94.0  444.0
2018 282 10  9 0600  -15.0  969.3   18.1  243.0   95.8  444.0
2018 282 10  9 0900  -15.4  970.0   16.8  243.0   96.7  444.0
2018 282 10  9 1200  -14.9  970.0   13.6  253.0   97.1  444.0
2018 282 10  9 1500  -15.6  969.6   10.7  240.0   94.0  444.0
2018 282 10  9 1800  -15.1  968.7   13.5  249.0   92.3  444.0
2018 282 10  9 2100  -15.4  966.6   20.3  252.0   94.5  444.0
2018 283 10 10 0000  -17.1  963.7   20.7  233.0   88.3  444.0
2018 283 10 10 0300  -15.4  963.4   18.7  242.0   93.2  444.0
2018 283 10 10 0600  -14.5  962.2   15.6  243.0   96.7  444.0
2018 283 10 10 0900  -14.8  962.4   15.8  250.0   98.4  444.0
2018 283 10 10 1200  -12.4  959.2   16.2  254.0  444.0  444.0
2018 283 10 10 1500  -12.4  959.2   13.3  239.0  444.0  444.0
2018 283 10 10 1800  -13.6  958.1   12.5  249.0   97.1  444.0
2018 283 10 10 2100  -15.8  958.7   15.8  236.0   91.8  444.0
2018 284 10 11 0000  -16.8  960.5   13.1  243.0   91.0  444.0
2018 284 10 11 0300  -12.8  959.6   14.0  243.0   96.2  444.0
2018 284 10 11 0600  -12.5  960.7    6.4  254.0   97.1  444.0
2018 284 10 11 0900  -13.2  961.1    4.1  312.0   97.1  444.0
2018 284 10 11 1200  -14.5  961.9    4.5  333.0   92.3  444.0
2018 284 10 11 1500  -14.5  963.8    2.7  321.0   92.3  444.0
2018 284 10 11 1800  -14.8  967.4    0.6  118.0   91.4  444.0
2018 284 10 11 2100  -16.1  971.0    5.8  204.0   84.4  444.0
2018 285 10 12 0000  -17.1  974.5    8.4  242.0   87.9  444.0
2018 285 10 12 0300  -26.2  976.9   11.5  215.0   82.2  444.0
2018 285 10 12 0600  -27.4  977.7   10.7  200.0   83.5  444.0
2018 285 10 12 0900  -28.1  977.6    4.3  201.0   82.6  444.0
2018 285 10 12 1200  -26.6  976.4    1.6  156.0   83.9  444.0
2018 285 10 12 1500  -23.6  975.3    1.6  146.0   87.9  444.0
2018 285 10 12 1800  -23.6  974.9    2.1  143.0   86.6  444.0
2018 285 10 12 2100  -22.0  975.6    3.7  139.0   83.9  444.0
2018 286 10 13 0000  -19.9  977.0    4.1  139.0   80.8  444.0
2018 286 10 13 0300  -21.0  978.9    4.1  184.0   84.8  444.0
2018 286 10 13 0600  -20.6  979.7    4.5  169.0   88.3  444.0
2018 286 10 13 0900  -24.5  981.3    0.6  200.0   88.3  444.0
2018 286 10 13 1200  -26.9  982.7    3.3  218.0   84.8  444.0
2018 286 10 13 1500  -27.1  985.6    3.3  207.0   85.7  444.0
2018 286 10 13 1800  -26.8  987.8    6.8  201.0   86.1  444.0
2018 286 10 13 2100  -24.4  990.5    8.6  238.0   80.8  444.0
2018 287 10 14 0000  -22.0  992.3   11.7  235.0   80.0  444.0
2018 287 10 14 0300  -22.2  994.0   11.5  243.0   79.5  444.0
2018 287 10 14 0600  -23.2  995.1    9.2  246.0   83.0  444.0
2018 287 10 14 0900  -27.4  995.8    4.9  249.0   83.5  444.0
2018 287 10 14 1200  -30.0  995.4    4.3  218.0   81.3  444.0
2018 287 10 14 1500  -27.9  994.7    0.2  138.0   83.9  444.0
2018 287 10 14 1800  -23.9  993.5    2.1  122.0   88.3  444.0
2018 287 10 14 2100  -17.1  993.6    4.7    1.0   87.0  444.0
2018 288 10 15 0000  -16.0  994.5    3.5  340.0   68.5  444.0
2018 288 10 15 0300  -15.5  995.7    2.1  329.0   57.5  444.0
2018 288 10 15 0600  -21.0  996.9  444.0  444.0   76.9  444.0
2018 288 10 15 0900  -23.8  997.7  444.0  444.0   83.5  444.0
2018 288 10 15 1200  -28.0  998.8  444.0  444.0   84.4  444.0
2018 288 10 15 1500  -30.9  999.6    5.7  231.0   80.8  444.0
2018 288 10 15 1800  -27.4 1000.0    3.3  221.0   84.4  444.0
2018 288 10 15 2100  -26.9  998.1    8.0  190.0   61.9  444.0
2018 289 10 16 0000  -26.8  996.7    6.6  249.0   58.0  444.0
2018 289 10 16 0300  -25.6  995.2    6.0  262.0   61.9  444.0
2018 289 10 16 0600  -26.6  992.4    4.1  259.0   65.9  444.0
2018 289 10 16 0900  -27.0  988.4    4.1  238.0   74.2  444.0
2018 289 10 16 1200  -28.6  984.2    2.9  187.0   75.1  444.0
2018 289 10 16 1500  -28.1  979.8    2.5  149.0   83.0  444.0
2018 289 10 16 1800  -27.2  976.2    5.5  114.0   72.5  444.0
2018 289 10 16 2100  -25.8  972.9    3.7  119.0   62.4  444.0
2018 290 10 17 0000  -23.2  969.8    3.3  101.0   64.6  444.0
2018 290 10 17 0300  444.0  967.9    1.0   59.0   65.9  444.0
2018 290 10 17 0600  -23.4  967.3    5.5  183.0   79.1  444.0
2018 290 10 17 0900  -23.9  967.3    3.1  204.0   84.8  444.0
2018 290 10 17 1200  -30.8  967.5    2.1  197.0   80.4  444.0
2018 290 10 17 1500  -29.8  967.0    1.8  119.0   81.7  444.0
2018 290 10 17 1800  -31.4  967.1    2.5  253.0   81.7  444.0
2018 290 10 17 2100  -21.0  966.8    1.9  245.0   56.2  444.0
2018 291 10 18 0000  -19.5  965.7    3.3  349.0   54.0  444.0
2018 291 10 18 0300  -17.8  964.6    5.3  350.0   74.2  444.0
2018 291 10 18 0600  -19.1  964.4    4.9  354.0   80.4  444.0
2018 291 10 18 0900  -23.1  965.2    3.3  344.0   89.2  444.0
2018 291 10 18 1200  -24.6  966.2    3.5    3.0   88.3  444.0
2018 291 10 18 1500  -24.8  967.3    3.5  356.0   87.9  444.0
2018 291 10 18 1800  -20.8  968.4    3.5    1.0   90.5  444.0
2018 291 10 18 2100  -18.9  970.2    2.1  326.0   72.5  444.0
2018 292 10 19 0000  -16.6  971.4    3.7  350.0   73.8  444.0
2018 292 10 19 0300  -16.6  973.6    3.1  335.0   74.2  444.0
2018 292 10 19 0600  -17.1  976.1    3.1  323.0   83.5  444.0
2018 292 10 19 0900  -17.4  978.8    6.2  195.0   91.0  444.0
2018 292 10 19 1200  -19.2  980.7    3.1  294.0   91.0  444.0
2018 292 10 19 1500  -19.0  981.6    2.1  354.0   92.3  444.0
2018 292 10 19 1800  -17.1  981.7    5.7  329.0   92.3  444.0
2018 292 10 19 2100  -15.5  981.4    4.9  332.0   85.7  444.0
2018 293 10 20 0000  -14.5  981.1    5.8  336.0   81.7  444.0
2018 293 10 20 0300  -14.1  980.0    9.2  353.0   83.5  444.0
2018 293 10 20 0600  -14.4  979.8    8.4  356.0   87.9  444.0
2018 293 10 20 0900  -17.4  980.4    6.4    7.0   89.2  444.0
2018 293 10 20 1200  -18.6  980.3    5.7   13.0   91.8  444.0
2018 293 10 20 1500  -20.8  980.7    1.4   20.0   91.4  444.0
2018 293 10 20 1800  444.0  981.2    1.0  262.0   95.4  444.0
2018 293 10 20 2100  -22.9  981.7    3.9  283.0   54.0  444.0
2018 294 10 21 0000  -20.6  982.1    5.8  200.0   69.0  444.0
2018 294 10 21 0300  -22.2  982.6    8.0  225.0   60.6  444.0
2018 294 10 21 0600  -23.9  982.5    6.0  186.0   74.7  444.0
2018 294 10 21 0900  -29.5  982.2    4.3  205.0   82.6  444.0
2018 294 10 21 1200  -27.9  981.6    7.6  174.0   83.5  444.0
2018 294 10 21 1500  -29.0  980.7   11.5  179.0   82.2  444.0
2018 294 10 21 1800  -27.1  979.9   12.9  193.0   82.2  444.0
