Year: 2018  Month: 06  ID: EKN  ARGOS:  8923  Name: Evans Knoll         
Lat: 74.85S  Lon: 100.41W  Elev:  188m                  
2018 152  6  1 0000  -23.2  961.9    7.6  444.0   51.0  444.0
2018 152  6  1 0300  -21.8  963.0    6.0  444.0   44.6  444.0
2018 152  6  1 0600  -23.5  964.9    7.6  444.0   58.1  444.0
2018 152  6  1 0900  -26.0  964.8    6.8  444.0   61.0  444.0
2018 152  6  1 1200  -28.9  963.2    7.4  444.0   67.0  444.0
2018 152  6  1 1500  -24.0  962.4    1.8  444.0   48.0  444.0
2018 152  6  1 1800  -25.0  961.3    6.5  444.0   53.3  444.0
2018 152  6  1 2100  -21.9  959.5    7.3  444.0   64.6  444.0
2018 153  6  2 0000  -21.6  957.0    7.3  444.0   83.0  444.0
2018 153  6  2 0300  -16.0  953.1    7.0  444.0   88.0  444.0
2018 153  6  2 0600  -14.8  950.0    2.1  444.0   88.6  444.0
2018 153  6  2 0900  -13.2  948.1    3.8  444.0   90.0  444.0
2018 153  6  2 1200  -12.6  946.5    4.4  444.0   91.0  444.0
2018 153  6  2 1500  -11.1  943.7    3.9  444.0   91.0  444.0
2018 153  6  2 1800  -10.4  940.4    5.5  444.0   92.0  444.0
2018 153  6  2 2100  -10.1  938.7    2.7  444.0   91.0  444.0
2018 154  6  3 0000  -15.7  938.4    5.3  444.0   88.0  444.0
2018 154  6  3 0300  -20.3  941.4    7.2  444.0   84.0  444.0
2018 154  6  3 0600  -26.3  945.7    5.7  444.0   79.0  444.0
2018 154  6  3 0900  -26.3  951.2    7.2  444.0   79.1  444.0
2018 154  6  3 1200  -26.2  957.1    5.9  444.0   78.6  444.0
2018 154  6  3 1500  -26.9  961.8    6.2  444.0   78.0  444.0
2018 154  6  3 1800  -27.1  965.7    2.0  444.0   77.9  444.0
2018 154  6  3 2100  -26.8  968.4    1.3  444.0   78.0  444.0
2018 155  6  4 0000  -25.0  970.2    1.5  444.0   80.0  444.0
