Year: 2018  Month: 08  ID: SID  ARGOS: 30393  Name: Siple Dome          
Lat: 81.66S  Lon: 148.78W  Elev:  668m
2018 213  8  1 0000  -32.2  913.5  444.0  444.0   68.0  444.0
2018 213  8  1 0300  -35.6  913.0  444.0  444.0   67.0  444.0
2018 213  8  1 0600  -37.4  912.2  444.0  444.0   67.0  444.0
2018 213  8  1 0900  -38.5  911.7  444.0  444.0   66.0  444.0
2018 213  8  1 1200  -40.5  911.0  444.0  444.0   64.0  444.0
2018 213  8  1 1500  -38.5  910.5  444.0  444.0   65.4  444.0
2018 213  8  1 1800  -38.2  910.1  444.0  444.0   67.0  444.0
2018 213  8  1 2100  -38.4  909.8  444.0  444.0   65.6  444.0
2018 214  8  2 0000  -34.1  909.5  444.0  444.0   68.0  444.0
2018 214  8  2 0300  -31.9  909.7  444.0  444.0   70.0  444.0
2018 214  8  2 0600  -30.2  909.5  444.0  444.0   71.0  444.0
2018 214  8  2 0900  -31.4  909.7  444.0  444.0   70.0  444.0
2018 214  8  2 1200  -33.8  909.9  444.0  444.0   68.0  444.0
2018 214  8  2 1500  -36.2  910.2  444.0  444.0   67.0  444.0
2018 214  8  2 1800  -35.2  911.2  444.0  444.0   67.2  444.0
2018 214  8  2 2100  -36.0  912.4  444.0  444.0   67.0  444.0
2018 215  8  3 0000  -37.1  913.5  444.0  444.0   66.1  444.0
2018 215  8  3 0300  -37.2  914.6  444.0  444.0   67.0  444.0
2018 215  8  3 0600  -36.3  915.6  444.0  444.0   66.0  444.0
2018 215  8  3 0900  -33.7  915.9  444.0  444.0   68.0  444.0
2018 215  8  3 1200  -41.2  916.0  444.0  444.0   64.2  444.0
2018 215  8  3 1500  -42.5  915.5  444.0  444.0   64.0  444.0
2018 215  8  3 1800  -40.4  914.6  444.0  444.0   64.0  444.0
2018 215  8  3 2100  -43.0  913.9  444.0  444.0   63.2  444.0
2018 216  8  4 0000  -42.1  913.8  444.0  444.0   63.8  444.0
2018 216  8  4 0300  -41.3  913.3  444.0  444.0   64.0  444.0
2018 216  8  4 0600  -38.0  912.4  444.0  444.0   66.0  444.0
2018 216  8  4 0900  -40.1  911.5  444.0  444.0   65.0  444.0
2018 216  8  4 1200  -41.1  908.8  444.0  444.0   64.0  444.0
2018 216  8  4 1500  -40.5  906.5  444.0  444.0   64.1  444.0
2018 216  8  4 1800  -40.6  903.6  444.0  444.0   64.0  444.0
2018 216  8  4 2100  -40.8  900.9  444.0  444.0   63.9  444.0
2018 217  8  5 0000  -40.5  898.4  444.0  444.0   65.0  444.0
2018 217  8  5 0300  -39.2  895.7  444.0  444.0   65.3  444.0
2018 217  8  5 0600  -37.5  893.4  444.0  444.0   66.0  444.0
2018 217  8  5 0900  -34.7  891.6  444.0  444.0   67.9  444.0
2018 217  8  5 1200  -32.5  890.5  444.0  444.0   69.0  444.0
2018 217  8  5 1500  -34.1  889.6  444.0  444.0   68.0  444.0
2018 217  8  5 1800  -35.0  888.8  444.0  444.0   67.4  444.0
2018 217  8  5 2100  -32.3  888.2  444.0  444.0   70.2  444.0
2018 218  8  6 0000  -34.1  888.2  444.0  444.0   68.0  444.0
2018 218  8  6 0300  -40.1  889.3  444.0  444.0   64.0  444.0
2018 218  8  6 0600  -47.5  890.2  444.0  444.0   61.5  444.0
2018 218  8  6 0900  -42.8  892.5  444.0  444.0   63.0  444.0
2018 218  8  6 1200  -40.3  894.4  444.0  444.0   64.8  444.0
2018 218  8  6 1500  -38.7  895.1  444.0  444.0   65.0  444.0
2018 218  8  6 1800  -32.6  894.9  444.0  444.0   67.0  444.0
2018 218  8  6 2100  -30.4  892.8  444.0  444.0   69.0  444.0
2018 219  8  7 0000  -34.0  890.3  444.0  444.0   67.2  444.0
2018 219  8  7 0300  -35.9  887.6  444.0  444.0   67.0  444.0
2018 219  8  7 0600  -32.5  887.4  444.0  444.0   69.0  444.0
2018 219  8  7 0900  -32.6  887.8  444.0  444.0   69.0  444.0
2018 219  8  7 1200  -28.7  888.0  444.0  444.0   71.0  444.0
2018 219  8  7 1500  -33.1  888.5  444.0  444.0   69.0  444.0
2018 219  8  7 1800  -39.9  892.6  444.0  444.0   65.0  444.0
2018 219  8  7 2100  -38.3  898.0  444.0  444.0   66.0  444.0
2018 220  8  8 0000  -33.5  902.8  444.0  444.0   69.0  444.0
2018 220  8  8 0300  -33.4  906.2  444.0  444.0   69.0  444.0
2018 220  8  8 0600  -31.9  908.9  444.0  444.0   69.6  444.0
2018 220  8  8 0900  -30.2  911.0  444.0  444.0   70.0  444.0
2018 220  8  8 1200  -25.8  912.0  444.0  444.0   73.0  444.0
2018 220  8  8 1500  -26.7  912.6  444.0  444.0   73.0  444.0
2018 220  8  8 1800  -24.4  913.1  444.0  444.0   75.0  444.0
2018 220  8  8 2100  -23.3  913.7  444.0  444.0   76.0  444.0
2018 221  8  9 0000  -21.9  913.5  444.0  444.0   77.0  444.0
2018 221  8  9 0300  -21.6  913.7  444.0  444.0   77.0  444.0
2018 221  8  9 0600  -21.8  913.5  444.0  444.0   78.0  444.0
2018 221  8  9 0900  -24.2  913.4  444.0  444.0   75.8  444.0
2018 221  8  9 1200  -25.0  913.6  444.0  444.0   75.0  444.0
2018 221  8  9 1500  -30.5  912.8  444.0  444.0   70.9  444.0
2018 221  8  9 1800  -26.9  911.5  444.0  444.0   74.0  444.0
2018 221  8  9 2100  -24.3  910.2  444.0  444.0   75.8  444.0
2018 222  8 10 0000  -19.4  908.7  444.0  444.0   80.0  444.0
2018 222  8 10 0300  -18.9  906.2  444.0  444.0   80.5  444.0
2018 222  8 10 0600  -18.9  904.9  444.0  444.0   81.0  444.0
2018 222  8 10 0900  -18.2  903.7  444.0  444.0   80.0  444.0
2018 222  8 10 1200  -12.0  903.0    6.8  114.0   82.3  444.0
2018 222  8 10 1500  -20.1  902.9    7.2   94.0   73.0  444.0
2018 222  8 10 1800  -12.6  902.8    5.5   78.0   76.6  444.0
2018 222  8 10 2100  -16.3  903.8    6.8   73.0   80.0  444.0
2018 223  8 11 0000  -10.1  904.6    4.1  100.0   64.9  444.0
2018 223  8 11 0300  -11.8  904.7    4.0  215.0   72.0  444.0
2018 223  8 11 0600  -16.5  904.2    6.3  151.0   55.0  444.0
2018 223  8 11 0900  -19.7  903.5    9.0  177.0   56.0  444.0
2018 223  8 11 1200  -15.6  903.0    8.2  109.0   52.0  444.0
2018 223  8 11 1500  -16.5  902.1    7.4  110.0   39.0  444.0
2018 223  8 11 1800  -18.5  901.2    7.0  102.0   42.0  444.0
2018 223  8 11 2100  -20.4  900.0    4.9   72.0   62.0  444.0
2018 224  8 12 0000  -18.9  899.3    3.3  180.0   48.5  444.0
2018 224  8 12 0300  -26.5  897.4    6.3   73.0   76.0  444.0
2018 224  8 12 0600  -30.6  895.9    4.3   66.0   71.0  444.0
2018 224  8 12 0900  -37.9  894.2    2.4   66.0   66.0  444.0
2018 224  8 12 1200  -37.7  893.2    2.2   70.0   66.0  444.0
2018 224  8 12 1500  -36.4  891.5    1.9   50.0   66.0  444.0
2018 224  8 12 1800  -35.8  890.4    1.0   24.0   66.0  444.0
2018 224  8 12 2100  -31.0  888.9    0.8  181.0   70.0  444.0
2018 225  8 13 0000  -31.4  888.4    0.4  180.0   70.0  444.0
2018 225  8 13 0300  -28.7  887.9    0.4  143.0   71.1  444.0
2018 225  8 13 0600  -26.1  887.4    2.4  108.0   72.0  444.0
2018 225  8 13 0900  -26.4  887.1    2.6  119.0   73.0  444.0
2018 225  8 13 1200  -27.6  886.7    5.7  118.0   68.0  444.0
2018 225  8 13 1500  -33.7  888.5    7.3   73.0   70.0  444.0
2018 225  8 13 1800  -34.9  891.0    8.3   77.0   68.0  444.0
2018 225  8 13 2100  -30.2  893.5    7.0   85.0   70.0  444.0
2018 226  8 14 0000  -29.9  895.0    6.6   95.0   71.0  444.0
2018 226  8 14 0300  -29.2  897.0    6.4   72.0   71.2  444.0
2018 226  8 14 0600  -28.7  899.4    6.7   61.0   70.0  444.0
2018 226  8 14 0900  -32.2  902.0    6.8   69.0   69.4  444.0
2018 226  8 14 1200  -33.3  905.0    4.1   65.0   69.0  444.0
2018 226  8 14 1500  -27.1  907.6    1.5   52.0   71.0  444.0
2018 226  8 14 1800  -20.2  909.2    0.7  127.0   79.0  444.0
2018 226  8 14 2100  -26.9  909.9    1.2  170.0   73.0  444.0
2018 227  8 15 0000  -27.4  910.5    6.1   98.0   73.3  444.0
2018 227  8 15 0300  -23.8  911.6    4.3   72.0   75.0  444.0
2018 227  8 15 0600  -23.4  912.1    4.8   67.0   74.0  444.0
2018 227  8 15 0900  -24.6  913.1    2.9   91.0   74.0  444.0
2018 227  8 15 1200  -24.2  913.4    1.7   81.0   75.2  444.0
2018 227  8 15 1500  -23.7  913.3    0.4  139.0   76.0  444.0
2018 227  8 15 1800  -23.4  912.7    1.6  203.0   76.0  444.0
