Year: 2018  Month: 03  ID: THI  ARGOS:  8930  Name: Thurston Island     
Lat: 72.94S  Lon:  97.55W  Elev:  145m
2018  60  3  1 0000  -10.2  956.8  444.0  444.0   93.0  444.0
2018  60  3  1 0300  -10.3  956.1  444.0  444.0   94.0  444.0
2018  60  3  1 0600   -9.2  955.0  444.0  444.0   95.4  444.0
2018  60  3  1 0900  -11.6  953.9  444.0  444.0   93.0  444.0
2018  60  3  1 1200  -11.0  953.0  444.0  444.0   91.1  444.0
2018  60  3  1 1500   -9.6  952.2  444.0  444.0   86.0  444.0
2018  60  3  1 1800   -5.5  951.0  444.0  444.0   59.0  444.0
2018  60  3  1 2100   -4.4  950.2  444.0  444.0   48.0  444.0
2018  61  3  2 0000   -4.8  949.8  444.0  444.0   47.0  444.0
2018  61  3  2 0300   -3.7  949.1  444.0  444.0   40.0  444.0
2018  61  3  2 0600   -4.1  948.8  444.0  444.0   37.0  444.0
2018  61  3  2 0900  -10.3  948.6  444.0  444.0   59.5  444.0
2018  61  3  2 1200   -9.9  948.2  444.0  444.0   56.0  444.0
2018  61  3  2 1500   -7.7  948.3  444.0  444.0   44.0  444.0
2018  61  3  2 1800   -5.6  948.0  444.0  444.0   45.0  444.0
2018  61  3  2 2100   -8.5  948.3  444.0  444.0   54.0  444.0
2018  62  3  3 0000  -10.1  948.7  444.0  444.0   62.0  444.0
2018  62  3  3 0300   -8.7  949.1  444.0  444.0   61.0  444.0
2018  62  3  3 0600   -7.9  950.2  444.0  444.0   88.0  444.0
2018  62  3  3 0900  -11.3  951.5  444.0  444.0   94.0  444.0
2018  62  3  3 1200  -13.3  952.4  444.0  444.0   90.2  444.0
2018  62  3  3 1500  -12.5  953.2  444.0  444.0   90.0  444.0
2018  62  3  3 1800  -11.8  953.8  444.0  444.0   88.9  444.0
2018  62  3  3 2100   -9.1  954.5  444.0  444.0   90.0  444.0
2018  63  3  4 0000   -9.9  955.9  444.0  444.0   94.0  444.0
2018  63  3  4 0300   -7.7  956.6  444.0  444.0   89.0  444.0
2018  63  3  4 0600  -10.6  957.5  444.0  444.0   94.0  444.0
2018  63  3  4 0900  -10.4  957.6  444.0  444.0   94.0  444.0
2018  63  3  4 1200  -11.7  958.6  444.0  444.0   93.0  444.0
2018  63  3  4 1500  -12.4  959.6  444.0  444.0   90.0  444.0
2018  63  3  4 1800  -12.2  960.0  444.0  444.0   78.0  444.0
2018  63  3  4 2100  -10.6  960.5  444.0  444.0   75.0  444.0
2018  64  3  5 0000  -12.5  960.9  444.0  444.0   80.2  444.0
2018  64  3  5 0300  -11.7  961.3  444.0  444.0   81.4  444.0
2018  64  3  5 0600  -12.1  961.6  444.0  444.0   86.0  444.0
2018  64  3  5 0900  -13.4  961.2  444.0  444.0   73.0  444.0
2018  64  3  5 1200  -11.7  960.7  444.0  444.0   70.0  444.0
2018  64  3  5 1500  -11.7  960.4  444.0  444.0   41.3  444.0
2018  64  3  5 1800  -12.3  959.9  444.0  444.0   48.0  444.0
2018  64  3  5 2100  -12.7  959.1  444.0  444.0   54.0  444.0
2018  65  3  6 0000   -9.7  958.1  444.0  444.0   40.0  444.0
2018  65  3  6 0300   -9.4  957.2  444.0  444.0   36.2  444.0
2018  65  3  6 0600  -10.5  956.5  444.0  444.0   39.0  444.0
2018  65  3  6 0900  -10.2  955.2  444.0  444.0   37.0  444.0
2018  65  3  6 1200  -11.3  954.4  444.0  444.0   41.0  444.0
2018  65  3  6 1500   -8.8  953.8  444.0  444.0   36.0  444.0
2018  65  3  6 1800  -10.7  953.4  444.0  444.0   57.0  444.0
2018  65  3  6 2100  -10.4  953.3  444.0  444.0   60.9  444.0
2018  66  3  7 0000   -9.2  953.3  444.0  444.0   55.0  444.0
2018  66  3  7 0300   -9.2  953.5  444.0  444.0   51.0  444.0
2018  66  3  7 0600  -10.2  953.7  444.0  444.0   53.6  444.0
2018  66  3  7 0900  -10.3  954.1  444.0  444.0   52.0  444.0
2018  66  3  7 1200  -16.2  954.5  444.0  444.0   81.0  444.0
2018  66  3  7 1500  -15.0  954.9  444.0  444.0   65.0  444.0
2018  66  3  7 1800  -17.2  955.4  444.0  444.0   84.0  444.0
2018  66  3  7 2100  -17.7  954.8  444.0  444.0   83.0  444.0
2018  67  3  8 0000  -12.1  953.2  444.0  444.0   87.0  444.0
2018  67  3  8 0300  -11.4  947.0  444.0  444.0   88.0  444.0
2018  67  3  8 0600  -11.3  944.6  444.0  444.0   86.0  444.0
2018  67  3  8 0900   -8.1  943.8  444.0  444.0   95.7  444.0
2018  67  3  8 1200   -5.4  941.1  444.0  444.0   93.0  444.0
2018  67  3  8 1500   -5.4  940.5  444.0  444.0   95.0  444.0
2018  67  3  8 1800   -6.4  940.1  444.0  444.0   96.0  444.0
