Year: 2018  Month: 07  ID: WDB  ARGOS: 99506  Name: Windless Bight      
Lat: 77.72S  Lon: 167.70E  Elev:   40m
2018 182  7  1 0000  -23.3  993.1    4.2  248.3   77.7    0.3
2018 182  7  1 0300  -24.8  991.7    1.1  323.9   75.7    0.8
2018 182  7  1 0600  -25.7  991.1    6.2  196.3   68.6    3.3
2018 182  7  1 0900  -25.3  990.6    2.8   30.5   72.6    2.5
2018 182  7  1 1200  -25.4  990.1    1.2  211.3   74.1    4.2
2018 182  7  1 1500  -26.8  989.8    3.6  260.8   81.1    3.5
2018 182  7  1 1800  -30.7  990.9    2.6  104.2   74.7    2.0
2018 182  7  1 2100  -29.4  991.4    2.8   38.0   76.5    3.0
2018 183  7  2 0000  -33.2  992.7    3.3   60.5   70.0    1.7
2018 183  7  2 0300  -29.1  993.6    3.3   45.0   59.5    1.7
2018 183  7  2 0600  -29.0  994.0    0.5  337.2   64.8    1.3
2018 183  7  2 0900  -32.8  994.5    0.8  124.0   71.0    0.0
2018 183  7  2 1200  -29.1  995.1    1.8  349.4   68.7    1.4
2018 183  7  2 1500  -29.5  995.1    1.2   32.6   79.0    3.0
2018 183  7  2 1800  -27.3  994.5    0.8  149.6   81.4    2.1
2018 183  7  2 2100  -26.2  993.0    1.4   27.0   80.8    0.8
2018 184  7  3 0000  -29.9  991.7    0.8  217.0   77.2    0.9
2018 184  7  3 0300  -28.5  990.6    1.9   66.4   77.5    2.3
2018 184  7  3 0600  -33.7  991.3    2.5  178.6   72.8    3.2
2018 184  7  3 0900  -31.7  993.2    0.6  337.4   75.1    0.9
2018 184  7  3 1200  -33.6  995.5    0.4  182.1   73.7    2.1
2018 184  7  3 1500  -33.1  998.3    0.9   74.1   73.4    1.8
2018 184  7  3 1800  -29.8  999.6    0.7   34.0   76.3    0.7
2018 184  7  3 2100  -29.4 1002.4    1.1  100.7   76.6    0.0
2018 185  7  4 0000  -26.9 1003.7    4.2   44.8   78.8    0.0
2018 185  7  4 0300  -26.0 1003.5    4.8   90.4   79.7    0.0
2018 185  7  4 0600  -24.6 1003.4    4.9   79.3   81.3    0.0
2018 185  7  4 0900  -24.4 1003.3    4.7  113.3   81.1    0.0
2018 185  7  4 1200  -21.2 1002.3    6.3   76.1   83.6    0.2
2018 185  7  4 1500  -23.1 1001.7    5.6   98.0   80.8    0.0
2018 185  7  4 1800  -21.2 1000.8    4.7   84.9   79.6    0.1
2018 185  7  4 2100  -21.1 1000.6    6.3  102.8   74.4    0.1
2018 186  7  5 0000  -21.5 1000.6    6.9  100.2   79.1    0.0
2018 186  7  5 0300  -21.3  999.1    5.6  134.2   82.6   -0.0
2018 186  7  5 0600  -20.5  997.7    5.5   70.7   81.6    0.1
2018 186  7  5 0900  -22.0  996.4    8.7  112.0   81.4   -0.0
2018 186  7  5 1200  -25.0  996.0    3.3   90.4   77.7   -0.1
2018 186  7  5 1500  -24.5  995.3    2.2   53.2   79.0    0.1
2018 186  7  5 1800  -25.3  993.8    2.4  352.0   82.8    3.0
2018 186  7  5 2100  -28.5  992.9    1.9   87.6   78.7    3.1
2018 187  7  6 0000  -27.2  993.2    1.3   58.1   79.3    1.4
2018 187  7  6 0300  -27.0  992.2    1.7   26.2   81.6    4.1
2018 187  7  6 0600  -30.4  991.6    1.1   56.7   76.5    5.4
2018 187  7  6 0900  -28.1  990.6    1.4   27.5   75.6    7.9
2018 187  7  6 1200  -28.0  989.6    0.8   60.2   77.5    6.7
2018 187  7  6 1500  -25.8  988.6    0.6  359.0   80.5    3.9
2018 187  7  6 1800  -27.8  986.6    0.0    0.0   78.8    2.7
2018 187  7  6 2100  -30.6  985.9    0.0   58.0   77.4    4.4
2018 188  7  7 0000  -34.2  987.1    2.4  337.3   73.0   -0.1
2018 188  7  7 0300  -32.5  986.1    0.7  153.4   74.2    0.2
2018 188  7  7 0600  -32.7  989.0    2.2  132.8   74.0   -0.1
2018 188  7  7 0900  -33.7  989.4    2.2  104.8   73.3   -0.1
2018 188  7  7 1200  -35.5  989.9    1.5   82.4   71.6    0.6
2018 188  7  7 1500  -37.6  989.8    1.6  100.4   70.3    1.6
2018 188  7  7 1800  -34.8  991.2    1.9   82.0   72.2    0.4
2018 188  7  7 2100  -34.6  992.2    2.4   37.6   72.2    0.5
2018 189  7  8 0000  -34.9  993.2    3.9   78.5   72.0    0.3
2018 189  7  8 0300  -36.3  994.0    2.6   79.3   71.1    1.8
2018 189  7  8 0600  -36.4  994.0    1.6   55.7   71.0    3.5
2018 189  7  8 0900  -35.9  994.7    3.1   44.4   71.6    1.9
2018 189  7  8 1200  -37.5  994.3    3.7   92.6   70.0    1.9
2018 189  7  8 1500  -38.6  993.5    1.0   92.9   69.2    0.8
2018 189  7  8 1800  -42.4  992.0    1.6   59.0   67.1    1.1
2018 189  7  8 2100  -43.1  990.8    1.1  325.9   66.4    3.0
2018 190  7  9 0000  -41.7  990.1    1.6  286.3   67.6    3.5
2018 190  7  9 0300  -45.4  988.5    0.1  129.2   65.4    4.3
2018 190  7  9 0600  -44.4  987.1    0.2  143.4   65.6    4.1
2018 190  7  9 0900  -46.0  986.7    1.3    9.1   65.1    2.0
2018 190  7  9 1200  -41.9  986.0    0.4    8.9   67.4    5.2
2018 190  7  9 1500  -41.1  985.8    0.5  356.5   67.5    7.3
2018 190  7  9 1800  -38.0  986.0    2.0  314.7   69.7    3.4
2018 190  7  9 2100  -42.2  986.0    1.7   12.8   67.4    4.0
2018 191  7 10 0000  -42.7  986.1    0.4  131.6   66.5    5.6
2018 191  7 10 0300  -38.9  985.6    1.7   67.5   69.2    3.8
2018 191  7 10 0600  -37.2  984.7    3.1   57.6   70.4    3.1
2018 191  7 10 0900  -43.7  984.3    2.5  230.1   66.1    1.7
2018 191  7 10 1200  -41.8  983.7    2.5  349.3   67.3    7.1
2018 191  7 10 1500  -41.5  982.7    3.4   17.7   68.6    6.1
2018 191  7 10 1800  -42.8  982.5    4.5  331.2   66.5    3.2
2018 191  7 10 2100  -33.3  984.9    4.7   83.4   72.6    1.8
2018 192  7 11 0000  -36.9  982.1    7.9   89.6   68.9    0.6
2018 192  7 11 0300  -37.6  980.9    8.9  104.5   69.0    0.4
2018 192  7 11 0600  -32.0  979.1    8.1   78.2   65.6    1.1
2018 192  7 11 0900  -36.3  976.9    6.7   80.5   50.9    1.7
2018 192  7 11 1200  -39.6  974.5    4.9   83.5   50.7    2.2
2018 192  7 11 1500  -41.8  971.7    1.9  147.4   52.6    2.3
2018 192  7 11 1800  -39.3  969.3    0.1   65.5   56.0    3.8
2018 192  7 11 2100  -46.1  966.9    3.2   29.0   65.0    2.1
2018 193  7 12 0000  -39.5  964.0    2.5    3.0   48.7    7.1
2018 193  7 12 0300  -43.3  962.0    1.5  252.3   67.3    5.5
2018 193  7 12 0600  -41.1  961.2    2.5    5.3   68.6    4.8
2018 193  7 12 0900  -37.8  960.8    1.4   86.2   70.4   10.3
2018 193  7 12 1200  -40.0  961.7    1.4   23.5   68.8    1.7
2018 193  7 12 1500  -38.3  962.5    1.7  335.7   68.5    7.7
2018 193  7 12 1800  -45.8  963.8    1.3   90.8   64.6    2.2
2018 193  7 12 2100  -43.3  964.8    0.5   43.2   66.2    2.1
2018 194  7 13 0000  -43.5  966.1    0.6  100.0   66.1    5.5
2018 194  7 13 0300  -48.2  967.2    1.2   67.0   63.4    2.4
2018 194  7 13 0600  -47.4  970.6    0.3    7.2   64.2    1.7
2018 194  7 13 0900  -46.9  972.1    1.1   48.9   63.9    6.0
2018 194  7 13 1200  -40.2  973.2    1.3  252.1   67.6    0.7
2018 194  7 13 1500  -39.4  976.0    1.5  317.9   68.9    8.7
2018 194  7 13 1800  -39.2  976.2    0.6  224.3   67.7    6.1
2018 194  7 13 2100  -35.2  976.6    1.6  319.6   71.2    5.7
2018 195  7 14 0000  -36.8  975.3    0.7  282.4   69.7    3.0
2018 195  7 14 0300  -39.4  975.4    0.7   69.2   68.2    6.8
2018 195  7 14 0600  -41.9  974.4    0.8   44.4   66.9    2.7
2018 195  7 14 0900  -35.1  975.0    0.8  224.8   72.1    2.9
2018 195  7 14 1200  -37.8  975.5    0.8   46.6   69.1    6.9
2018 195  7 14 1500  -34.1  977.2    0.5  351.9   73.0    4.7
2018 195  7 14 1800  -39.1  979.8    0.6    8.4   73.5    8.3
2018 195  7 14 2100  -38.3  982.6    2.6  135.9   70.4    2.8
2018 196  7 15 0000  -33.8  982.5    2.6   45.8   73.4    6.3
2018 196  7 15 0300  -19.5  982.9    3.7  344.2   73.3    0.8
2018 196  7 15 0600  -16.6  983.4    3.4  353.4   60.4    1.4
2018 196  7 15 0900  -15.4  982.2    1.1   26.5   49.5    1.1
2018 196  7 15 1200  -16.9  983.7    4.7  186.0   62.9    0.3
2018 196  7 15 1500  -19.6  985.3    3.3   22.9   80.9    0.1
2018 196  7 15 1800  -20.4  984.8    2.1  325.4   83.2    1.0
2018 196  7 15 2100  -23.5  983.9    3.4   23.9   78.7    1.1
2018 197  7 16 0000  -19.4  983.4    2.2  312.7   63.3    4.0
2018 197  7 16 0300  -22.9  983.5    1.5  197.3   80.5    0.8
2018 197  7 16 0600  -30.3  982.3    1.4   79.8   76.3    4.0
2018 197  7 16 0900  -28.0  981.7    0.3  205.4   78.8    2.9
2018 197  7 16 1200  -32.5  982.0    0.9  195.4   74.4    3.5
2018 197  7 16 1500  -37.7  983.2    0.6  257.5   70.4    0.6
2018 197  7 16 1800  -34.0  981.7    1.4   34.0   74.3    4.9
2018 197  7 16 2100  -34.6  981.9    0.9   42.9   72.9    3.9
2018 198  7 17 0000  -34.9  982.2    0.2  344.6   72.6    2.9
2018 198  7 17 0300  -36.0  982.1    0.5   49.0   71.9    6.5
2018 198  7 17 0600  -34.2  981.1    0.1   67.3   72.5    6.0
2018 198  7 17 0900  -32.0  981.1    0.5  182.9   75.2    9.3
2018 198  7 17 1200  -37.6  980.6    0.0    0.0   70.0    2.2
2018 198  7 17 1500  -38.0  982.9    0.7  164.7   69.8    5.8
2018 198  7 17 1800  -34.8  982.5    0.5  178.1   72.3    4.7
2018 198  7 17 2100  -33.0  983.2    0.0    0.0   73.8    5.2
2018 199  7 18 0000  -33.9  983.4    0.1   79.4   72.9    4.2
2018 199  7 18 0300  -35.9  982.7    0.5   43.1   70.8    2.9
2018 199  7 18 0600  -22.9  982.1    0.0    0.0   84.5    4.3
2018 199  7 18 0900  -25.7  983.6    0.7   43.9   81.8    5.2
2018 199  7 18 1200  -25.4  981.9    0.6   49.8   80.8    4.6
2018 199  7 18 1500  -25.3  980.7    0.6  270.6   80.9    5.0
2018 199  7 18 1800  -27.4  976.9    0.5  282.7   79.3    3.7
2018 199  7 18 2100  -27.8  974.0    0.0  270.6   78.8    1.4
2018 200  7 19 0000  -33.7  970.4    0.0    0.0   72.9    3.7
2018 200  7 19 0300  -33.2  968.1    0.0    0.0   73.8    6.0
2018 200  7 19 0600  -33.3  964.8    0.0   35.5   73.1    7.7
2018 200  7 19 0900  -34.6  962.3    0.0    0.0   72.6    7.9
2018 200  7 19 1200  -39.1  963.5    0.2  173.8   69.7    3.1
2018 200  7 19 1500  -36.9  964.3    0.0    0.0   70.6    2.2
2018 200  7 19 1800  -35.4  965.5    0.0    0.0   71.7    2.4
2018 200  7 19 2100  -37.9  968.2    0.0    0.0   69.8    4.2
2018 201  7 20 0000  -29.8  970.2    0.0    0.0   76.3    4.2
2018 201  7 20 0300  -18.1  971.8    2.9  212.0   83.0    0.6
2018 201  7 20 0600  -16.6  973.5    4.1  178.6   66.0    0.9
2018 201  7 20 0900  -19.3  976.6    2.6   94.0   75.6    0.1
2018 201  7 20 1200  -20.3  978.0    2.5  357.3   63.6    0.3
2018 201  7 20 1500  -19.0  977.6    3.2   82.7   56.9    0.2
2018 201  7 20 1800  -20.6  977.3    4.6  104.9   81.6    0.1
2018 201  7 20 2100  -16.6  977.0    2.2   26.3   55.3    0.2
2018 202  7 21 0000  -16.7  975.9    2.0   72.6   44.2    1.1
2018 202  7 21 0300  -17.8  974.8    3.2  304.7   44.2    3.3
2018 202  7 21 0600  -16.6  972.7    1.3  306.8   41.9    0.8
2018 202  7 21 0900  -16.4  974.2    5.0  278.2   43.4    0.7
2018 202  7 21 1200  -18.5  975.2    3.4   23.8   75.4    0.3
2018 202  7 21 1500  -16.6  974.8    3.1   39.9   77.3    0.1
2018 202  7 21 1800  -16.4  973.9    2.4  121.1   47.2    0.3
2018 202  7 21 2100  -15.0  973.2    0.6  115.2   36.6    0.1
2018 203  7 22 0000  -13.7  971.7    7.0    8.7   77.3    0.3
2018 203  7 22 0300  -19.6  971.8    5.3  118.7   82.3    0.0
2018 203  7 22 0600  -10.8  970.9    1.8  159.0   30.5    0.4
2018 203  7 22 0900  -13.6  969.4    2.2  110.2   34.1    2.7
2018 203  7 22 1200  -14.7  968.3    4.8   28.7   38.3    3.9
2018 203  7 22 1500  -24.2  968.0    6.0   99.7   61.8    1.2
2018 203  7 22 1800  -23.7  968.8    3.0   60.4   62.0    0.7
2018 203  7 22 2100  -19.0  971.1    3.5   63.0   45.9    4.2
2018 204  7 23 0000  -16.3  977.3    2.7  173.2   37.0    0.2
2018 204  7 23 0300  -15.8  980.1    2.4  306.4   36.9    0.1
2018 204  7 23 0600  -16.7  984.3    3.8   54.5   47.0    0.2
2018 204  7 23 0900  -17.2  985.7    5.3   66.2   60.5    0.2
2018 204  7 23 1200  -18.3  987.0    6.0   33.8   65.2    0.4
2018 204  7 23 1500  -15.4  986.5    0.2   16.8   50.4    0.5
2018 204  7 23 1800  -22.0  987.6    3.5   13.2   69.6    1.6
2018 204  7 23 2100  -26.7  988.6    3.0   50.7   61.2    2.1
2018 205  7 24 0000  -24.9  986.3    2.4   42.1   59.7    2.8
2018 205  7 24 0300  -28.5  985.0    4.4  130.7   54.0    2.3
2018 205  7 24 0600  -28.4  982.5    2.5   30.1   58.8    2.7
2018 205  7 24 0900  -30.0  980.4    0.3   57.4   77.4    5.1
2018 205  7 24 1200  -22.1  979.5    2.4  343.6   84.4    3.0
2018 205  7 24 1500  -28.5  981.1    3.6   11.1   78.2    3.5
2018 205  7 24 1800  -24.9  986.5    9.4  244.8   78.2    0.9
2018 205  7 24 2100  -24.7  991.5    2.7  124.1   75.7    0.3
2018 206  7 25 0000  -23.4  991.5    8.1    7.8   61.5    0.4
2018 206  7 25 0300  -17.1  987.8    6.3  342.3   39.1    0.7
2018 206  7 25 0600  -14.9  986.8    2.2  301.9   29.2    0.6
2018 206  7 25 0900  -23.5  986.0    6.4  119.6   59.1    1.8
2018 206  7 25 1200  -24.7  982.7    3.6   78.5   57.0    2.8
2018 206  7 25 1500  -27.9  981.1    3.6  296.2   60.8    4.1
2018 206  7 25 1800  -27.9  980.9    3.2   23.8   62.9    5.0
2018 206  7 25 2100  -30.7  981.1    3.7   40.2   71.7    6.3
2018 207  7 26 0000  -30.1  982.2    5.5  340.5   79.3    3.4
2018 207  7 26 0300  -29.2  983.4    4.0   71.6   59.9    1.4
2018 207  7 26 0600  -20.2  988.4    5.9  266.4   51.3    0.6
2018 207  7 26 0900  -17.4  986.1    6.8  278.4   46.2    1.4
2018 207  7 26 1200  -15.3  986.3    5.5  351.4   36.3    1.8
2018 207  7 26 1500  -18.2  992.7    1.3  178.3   60.6    0.1
2018 207  7 26 1800  -20.0  993.5    3.6   76.2   57.8    1.4
2018 207  7 26 2100  -20.6  992.1    6.2   42.3   52.7    1.4
2018 208  7 27 0000  -19.5  991.8    6.0  109.1   45.3    1.0
2018 208  7 27 0300  -21.8  990.4    6.8  113.3   53.0    1.2
2018 208  7 27 0600  -23.2  989.4    3.1   33.0   57.4    2.0
2018 208  7 27 0900  -19.8  988.3    6.8   36.7   45.5    4.7
2018 208  7 27 1200  -17.3  987.3    1.4  209.3   33.6    2.6
2018 208  7 27 1500  -25.5  985.6    2.3   29.7   52.2    4.8
2018 208  7 27 1800  -24.0  982.4    2.1  203.8   68.8    5.1
2018 208  7 27 2100  -25.6  983.5    2.7  344.0   77.5    4.2
2018 209  7 28 0000  -24.2  983.7    2.2   22.9   72.4    1.9
2018 209  7 28 0300  -29.1  983.0    4.8  248.0   82.8    6.7
2018 209  7 28 0600  -24.7  983.4    4.3  356.4   81.3    5.5
2018 209  7 28 0900  -25.7  984.5    1.2   21.8   80.2    2.3
2018 209  7 28 1200  -29.0  986.3    0.6   38.8   77.4    7.0
2018 209  7 28 1500  -32.1  989.8    1.7  103.0   74.1    1.4
2018 209  7 28 1800  -29.4  992.2    1.8   63.0   75.9    3.8
2018 209  7 28 2100  -23.4  994.2    1.5   64.3   82.6    3.0
2018 210  7 29 0000  -28.7  995.2    2.1  286.2   78.0    6.5
2018 210  7 29 0300  -31.0  996.9    0.9   84.4   75.0    5.4
2018 210  7 29 0600  -36.4  999.3    3.2   41.8   70.9    0.8
2018 210  7 29 0900  -36.9 1001.1    2.3  153.7   70.4    2.6
2018 210  7 29 1200  -37.3 1001.7    1.2  162.1   69.9    0.7
2018 210  7 29 1500  -30.8 1000.9    4.2   26.4   76.4    5.6
2018 210  7 29 1800  -26.9  999.9    2.9   46.0   76.1    5.1
2018 210  7 29 2100  -30.6  999.9    1.8   60.2   51.5    0.8
2018 211  7 30 0000  -31.6  999.8    2.5  273.1   59.8    4.9
2018 211  7 30 0300  -28.5  999.9    1.6   63.3   76.4    7.9
2018 211  7 30 0600  -28.8  999.9    0.6  271.0   79.2    2.7
2018 211  7 30 0900  -31.0  999.9    0.8   49.8   74.0    4.7
2018 211  7 30 1200  -33.4  999.9    1.1    9.6   73.4    7.0
2018 211  7 30 1500  -31.4  999.9    0.9   26.5   75.1    4.0
2018 211  7 30 1800  -33.0 1000.9    0.9   47.1   73.5    0.8
2018 211  7 30 2100  -35.3 1002.4    1.3  351.3   72.0    5.2
2018 212  7 31 0000  -34.0 1003.1    0.5   75.6   72.8    5.6
2018 212  7 31 0300  -38.9 1004.7    1.9   30.2   68.9    0.7
2018 212  7 31 0600  -38.7 1006.0    3.1   48.9   69.7    4.8
2018 212  7 31 0900  -31.5 1007.3    2.5  111.2   74.2    9.0
2018 212  7 31 1200  -36.6 1007.8    1.9   74.2   70.4    0.9
2018 212  7 31 1500  -37.3 1007.7    0.8   42.0   70.1    3.4
2018 212  7 31 1800  -31.2 1007.5    1.0    0.4   74.7    4.7
2018 212  7 31 2100  -32.0 1007.2    0.7   38.3   73.8    2.9
