Year: 2018  Month: 06  ID: SID  ARGOS: 30393  Name: Siple Dome          
Lat: 81.67S  Lon: 148.78W  Elev:  668m
2018 152  6  1 0000  -25.6  907.2  444.0  444.0   74.0  444.0
2018 152  6  1 0300  -28.0  907.1  444.0  444.0   69.8  444.0
2018 152  6  1 0600  -29.3  906.9  444.0  444.0   72.0  444.0
2018 152  6  1 0900  -26.8  906.6  444.0  444.0   72.0  444.0
2018 152  6  1 1200  -25.5  906.5  444.0  444.0   70.0  444.0
2018 152  6  1 1500  -27.3  905.9  444.0  444.0   70.0  444.0
2018 152  6  1 1800  -28.4  903.5  444.0  444.0   63.8  444.0
2018 152  6  1 2100  -30.5  900.7  444.0  444.0   69.0  444.0
2018 153  6  2 0000  -37.2  897.9  444.0  444.0   67.0  444.0
2018 153  6  2 0300  -35.0  895.3  444.0  444.0   68.0  444.0
2018 153  6  2 0600  -35.0  892.8  444.0  444.0   68.1  444.0
2018 153  6  2 0900  -34.7  890.9  444.0  444.0   69.0  444.0
2018 153  6  2 1200  -36.5  889.1  444.0  444.0   67.0  444.0
2018 153  6  2 1500  -34.9  886.7  444.0  444.0   69.0  444.0
2018 153  6  2 1800  -33.8  884.3  444.0  444.0   69.0  444.0
2018 153  6  2 2100  -33.7  882.0  444.0  444.0   69.0  444.0
2018 154  6  3 0000  -34.0  879.1  444.0  444.0   68.0  444.0
2018 154  6  3 0300  -36.7  876.3  444.0  444.0   66.0  444.0
2018 154  6  3 0600  -43.2  875.7  444.0  444.0   64.0  444.0
2018 154  6  3 0900  -42.2  876.6  444.0  444.0   64.0  444.0
2018 154  6  3 1200  -42.2  878.8  444.0  444.0   64.2  444.0
2018 154  6  3 1500  -41.4  882.2  444.0  444.0   65.0  444.0
2018 154  6  3 1800  -39.7  885.2  444.0  444.0   66.0  444.0
2018 154  6  3 2100  -41.3  887.9  444.0  444.0   65.8  444.0
2018 155  6  4 0000  -38.9  891.2  444.0  444.0   65.8  444.0
2018 155  6  4 0300  -38.8  894.9  444.0  444.0   66.0  444.0
2018 155  6  4 0600  -38.8  898.4  444.0  444.0   65.5  444.0
2018 155  6  4 0900  -38.9  900.3  444.0  444.0   66.0  444.0
2018 155  6  4 1200  -37.6  902.1  444.0  444.0   66.0  444.0
2018 155  6  4 1500  -34.2  903.1  444.0  444.0   67.9  444.0
2018 155  6  4 1800  -33.4  902.9  444.0  444.0   69.0  444.0
2018 155  6  4 2100  -33.9  902.2  444.0  444.0   67.0  444.0
2018 156  6  5 0000  -37.2  901.9  444.0  444.0   66.0  444.0
2018 156  6  5 0300  -34.2  900.7  444.0  444.0   68.6  444.0
2018 156  6  5 0600  -34.0  899.4  444.0  444.0   67.0  444.0
2018 156  6  5 0900  -32.4  898.2  444.0  444.0   69.0  444.0
2018 156  6  5 1200  -33.2  897.2  444.0  444.0   68.0  444.0
2018 156  6  5 1500  -33.3  895.8  444.0  444.0   69.6  444.0
2018 156  6  5 1800  -33.4  894.5  444.0  444.0   68.0  444.0
2018 156  6  5 2100  -34.4  893.9  444.0  444.0   68.0  444.0
2018 157  6  6 0000  -35.9  893.4  444.0  444.0   67.0  444.0
2018 157  6  6 0300  -36.3  892.8  444.0  444.0   67.0  444.0
2018 157  6  6 0600  -33.6  892.5  444.0  444.0   70.0  444.0
2018 157  6  6 0900  -35.5  892.3  444.0  444.0   66.0  444.0
2018 157  6  6 1200  -37.3  892.5  444.0  444.0   66.0  444.0
2018 157  6  6 1500  -31.8  892.1  444.0  444.0   70.0  444.0
2018 157  6  6 1800  -29.3  890.9  444.0  444.0   72.0  444.0
2018 157  6  6 2100  -28.8  889.6  444.0  444.0   71.0  444.0
2018 158  6  7 0000  -28.8  887.8  444.0  444.0   72.0  444.0
2018 158  6  7 0300  -29.1  886.2  444.0  444.0   72.0  444.0
2018 158  6  7 0600  -30.3  885.7  444.0  444.0   70.8  444.0
2018 158  6  7 0900  -31.3  885.7  444.0  444.0   70.0  444.0
2018 158  6  7 1200  -31.2  886.0  444.0  444.0   70.0  444.0
2018 158  6  7 1500  -29.5  885.8  444.0  444.0   73.0  444.0
2018 158  6  7 1800  -28.4  885.3  444.0  444.0   73.0  444.0
2018 158  6  7 2100  -33.0  884.5  444.0  444.0   68.0  444.0
2018 159  6  8 0000  -33.0  882.9  444.0  444.0   69.0  444.0
2018 159  6  8 0300  -35.0  880.7  444.0  444.0   68.0  444.0
2018 159  6  8 0600  -34.0  877.7  444.0  444.0   68.0  444.0
2018 159  6  8 0900  -34.1  875.4  444.0  444.0   67.8  444.0
2018 159  6  8 1200  -29.1  873.6  444.0  444.0   72.0  444.0
2018 159  6  8 1500  -30.6  871.8  444.0  444.0   71.0  444.0
2018 159  6  8 1800  -30.2  869.7  444.0  444.0   71.0  444.0
2018 159  6  8 2100  -27.3  868.3  444.0  444.0   73.0  444.0
2018 160  6  9 0000  -28.6  867.1  444.0  444.0   71.0  444.0
2018 160  6  9 0300  -32.8  866.6  444.0  444.0   69.0  444.0
2018 160  6  9 0600  -35.2  868.6  444.0  444.0   68.0  444.0
