Year: 2018  Month: 09  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018 244  9  1 0000  -31.5  974.6  444.0  444.0   79.5  444.0
2018 244  9  1 0300  -30.4  973.4    7.4  350.0   80.8  444.0
2018 244  9  1 0600  -30.2  971.4    5.7   15.0   80.8  444.0
2018 244  9  1 0900  -33.8  971.1    2.7  346.0   76.9  444.0
2018 244  9  1 1200  -39.9  973.3    4.1  257.0   69.8  444.0
2018 244  9  1 1500  -41.2  974.8    2.3  193.0   67.6  444.0
2018 244  9  1 1800  -39.8  975.3    8.0  214.0   69.0  444.0
2018 244  9  1 2100  -36.4  976.3    9.0  208.0   73.4  444.0
2018 245  9  2 0000  -35.1  974.6   12.1  195.0   75.1  444.0
2018 245  9  2 0300  -36.1  973.8   19.7  236.0   73.8  444.0
2018 245  9  2 0600  -34.8  971.3   22.0  240.0   75.6  444.0
2018 245  9  2 0900  -36.9  969.0   29.6  245.0   73.4  444.0
2018 245  9  2 1200  -35.8  966.2   27.1  246.0   74.2  444.0
2018 245  9  2 1500  -38.0  964.0   26.1  226.0   72.0  444.0
2018 245  9  2 1800  -32.8  960.0   26.3  246.0   77.3  444.0
2018 245  9  2 2100  -31.4  956.0   27.5  245.0   79.1  444.0
2018 246  9  3 0000  -29.2  950.0   24.6  245.0   82.6  444.0
2018 246  9  3 0300  -27.5  944.3   33.7  247.0   84.4  444.0
2018 246  9  3 0600  -25.6  944.2   26.5  250.0   86.6  444.0
2018 246  9  3 0900  -24.2  943.6   25.7  256.0   87.9  444.0
2018 246  9  3 1200  -24.0  941.5   25.0  243.0   88.3  444.0
2018 246  9  3 1500  -23.1  940.7   17.7  245.0   89.6  444.0
2018 246  9  3 1800  -22.1  939.7   20.3  249.0   90.5  444.0
2018 246  9  3 2100  -21.2  939.1   22.2  247.0   91.8  444.0
2018 247  9  4 0000  -20.1  939.7   18.3  246.0   92.7  444.0
2018 247  9  4 0300  -20.4  940.6   22.4  249.0   92.3  444.0
2018 247  9  4 0600  -20.4  942.8   19.5  247.0   92.3  444.0
2018 247  9  4 0900  -20.2  945.4   13.6  250.0   93.2  444.0
2018 247  9  4 1200  -20.1  947.3   21.3  253.0   92.7  444.0
2018 247  9  4 1500  -21.5  951.1   19.1  238.0   91.4  444.0
2018 247  9  4 1800  -22.0  953.9   15.8  247.0   89.6  444.0
2018 247  9  4 2100  -24.2  956.4   13.1  242.0   87.4  444.0
2018 248  9  5 0000  -24.4  959.1   12.7  242.0   85.7  444.0
2018 248  9  5 0300  -25.2  959.7   14.4  243.0   86.1  444.0
2018 248  9  5 0600  -26.1  961.6   11.3  242.0   85.2  444.0
2018 248  9  5 0900  -27.9  963.5   10.9  250.0   83.9  444.0
2018 248  9  5 1200  -29.0  965.1    9.2  245.0   82.2  444.0
2018 248  9  5 1500  -30.5  966.8    7.0  249.0   77.3  444.0
2018 248  9  5 1800  -33.2  967.5    6.8  239.0   75.6  444.0
2018 248  9  5 2100  -32.8  969.6    7.8  247.0   74.7  444.0
2018 249  9  6 0000  -32.6  971.6    7.6  266.0   70.3  444.0
2018 249  9  6 0300  -33.8  972.5    5.8  253.0   69.4  444.0
2018 249  9  6 0600  -35.4  973.0    5.1  245.0   70.3  444.0
2018 249  9  6 0900  -36.2  973.0    5.1  191.0   69.4  444.0
2018 249  9  6 1200  -37.5  972.9    3.7  242.0   69.8  444.0
2018 249  9  6 1500  -40.4  973.2    3.1  218.0   68.5  444.0
2018 249  9  6 1800  -41.6  973.0    2.9  205.0   67.2  444.0
2018 249  9  6 2100  -41.0  973.6    3.5  209.0   67.2  444.0
2018 250  9  7 0000  -42.4  973.8    2.7  232.0   67.2  444.0
2018 250  9  7 0300  -40.9  973.8    2.3  238.0   68.5  444.0
2018 250  9  7 0600  -41.5  973.2    0.0  135.0   66.8  444.0
2018 250  9  7 0900  -30.6  972.3  444.0  444.0   78.6  444.0
2018 250  9  7 1200  -40.4  971.8  444.0  444.0   68.1  444.0
2018 250  9  7 1500  -32.2  971.2  444.0  444.0   77.3  444.0
2018 250  9  7 1800  -32.4  970.1  444.0  444.0   76.9  444.0
2018 250  9  7 2100  -32.9  969.6  444.0  444.0   77.8  444.0
2018 251  9  8 0000  -38.6  970.2  444.0  444.0   72.9  444.0
2018 251  9  8 0300  -31.5  971.2  444.0  444.0   80.0  444.0
2018 251  9  8 0600  -26.6  972.8  444.0  444.0   85.2  444.0
2018 251  9  8 0900  -39.9  974.5  444.0  444.0   69.8  444.0
2018 251  9  8 1200  -39.2  975.9  444.0  444.0   69.8  444.0
2018 251  9  8 1500  -36.9  977.8    2.9  150.0   72.9  444.0
2018 251  9  8 1800  -38.9  979.7    0.0  216.0   70.7  444.0
2018 251  9  8 2100  -38.1  981.0    3.5  242.0   72.0  444.0
2018 252  9  9 0000  -36.8  983.0    2.1  247.0   74.2  444.0
2018 252  9  9 0300  -37.8  984.4    3.3  211.0   71.6  444.0
2018 252  9  9 0600  -36.9  986.1    5.3  238.0   73.4  444.0
2018 252  9  9 0900  -39.5  988.3    3.9  259.0   70.3  444.0
2018 252  9  9 1200  -37.6  989.2    3.3  235.0   71.6  444.0
2018 252  9  9 1500  -36.4  989.7    3.1  115.0   73.4  444.0
2018 252  9  9 1800  -33.0  990.1    1.2  115.0   76.0  444.0
2018 252  9  9 2100  -29.4  990.2    3.1   11.0   82.2  444.0
2018 253  9 10 0000  -33.5  990.6  444.0  444.0   79.5  444.0
2018 253  9 10 0300  -38.9  992.1  444.0  444.0   71.2  444.0
2018 253  9 10 0600  -41.8  992.0  444.0  444.0   68.1  444.0
2018 253  9 10 0900  -31.8  992.9    3.1   17.0   78.6  444.0
2018 253  9 10 1200  -38.9  993.8    3.7  250.0   71.6  444.0
2018 253  9 10 1500  -39.9  995.4    3.7  250.0   69.0  444.0
2018 253  9 10 1800  -39.2  995.9  444.0  444.0   69.4  444.0
2018 253  9 10 2100  -35.5  996.8  444.0  444.0   80.8  444.0
2018 254  9 11 0000  -28.1  997.4  444.0  444.0   84.8  444.0
2018 254  9 11 0300  -26.9  996.6  444.0  444.0   84.8  444.0
2018 254  9 11 0600  -27.5  996.0  444.0  444.0   83.9  444.0
2018 254  9 11 0900  -31.2  995.3  444.0  444.0   78.6  444.0
2018 254  9 11 1200  -26.8  994.7  444.0  444.0   83.9  444.0
2018 254  9 11 1500  -27.6  994.0  444.0  444.0   83.0  444.0
2018 254  9 11 1800  -30.6  993.7  444.0  444.0   80.4  444.0
2018 254  9 11 2100  -28.1  994.0  444.0  444.0   83.5  444.0
2018 255  9 12 0000  -36.5  993.9  444.0  444.0   75.1  444.0
2018 255  9 12 0300  -37.4  993.7  444.0  444.0   74.2  444.0
2018 255  9 12 0600  -38.8  993.5  444.0  444.0   70.7  444.0
2018 255  9 12 0900  -36.8  993.4  444.0  444.0   72.5  444.0
2018 255  9 12 1200  -37.1  992.6  444.0  444.0   72.5  444.0
2018 255  9 12 1500  -37.8  991.0  444.0  444.0   71.2  444.0
2018 255  9 12 1800  -38.1  989.0  444.0  444.0   71.6  444.0
2018 255  9 12 2100  -31.8  986.8  444.0  444.0   79.1  444.0
2018 256  9 13 0000  444.0  985.7  444.0  444.0   89.2  444.0
2018 256  9 13 0300  -31.6  984.8  444.0  444.0   80.0  444.0
2018 256  9 13 0600  -35.2  985.4    4.3  242.0   76.0  444.0
2018 256  9 13 0900  -34.5  985.7    6.0  231.0   76.4  444.0
2018 256  9 13 1200  -35.8  985.7    8.2  202.0   74.7  444.0
2018 256  9 13 1500  -36.9  985.1   10.9  180.0   72.9  444.0
2018 256  9 13 1800  -37.6  986.0    9.8  163.0   72.0  444.0
