Year: 2018  Month: 08  ID: FUJ  ARGOS:  8904  Name: Dome Fuji           
Lat: 77.31S  Lon:  39.71E  Elev: 3810m
2018 213  8  1 0000  -62.5  606.6    1.2    4.0  -59.7   -2.8
2018 213  8  1 0300  -61.5  607.0    1.9   45.0  -60.2   -1.3
2018 213  8  1 0600  -58.5  606.9    2.0   62.0  -60.7    2.6
2018 213  8  1 0900  -54.9  606.8    2.7   57.0  -61.1    6.2
2018 213  8  1 1200  -52.3  605.9    2.7   51.0  -61.0    8.7
2018 213  8  1 1500  -51.4  605.3    3.4   18.0  -60.8    9.5
2018 213  8  1 1800  -49.8  604.8    3.6    3.0  -60.4   10.7
2018 213  8  1 2100  -47.6  604.3    3.6  342.0  -60.2   12.6
2018 214  8  2 0000  -46.5  603.9    3.3  340.0  -59.8   13.4
2018 214  8  2 0300  -48.0  603.5    2.9  337.0  -59.4   11.3
2018 214  8  2 0600  -49.0  603.1    3.5  310.0  -58.9    9.8
2018 214  8  2 0900  -60.2  602.9    2.4  286.0  -58.5   -1.7
2018 214  8  2 1200  -60.7  603.1    3.0  268.0  -58.5   -2.2
2018 214  8  2 1500  -61.1  603.1    3.0  264.0  -58.9   -2.3
2018 214  8  2 1800  -61.1  602.7    3.3  258.0  -59.3   -1.7
2018 214  8  2 2100  -63.0  602.7    2.7  247.0  -59.7   -3.2
2018 215  8  3 0000  -61.6  601.9    2.6  224.0  -60.1   -0.5
2018 215  8  3 0300  -64.0  601.6    2.9  232.0  -60.5   -3.5
2018 215  8  3 0600  -64.5  601.5    3.3  200.0  -61.0   -3.5
2018 215  8  3 0900  -65.5  601.3    3.4  200.0  -61.3   -3.8
2018 215  8  3 1200  -65.2  601.0    3.7  195.0  -61.6   -3.8
2018 215  8  3 1500  -65.8  600.6    4.2  196.0  -62.0   -3.8
2018 215  8  3 1800  -64.8  599.7    3.6  171.0  -62.3   -2.4
2018 215  8  3 2100  -66.3  599.0    2.9  178.0  -62.5   -4.0
2018 216  8  4 0000  -67.8  598.5    3.1  146.0  -62.7   -5.2
2018 216  8  4 0300  -67.8  597.6    2.7  145.0  -62.9   -5.0
2018 216  8  4 0600  -67.6  596.9    2.5  137.0  -63.2   -4.4
2018 216  8  4 0900  -67.4  596.2    2.8  119.0  -63.5   -3.9
2018 216  8  4 1200  -68.3  595.7    1.8  108.0  -63.7   -4.7
2018 216  8  4 1500  -70.3  595.6    1.3  105.0  -63.9   -6.2
2018 216  8  4 1800  -71.1  596.1    1.0   90.0  -64.2   -7.1
2018 216  8  4 2100  -69.6  597.3    1.6   70.0  -64.5   -5.0
2018 217  8  5 0000  -69.3  598.4    1.2   82.0  -64.9   -4.4
2018 217  8  5 0300  -66.3  599.6    1.7   64.0  -65.2   -1.1
2018 217  8  5 0600  -62.2  601.0    2.9   41.0  -65.2    3.2
2018 217  8  5 0900  -64.3  601.6    2.1   54.0  -65.1    0.7
2018 217  8  5 1200  -62.8  602.0    2.4   60.0  -65.0    2.2
2018 217  8  5 1500  -61.8  602.5    2.8   50.0  -64.8    3.6
2018 217  8  5 1800  -64.7  603.2    2.0   40.0  -64.7    0.1
2018 217  8  5 2100  -64.9  603.8    1.6   37.0  -64.5   -0.4
2018 218  8  6 0000  -60.6  604.3    2.3   33.0  -64.5    4.2
2018 218  8  6 0300  -63.2  605.1    1.8   38.0  -64.4    1.2
2018 218  8  6 0600  -63.0  605.4    2.1   71.0  -64.2    1.2
2018 218  8  6 0900  -61.8  605.8    1.8   95.0  -64.2    2.5
2018 218  8  6 1200  -62.0  605.7    2.5   77.0  -64.3    2.6
2018 218  8  6 1500  -58.8  606.0    2.8   77.0  -64.2    5.4
2018 218  8  6 1800  -55.9  605.8    4.5   71.0  -64.0    8.2
2018 218  8  6 2100  -52.7  605.5    6.9   71.0  -63.8   11.2
2018 219  8  7 0000  -52.9  605.2    6.4   58.0  -63.2   10.3
2018 219  8  7 0300  -52.5  605.9    5.7   54.0  -62.7   10.2
2018 219  8  7 0600  -51.9  606.1    5.6   58.0  -62.3   10.3
2018 219  8  7 0900  -50.2  606.3    5.8   56.0  -61.9   11.6
2018 219  8  7 1200  -50.1  606.7    5.1   64.0  -61.5   11.4
2018 219  8  7 1500  -52.2  606.4    4.3   80.0  -61.0    8.8
2018 219  8  7 1800  -51.7  605.7    5.0   90.0  -60.6    8.9
2018 219  8  7 2100  -45.6  605.1    6.7   88.0  -60.4   14.8
2018 220  8  8 0000  -44.4  605.1    7.2   76.0  -60.0   15.6
2018 220  8  8 0300  -45.3  604.9    6.8   78.0  -59.4   14.1
2018 220  8  8 0600  -45.0  604.6    7.6   86.0  -58.9   13.8
2018 220  8  8 0900  -46.4  604.5    7.7   86.0  -58.4   11.9
2018 220  8  8 1200  -47.5  604.1    7.2   80.0  -57.9   10.4
2018 220  8  8 1500  -49.1  603.8    6.4   87.0  -57.6    8.5
2018 220  8  8 1800  -51.7  603.0    7.3   89.0  -57.5    5.8
2018 220  8  8 2100  -55.6  602.0    7.3   94.0  -57.4    2.1
2018 221  8  9 0000  -55.8  601.2    8.1   94.0  -57.5    1.7
2018 221  8  9 0300  -54.3  600.1    9.1   91.0  -57.8    3.6
2018 221  8  9 0600  -55.6  599.6    8.5   86.0  -58.1    2.5
2018 221  8  9 0900  -56.3  599.3    8.8   88.0  -58.3    2.1
2018 221  8  9 1200  -56.3  599.4    9.3   85.0  -58.5    2.2
