Year: 2018  Month: 05  ID: POS  ARGOS:  8984  Name: Possession Island   
Lat: 71.90S  Lon: 171.22E  Elev:   30m
2018 121  5  1 0000  -15.9  967.9  444.0  444.0  444.0  444.0
2018 121  5  1 0300  -16.1  967.7  444.0  444.0  444.0  444.0
2018 121  5  1 0600  -16.2  967.4  444.0  444.0  444.0  444.0
2018 121  5  1 0900  -17.1  967.5  444.0  444.0  444.0  444.0
2018 121  5  1 1200  -17.1  967.9  444.0  444.0  444.0  444.0
2018 121  5  1 1500  -17.1  968.4  444.0  444.0  444.0  444.0
2018 121  5  1 1800  -17.2  968.3  444.0  444.0  444.0  444.0
2018 121  5  1 2100  -17.4  968.8  444.0  444.0  444.0  444.0
2018 122  5  2 0000  -17.6  968.5  444.0  444.0  444.0  444.0
2018 122  5  2 0300  -17.4  968.2  444.0  444.0  444.0  444.0
2018 122  5  2 0600  -17.5  967.4  444.0  444.0  444.0  444.0
2018 122  5  2 0900  -18.0  967.1  444.0  444.0  444.0  444.0
2018 122  5  2 1200  -18.1  967.1  444.0  444.0  444.0  444.0
2018 122  5  2 1500  -18.4  967.1  444.0  444.0  444.0  444.0
2018 122  5  2 1800  -18.1  967.3  444.0  444.0  444.0  444.0
2018 122  5  2 2100  -18.1  967.4  444.0  444.0  444.0  444.0
2018 123  5  3 0000  -18.5  968.0  444.0  444.0  444.0  444.0
2018 123  5  3 0300  -18.5  968.3  444.0  444.0  444.0  444.0
2018 123  5  3 0600  -18.4  968.6  444.0  444.0  444.0  444.0
2018 123  5  3 0900  -18.5  969.3  444.0  444.0  444.0  444.0
2018 123  5  3 1200  -19.1  970.3  444.0  444.0  444.0  444.0
2018 123  5  3 1500  -19.8  971.7  444.0  444.0  444.0  444.0
2018 123  5  3 1800  -20.1  972.6  444.0  444.0  444.0  444.0
2018 123  5  3 2100  -20.6  974.9  444.0  444.0  444.0  444.0
2018 124  5  4 0000  -21.2  976.9  444.0  444.0  444.0  444.0
2018 124  5  4 0300  -21.5  977.8  444.0  444.0  444.0  444.0
2018 124  5  4 0600  -22.2  978.7  444.0  444.0  444.0  444.0
2018 124  5  4 0900  -22.2  978.7  444.0  444.0  444.0  444.0
2018 124  5  4 1200  -20.6  979.3  444.0  444.0  444.0  444.0
2018 124  5  4 1500  -19.8  980.6  444.0  444.0  444.0  444.0
2018 124  5  4 1800  -18.9  982.6  444.0  444.0  444.0  444.0
2018 124  5  4 2100  -18.5  985.1  444.0  444.0  444.0  444.0
2018 125  5  5 0000  -17.4  986.4  444.0  444.0  444.0  444.0
2018 125  5  5 0300  -17.8  986.7  444.0  444.0  444.0  444.0
2018 125  5  5 0600  -17.1  984.9  444.0  444.0  444.0  444.0
2018 125  5  5 0900  -15.4  983.5  444.0  444.0  444.0  444.0
2018 125  5  5 1200  -15.1  982.5  444.0  444.0  444.0  444.0
2018 125  5  5 1500  -15.5  981.5  444.0  444.0  444.0  444.0
