Year: 2018  Month: 06  ID: FUJ  ARGOS:  8904  Name: Dome Fuji           
Lat: 77.31S  Lon:  39.71E  Elev: 3810m
2018 152  6  1 0000  -66.0  608.1    2.5  157.0  -63.0   -3.0
2018 152  6  1 0300  -67.2  607.6    2.5  167.0  -63.3   -3.9
2018 152  6  1 0600  -65.4  607.1    2.6  174.0  -63.5   -1.6
2018 152  6  1 0900  -66.9  606.5    3.2  181.0  -63.8   -3.0
2018 152  6  1 1200  -70.7  605.7    2.1  175.0  -64.0   -6.6
2018 152  6  1 1500  -71.9  605.6    3.0  129.0  -64.8   -7.1
2018 152  6  1 1800  -71.1  605.7    3.6  106.0  -65.7   -5.4
2018 152  6  1 2100  -69.6  606.0    4.5   90.0  -66.8   -2.8
2018 153  6  2 0000  -68.5  606.4    5.3   82.0  -67.2   -1.3
2018 153  6  2 0300  -63.8  606.4    5.8   73.0  -67.4    3.5
2018 153  6  2 0600  -57.7  606.2    8.0   60.0  -66.5    9.2
2018 153  6  2 0900  -50.8  605.4   10.6   59.0  -64.9   14.1
2018 153  6  2 1200  -47.8  604.0   12.9   45.0  -62.9   15.2
2018 153  6  2 1500  -43.4  603.9   14.0   38.0  -61.1   17.6
2018 153  6  2 1800  -43.1  604.2   12.8   24.0  -60.1   17.2
2018 153  6  2 2100  -42.6  605.6    9.9   23.0  -59.2   16.5
2018 154  6  3 0000  -44.3  606.2    7.8   25.0  -57.8   13.5
2018 154  6  3 0300  -49.2  606.6    4.6   23.0  -56.8    7.6
2018 154  6  3 0600  -50.6  607.3    4.9   11.0  -56.5    5.9
2018 154  6  3 0900  -48.9  608.0    3.9  351.0  -56.6    6.8
2018 154  6  3 1200  -45.9  608.4    2.8  327.0  -56.6   11.5
2018 154  6  3 1500  -46.0  608.9  444.0  444.0  -56.2   10.2
2018 154  6  3 1800  -48.2  609.3  444.0  444.0  -55.7    7.5
2018 154  6  3 2100  -52.5  609.8  444.0  444.0  -55.5    2.7
2018 155  6  4 0000  -53.7  610.2  444.0  444.0  -55.8    2.1
2018 155  6  4 0300  -53.7  610.0    0.9  352.0  -55.9    1.9
2018 155  6  4 0600  -58.5  609.9    1.7  286.0  -56.7   -1.8
2018 155  6  4 0900  -60.8  609.1    1.5  286.0  -57.3   -3.5
2018 155  6  4 1200  -59.1  608.4    4.7  223.0  -57.9   -1.4
2018 155  6  4 1500  -60.1  607.5    4.3  207.0  -58.3   -1.8
2018 155  6  4 1800  -60.9  606.0    3.2  210.0  -58.7   -2.0
2018 155  6  4 2100  -59.0  603.5    3.5  206.0  -59.1    0.0
2018 156  6  5 0000  -60.1  601.0    4.0  194.0  -59.3   -0.9
2018 156  6  5 0300  -62.8  598.6    4.6  167.0  -59.6   -3.4
2018 156  6  5 0600  -59.8  596.8    5.3  156.0  -60.1    0.3
2018 156  6  5 0900  -56.7  595.6    6.6  146.0  -60.4    3.7
2018 156  6  5 1200  -57.8  594.4    7.0  137.0  -60.2    2.4
2018 156  6  5 1500  -59.6  592.9    7.4  136.0  -60.0    0.3
2018 156  6  5 1800  -60.2  591.8    7.0  131.0  -60.0   -0.2
2018 156  6  5 2100  -60.7  591.3    6.4  130.0  -60.2   -0.5
2018 157  6  6 0000  -62.6  590.9    5.0  116.0  -60.4   -2.2
2018 157  6  6 0300  -62.3  591.1    4.5  107.0  -60.6   -1.8
2018 157  6  6 0600  -62.2  591.7    3.3   97.0  -60.8   -0.4
2018 157  6  6 0900  -60.2  592.2    3.4   92.0  -61.0    0.5
2018 157  6  6 1200  -62.9  592.7    2.3   93.0  -61.0   -1.9
2018 157  6  6 1500  -63.5  593.1    2.3   84.0  -61.0   -3.0
2018 157  6  6 1800  -63.9  593.2    1.7   96.0  -61.2   -2.5
2018 157  6  6 2100  -63.6  593.7    2.3   84.0  -61.6   -2.0
2018 158  6  7 0000  -63.2  594.1    2.3  105.0  -62.1   -1.6
2018 158  6  7 0300  -64.4  594.0    1.1  124.0  -62.6   -1.8
2018 158  6  7 0600  -65.2  594.4    2.4  135.0  -63.1   -2.2
2018 158  6  7 0900  -66.2  594.6    2.7  137.0  -63.5   -2.5
2018 158  6  7 1200  -62.9  594.4    3.7  132.0  -63.7    0.8
2018 158  6  7 1500  -62.0  594.1    4.1  133.0  -63.8    1.8
2018 158  6  7 1800  -61.0  594.1    4.1  120.0  -63.5    2.4
2018 158  6  7 2100  -61.8  594.1    2.9  120.0  -63.3    1.6
2018 159  6  8 0000  -62.3  594.1    3.2  116.0  -63.1    0.9
2018 159  6  8 0300  -60.5  593.8    3.4  105.0  -62.9    2.4
2018 159  6  8 0600  -65.4  593.8    2.7  127.0  -62.8   -2.7
2018 159  6  8 0900  -63.9  593.8    3.0  112.0  -62.9   -1.4
2018 159  6  8 1200  -66.6  593.5    2.3  108.0  -63.1   -3.5
2018 159  6  8 1500  -64.1  593.3    2.6   98.0  -63.3   -0.8
2018 159  6  8 1800  -63.0  593.9    2.2   83.0  -63.4    0.5
2018 159  6  8 2100  -62.5  594.2    2.5   79.0  -63.3    0.9
2018 160  6  9 0000  -65.5  594.6  444.0  444.0  -63.2   -2.3
2018 160  6  9 0300  -66.2  595.3  444.0  444.0  -63.2   -3.0
2018 160  6  9 0600  -64.5  595.9  444.0  444.0  -63.5   -0.6
2018 160  6  9 0900  -66.2  596.5  444.0  444.0  -63.9   -2.3
2018 160  6  9 1200  -65.5  596.9  444.0  444.0  -64.2   -1.2
2018 160  6  9 1500  -66.7  597.1  444.0  444.0  -64.4   -1.8
2018 160  6  9 1800  -68.3  597.0    2.7  248.0  -64.4   -3.8
2018 160  6  9 2100  -69.8  596.8    2.5  219.0  -64.6   -5.2
2018 161  6 10 0000  -68.7  596.5    2.5  197.0  -64.9   -3.8
2018 161  6 10 0300  -70.1  596.2    2.3  189.0  -65.3   -4.9
2018 161  6 10 0600  -69.0  595.6    2.8  166.0  -65.6   -3.8
2018 161  6 10 0900  -68.5  595.0    2.6  152.0  -65.9   -2.6
2018 161  6 10 1200  -67.5  594.8    3.1  144.0  -66.1   -1.4
2018 161  6 10 1500  -69.0  594.2    2.6  151.0  -66.3   -3.0
2018 161  6 10 1800  -67.8  594.1    2.8  162.0  -66.3   -1.7
2018 161  6 10 2100  -67.8  593.4    2.7  165.0  -66.4   -1.4
2018 162  6 11 0000  -68.5  593.3    2.8  172.0  -66.4   -2.0
2018 162  6 11 0300  -68.7  592.9    2.8  178.0  -66.4   -2.2
2018 162  6 11 0600  -69.3  593.0    2.3  158.0  -66.5   -3.9
2018 162  6 11 0900  -70.8  593.1    1.8  153.0  -66.6   -4.2
2018 162  6 11 1200  -72.5  593.9    2.0  171.0  -66.9   -5.6
2018 162  6 11 1500  -67.7  594.4    1.9  147.0  -67.2   -0.5
2018 162  6 11 1800  -68.4  595.2    2.3  196.0  -67.6    0.5
2018 162  6 11 2100  -62.8  595.4    1.4  164.0  -67.9    5.1
2018 163  6 12 0000  -66.2  596.0    1.5  219.0  -68.2    2.0
2018 163  6 12 0300  -65.7  596.3    2.1  240.0  -68.3    2.6
2018 163  6 12 0600  -66.9  596.5    2.4  234.0  -68.3    1.3
2018 163  6 12 0900  -67.1  596.7    2.4  248.0  -68.1    1.9
2018 163  6 12 1200  -67.9  596.8    2.4  257.0  -67.9   -0.0
2018 163  6 12 1500  -66.4  597.0    2.9  245.0  -67.8    1.4
2018 163  6 12 1800  -66.4  597.4    1.9  245.0  -67.6    1.2
2018 163  6 12 2100  -65.0  597.5    2.4  256.0  -67.3    1.9
2018 164  6 13 0000  -66.5  597.8    2.1  263.0  -67.2    1.0
2018 164  6 13 0300  -65.4  598.2    2.4  261.0  -67.0    1.6
2018 164  6 13 0600  -68.9  598.8    1.9  197.0  -66.8   -2.1
2018 164  6 13 0900  -69.4  599.5    1.5  161.0  -66.7   -2.7
2018 164  6 13 1200  -69.3  600.4    1.4  142.0  -66.8   -2.5
