Year: 2018  Month: 03  ID: FUJ  ARGOS:  8904  Name: Dome Fuji           
Lat: 77.31S  Lon:  39.71E  Elev: 3810m
2018  60  3  1 0000  -56.8  597.8    2.4   55.0  -49.8   -6.9
2018  60  3  1 0300  -53.7  597.7    2.1   67.0  -50.5   -2.7
2018  60  3  1 0600  -48.3  597.9    1.6   52.0  -50.6    5.2
2018  60  3  1 0900  444.0  598.1    1.3   63.0  -50.0    6.2
2018  60  3  1 1200  444.0  598.3    1.6   59.0  -49.3    8.7
2018  60  3  1 1500  444.0  598.3    1.5   64.0  -49.0    8.6
2018  60  3  1 1800  -48.6  598.3    0.8    9.0  -49.2   -0.5
2018  60  3  1 2100  -53.5  598.2    1.0   71.0  -49.7   -3.8
2018  61  3  2 0000  -51.6  598.2    1.6   71.0  -50.5    0.9
2018  61  3  2 0300  444.0  598.2    0.1   55.0  -51.3    5.3
2018  61  3  2 0600  444.0  598.3    0.0  312.0  -51.4   14.7
2018  61  3  2 0900  444.0  598.7    1.0  287.0  -50.8    8.3
2018  61  3  2 1200  444.0  598.9    0.2  285.0  -49.9   13.6
2018  61  3  2 1500  -43.1  599.1    1.7  272.0  -49.5    6.4
2018  61  3  2 1800  -49.2  599.3    2.0  282.0  -49.5    0.3
2018  61  3  2 2100  -51.2  599.6    2.0  267.0  -49.9   -1.5
2018  62  3  3 0000  -51.0  599.9    1.5  268.0  -50.5   -0.4
2018  62  3  3 0300  -50.2  600.0    2.0  251.0  -51.2    1.1
2018  62  3  3 0600  -46.0  600.3    1.6  230.0  -51.3    5.3
2018  62  3  3 0900  -43.7  600.5    1.2  261.0  -50.7    5.3
2018  62  3  3 1200  -44.5  600.8    1.8  225.0  -50.0    5.5
2018  62  3  3 1500  -44.6  600.6    1.9  223.0  -49.8    5.0
2018  62  3  3 1800  -49.9  600.6    1.9  205.0  -50.0    0.1
2018  62  3  3 2100  -49.9  600.4    1.8  186.0  -50.5    0.6
2018  63  3  4 0000  -51.4  600.0    1.2  179.0  -51.2   -0.2
2018  63  3  4 0300  -54.1  599.5    1.9  147.0  -51.9   -2.2
2018  63  3  4 0600  -48.8  599.1    1.6  126.0  -52.2    3.4
2018  63  3  4 0900  -48.8  599.0    1.3   86.0  -51.7    3.7
2018  63  3  4 1200  -45.1  598.6    1.6   90.0  -51.1    7.3
2018  63  3  4 1500  -48.2  598.2    1.8   89.0  -50.8    2.7
2018  63  3  4 1800  -52.8  597.8    2.2   58.0  -51.1   -2.2
2018  63  3  4 2100  -55.3  597.2    2.1   73.0  -51.7   -3.6
2018  64  3  5 0000  -53.8  596.9    2.0   61.0  -52.5   -1.8
2018  64  3  5 0300  -55.7  596.1    1.6   46.0  -53.1   -2.6
2018  64  3  5 0600  -50.6  595.6    1.4   46.0  -53.3    3.2
2018  64  3  5 0900  -46.6  595.4    2.3   33.0  -52.8    6.2
2018  64  3  5 1200  -47.2  594.8    2.8   15.0  -52.0    4.8
2018  64  3  5 1500  -51.3  594.2    3.1   25.0  -51.6    1.1
2018  64  3  5 1800  -50.3  593.7    4.2    6.0  -51.4    1.1
2018  64  3  5 2100  -53.0  593.2    3.5  355.0  -51.2   -1.7
2018  65  3  6 0000  -55.7  593.2    1.8  335.0  -51.1   -4.6
2018  65  3  6 0300  -54.2  592.8    1.9  344.0  -51.3   -2.8
2018  65  3  6 0600  444.0  592.9    0.2  305.0  -51.4    2.4
2018  65  3  6 0900  444.0  593.2    1.0  356.0  -51.0    4.4
2018  65  3  6 1200  444.0  593.3    0.9  284.0  -50.2    6.6
