Year: 2018  Month: 01  ID: EKN  ARGOS:  8923  Name: Evans Knoll         
Lat: 74.85S  Lon: 100.41W  Elev:  188m                  
2018   1  1  1 0000   -2.8  969.8    2.8  444.0   76.3  444.0
2018   1  1  1 0300   -4.5  970.6    2.6  444.0   88.0  444.0
2018   1  1  1 0600   -5.0  971.8    0.5  444.0   89.0  444.0
2018   1  1  1 0900   -6.5  973.2    1.4  444.0   78.0  444.0
2018   1  1  1 1200   -6.4  974.2    2.1  444.0   77.0  444.0
2018   1  1  1 1500   -3.5  974.7    1.5  444.0   67.5  444.0
2018   1  1  1 1800   -3.3  975.1    2.9  444.0   72.7  444.0
2018   1  1  1 2100   -3.0  975.6    3.5  444.0   79.2  444.0
2018   2  1  2 0000   -3.8  975.6    3.4  444.0   81.0  444.0
2018   2  1  2 0300   -4.4  975.2    4.0  444.0   79.9  444.0
2018   2  1  2 0600   -4.4  975.1    1.8  444.0   62.0  444.0
2018   2  1  2 0900   -3.7  974.9    0.6  444.0   58.0  444.0
2018   2  1  2 1200  444.0  974.5    0.8  444.0   59.6  444.0
2018   2  1  2 1500   -3.2  973.9    1.7  444.0   64.0  444.0
2018   2  1  2 1800   -3.0  973.2    2.2  444.0   64.7  444.0
2018   2  1  2 2100   -1.5  973.3    0.7  444.0   62.0  444.0
2018   3  1  3 0000   -1.9  972.7    1.0  444.0   57.7  444.0
2018   3  1  3 0300   -2.9  971.2    4.3  444.0   55.0  444.0
2018   3  1  3 0600   -3.7  970.5    1.5  444.0   62.0  444.0
2018   3  1  3 0900   -3.9  969.2    2.5  444.0   54.7  444.0
2018   3  1  3 1200   -2.9  967.3    1.1  444.0   52.0  444.0
2018   3  1  3 1500   -3.6  965.6    4.2  444.0   62.4  444.0
2018   3  1  3 1800   -2.6  964.9    5.5  444.0   72.0  444.0
2018   3  1  3 2100   -3.5  963.7    5.2  444.0   93.9  444.0
2018   4  1  4 0000   -2.3  963.4    6.7  444.0   68.0  444.0
2018   4  1  4 0300   -3.2  963.3    5.2  444.0   92.1  444.0
2018   4  1  4 0600   -3.9  963.3    3.0  444.0   97.0  444.0
2018   4  1  4 0900   -3.6  964.2    1.5  444.0   90.0  444.0
2018   4  1  4 1200   -3.3  964.7    3.1  444.0   87.0  444.0
2018   4  1  4 1500   -2.5  965.2    2.5  444.0   88.0  444.0
2018   4  1  4 1800   -1.1  965.4    2.5  444.0   82.3  444.0
2018   4  1  4 2100   -1.6  965.9    4.6  444.0   85.0  444.0
2018   5  1  5 0000   -2.1  965.6    5.7  444.0  444.0  444.0
2018   5  1  5 0300   -0.5  965.6    3.2  444.0  444.0  444.0
2018   5  1  5 0600   -0.3  965.5    3.2  444.0   75.8  444.0
2018   5  1  5 0900   -0.9  966.0    2.8  444.0   80.0  444.0
