Year: 2018  Month: 09  ID: MPT  ARGOS:  8906  Name: Marble Point        
Lat: 77.44S  Lon: 163.76E  Elev:  108m
2018 244  9  1 0000  -30.1  964.3    2.2  132.0  444.0  444.0
2018 244  9  1 0300  -30.8  962.8    4.7  138.0  444.0  444.0
2018 244  9  1 0600  -31.4  961.4    6.6  127.0  444.0  444.0
2018 244  9  1 0900  -31.0  962.2    5.1  141.0  444.0  444.0
2018 244  9  1 1200  -32.1  963.8    5.4  121.0  444.0  444.0
2018 244  9  1 1500  -30.1  965.6    7.1  143.0  444.0  444.0
2018 244  9  1 1800  -30.4  966.8   10.3  143.0  444.0  444.0
2018 244  9  1 2100  -30.5  967.8   10.5  150.0  444.0  444.0
2018 245  9  2 0000  -29.6  967.3    9.3  148.0  444.0  444.0
2018 245  9  2 0300  -29.6  966.9    8.3  149.0  444.0  444.0
2018 245  9  2 0600  -29.0  966.3   12.0  128.0  444.0  444.0
2018 245  9  2 0900  -30.8  964.7   14.9  111.0  444.0  444.0
2018 245  9  2 1200  -30.2  964.0   10.3  134.0  444.0  444.0
2018 245  9  2 1500  -24.0  958.5   13.0  179.0  444.0  444.0
2018 245  9  2 1800  -23.2  958.6   14.0  195.0  444.0  444.0
2018 245  9  2 2100  -24.2  954.5   18.6  179.0  444.0  444.0
2018 246  9  3 0000  -26.2  952.6   13.7   93.0  444.0  444.0
2018 246  9  3 0300  -25.5  949.4    0.2  150.0  444.0  444.0
2018 246  9  3 0600  -22.4  946.0    7.8  128.0  444.0  444.0
2018 246  9  3 0900  -20.1  941.9   14.5  169.0  444.0  444.0
2018 246  9  3 1200  -19.0  939.2   12.5  197.0  444.0  444.0
2018 246  9  3 1500  -22.0  936.5    3.4  353.0  444.0  444.0
2018 246  9  3 1800  -20.2  935.4    2.0  218.0  444.0  444.0
2018 246  9  3 2100  -21.4  934.7    5.4  250.0  444.0  444.0
2018 247  9  4 0000  -19.5  934.7    7.4  266.0  444.0  444.0
2018 247  9  4 0300  -16.4  935.1   11.3  159.0  444.0  444.0
2018 247  9  4 0600  -17.6  937.5    3.9  302.0  444.0  444.0
2018 247  9  4 0900  -18.1  939.4    1.7  200.0  444.0  444.0
2018 247  9  4 1200  -16.5  941.0   13.0  188.0  444.0  444.0
2018 247  9  4 1500  -17.9  944.6    3.4  270.0  444.0  444.0
2018 247  9  4 1800  -18.9  947.5    0.5  110.0  444.0  444.0
2018 247  9  4 2100  -19.0  949.8    1.7  201.0  444.0  444.0
2018 248  9  5 0000  -20.8  951.6    6.6  121.0  444.0  444.0
2018 248  9  5 0300  -21.2  953.4    4.9  158.0  444.0  444.0
2018 248  9  5 0600  -22.6  954.6    1.7  150.0  444.0  444.0
2018 248  9  5 0900  -23.6  956.3    0.0  136.0  444.0  444.0
2018 248  9  5 1200  -24.4  957.6    3.7  208.0  444.0  444.0
2018 248  9  5 1500  -23.6  958.6    2.0  177.0  444.0  444.0
2018 248  9  5 1800  -23.4  959.2    1.0  342.0  444.0  444.0
2018 248  9  5 2100  -26.9  960.7    2.2  143.0  444.0  444.0
2018 249  9  6 0000  -26.6  962.2    4.7  149.0  444.0  444.0
2018 249  9  6 0300  -25.4  962.8    2.7  165.0  444.0  444.0
2018 249  9  6 0600  -27.1  963.3    1.7  198.0  444.0  444.0
2018 249  9  6 0900  -30.8  963.3    1.0  134.0  444.0  444.0
2018 249  9  6 1200  -32.1  963.2    3.7  135.0  444.0  444.0
2018 249  9  6 1500  -30.9  963.4    1.5  146.0  444.0  444.0
2018 249  9  6 1800  -32.9  963.5    6.4  132.0  444.0  444.0
2018 249  9  6 2100  -33.2  963.9    4.7  146.0  444.0  444.0
2018 250  9  7 0000  -32.4  964.0    5.9  125.0  444.0  444.0
2018 250  9  7 0300  -31.4  964.8    5.4  148.0  444.0  444.0
2018 250  9  7 0600  -29.8  964.8    2.9  141.0  444.0  444.0
2018 250  9  7 0900  -28.9  964.2    2.5  224.0  444.0  444.0
2018 250  9  7 1200  -27.4  963.2    2.0  217.0  444.0  444.0
2018 250  9  7 1500  -27.5  962.6    2.5  257.0  444.0  444.0
2018 250  9  7 1800  -24.6  961.0    1.5  319.0  444.0  444.0
2018 250  9  7 2100  -24.4  961.0    2.2  160.0  444.0  444.0
2018 251  9  8 0000  -23.2  961.9    2.0  336.0  444.0  444.0
2018 251  9  8 0300  -21.8  963.1    0.0  193.0  444.0  444.0
2018 251  9  8 0600  -21.4  963.9    1.5  231.0  444.0  444.0
2018 251  9  8 0900  -22.4  965.2    0.0  221.0  444.0  444.0
2018 251  9  8 1200  -21.9  965.6    2.2  263.0  444.0  444.0
2018 251  9  8 1500  -30.1  967.4    7.1  138.0  444.0  444.0
2018 251  9  8 1800  -27.1  970.4    7.6  162.0  444.0  444.0
2018 251  9  8 2100  -28.8  972.4    3.4  158.0  444.0  444.0
2018 252  9  9 0000  -25.0  974.7    2.2  259.0  444.0  444.0
2018 252  9  9 0300  444.0  976.4    0.0  240.0  444.0  444.0
2018 252  9  9 0600  -27.2  978.2    1.0  198.0  444.0  444.0
2018 252  9  9 0900  -27.6  979.8    0.0  290.0  444.0  444.0
2018 252  9  9 1200  -26.6  980.2    4.2  257.0  444.0  444.0
2018 252  9  9 1500  -28.8  980.5    2.5  326.0  444.0  444.0
2018 252  9  9 1800  -26.9  979.9    2.0  284.0  444.0  444.0
2018 252  9  9 2100  -24.9  980.7    1.7  246.0  444.0  444.0
2018 253  9 10 0000  -26.4  981.4    3.4  158.0  444.0  444.0
2018 253  9 10 0300  -27.4  983.2    4.2  146.0  444.0  444.0
2018 253  9 10 0600  -26.8  983.2    2.9  156.0  444.0  444.0
2018 253  9 10 0900  -27.1  984.5    0.0  283.0  444.0  444.0
2018 253  9 10 1200  -26.4  984.7    5.4  288.0  444.0  444.0
2018 253  9 10 1500  -29.6  986.5    2.9  127.0  444.0  444.0
2018 253  9 10 1800  -27.9  987.2    1.0  150.0  444.0  444.0
2018 253  9 10 2100  -26.0  987.9    0.0  266.0  444.0  444.0
2018 254  9 11 0000  -27.2  988.0    1.0  300.0  444.0  444.0
2018 254  9 11 0300  -25.5  987.1    1.0  297.0  444.0  444.0
2018 254  9 11 0600  -26.8  986.4    2.2  314.0  444.0  444.0
2018 254  9 11 0900  -25.2  985.7    0.5  335.0  444.0  444.0
2018 254  9 11 1200  -28.4  985.6    0.0  146.0  444.0  444.0
2018 254  9 11 1500  -25.8  984.7    0.2  249.0  444.0  444.0
2018 254  9 11 1800  -27.1  984.2    0.0   69.0  444.0  444.0
2018 254  9 11 2100  -26.0  984.9    1.7  145.0  444.0  444.0
2018 255  9 12 0000  -23.8  984.8    0.7  150.0  444.0  444.0
2018 255  9 12 0300  -26.4  984.6    2.0  150.0  444.0  444.0
2018 255  9 12 0600  -24.9  984.4    1.7  134.0  444.0  444.0
2018 255  9 12 0900  -23.6  984.2    0.7  139.0  444.0  444.0
2018 255  9 12 1200  -24.0  983.4    0.0  214.0  444.0  444.0
2018 255  9 12 1500  -25.4  981.8    1.7  138.0  444.0  444.0
2018 255  9 12 1800  -27.6  979.7    1.5  127.0  444.0  444.0
2018 255  9 12 2100  -27.4  978.0    2.2  136.0  444.0  444.0
2018 256  9 13 0000  -25.8  976.6    1.2  139.0  444.0  444.0
2018 256  9 13 0300  -26.0  975.9    5.1  143.0  444.0  444.0
2018 256  9 13 0600  -29.9  976.1    3.2  110.0  444.0  444.0
2018 256  9 13 0900  -27.2  976.7    7.6  174.0  444.0  444.0
2018 256  9 13 1200  -26.4  977.5    6.1  167.0  444.0  444.0
2018 256  9 13 1500  -29.1  978.1    0.0  277.0  444.0  444.0
2018 256  9 13 1800  -26.2  978.5    5.1  132.0  444.0  444.0
2018 256  9 13 2100  -28.1  978.9    1.5  134.0  444.0  444.0
2018 257  9 14 0000  -27.4  979.7    3.2  145.0  444.0  444.0
2018 257  9 14 0300  -28.0  979.3    4.9  150.0  444.0  444.0
2018 257  9 14 0600  -29.5  979.2    3.9  146.0  444.0  444.0
2018 257  9 14 0900  -27.5  979.1    1.7  188.0  444.0  444.0
2018 257  9 14 1200  -27.1  978.4    2.5  215.0  444.0  444.0
2018 257  9 14 1500  -31.4  977.5    1.7  150.0  444.0  444.0
2018 257  9 14 1800  -30.4  977.2    4.2  141.0  444.0  444.0
2018 257  9 14 2100  -26.9  977.2    1.2  191.0  444.0  444.0
2018 258  9 15 0000  -26.9  976.6    4.9  169.0  444.0  444.0
2018 258  9 15 0300  -26.8  975.9    5.1  150.0  444.0  444.0
2018 258  9 15 0600  -30.8  975.4    5.4  150.0  444.0  444.0
2018 258  9 15 0900  -31.1  974.7    4.7  135.0  444.0  444.0
2018 258  9 15 1200  -34.5  975.2    3.4  134.0  444.0  444.0
2018 258  9 15 1500  -31.6  973.9    5.6  138.0  444.0  444.0
2018 258  9 15 1800  -33.8  974.5    7.4  143.0  444.0  444.0
2018 258  9 15 2100  -33.1  974.2    5.6  143.0  444.0  444.0
2018 259  9 16 0000  -28.9  974.0    9.1  136.0  444.0  444.0
2018 259  9 16 0300  -28.5  973.6    1.7  142.0  444.0  444.0
2018 259  9 16 0600  -30.5  972.6    2.7  135.0  444.0  444.0
2018 259  9 16 0900  -29.1  971.4    3.9  145.0  444.0  444.0
2018 259  9 16 1200  -22.1  968.4   15.9  176.0  444.0  444.0
2018 259  9 16 1500  -20.9  967.1   15.2  180.0  444.0  444.0
2018 259  9 16 1800  -20.1  966.0   15.7  190.0  444.0  444.0
2018 259  9 16 2100  -20.0  966.0   13.5  172.0  444.0  444.0
2018 260  9 17 0000  -18.8  965.5   16.2  181.0  444.0  444.0
2018 260  9 17 0300  -17.8  965.9   15.9  188.0  444.0  444.0
