Year: 2018  Month: 05  ID: WFD  ARGOS: 99502  Name: Willie Field        
2018 124  5  4 1500  -29.5  990.7    5.2   19.7   77.4    1.3
2018 124  5  4 1800  -28.2  991.7    4.1   28.3   76.6    4.5
2018 124  5  4 2100  -27.2  992.5    2.8   89.9   75.8    1.1
2018 125  5  5 0000  -27.3  993.5    4.1  215.5   73.8    1.8
2018 125  5  5 0300  -30.0  993.7    5.2   16.3   78.6    0.7
2018 125  5  5 0600  -21.6  993.2    2.4    2.6   74.9    1.2
2018 125  5  5 0900  -28.1  994.0    5.8   80.4   78.2   -0.0
2018 125  5  5 1200  -28.5  993.8    5.4  108.0   72.0   -0.0
2018 125  5  5 1500  -30.1  993.3    3.2   27.1   68.0    0.7
2018 125  5  5 1800  -33.4  991.9    3.5   63.4   71.4    1.3
2018 125  5  5 2100  -35.4  990.9    3.6   87.3   70.4    4.0
2018 126  5  6 0000  -32.4  989.1    2.9   32.6   78.5    5.0
2018 126  5  6 0300  -29.7  988.5    3.0   26.6   80.8    7.1
2018 126  5  6 0600  -40.4  988.4    3.2   29.7   65.2    0.1
2018 126  5  6 0900  -31.5  987.3    2.3   62.9   74.1    0.1
2018 126  5  6 1200  -32.5  986.6    3.1  115.2   73.1   -0.1
2018 126  5  6 1500  -30.7  986.1    2.1   59.7   75.0   -0.0
2018 126  5  6 1800  -30.3  986.1    2.1   62.0   75.1   -0.0
2018 126  5  6 2100  -32.4  987.0    2.9   14.8   72.9   -0.0
2018 127  5  7 0000  -34.8  987.1    2.3   78.5   69.5    0.6
2018 127  5  7 0300  -35.0  985.7    2.8  133.5   71.5    4.6
2018 127  5  7 0600  -36.3  985.7    1.6   61.1   68.6   -0.0
2018 127  5  7 0900  -37.8  986.5    3.3   61.5   67.2   -0.0
2018 127  5  7 1200  -36.7  986.5    3.0    8.5   67.7    0.1
2018 127  5  7 1500  -35.3  987.1    3.5   33.8   70.8    2.8
2018 127  5  7 1800  -41.0  987.8    3.0   58.5   63.0    2.6
2018 127  5  7 2100  -36.6  990.7    2.3   38.5   68.7    5.8
2018 128  5  8 0000  -42.0  992.4    2.9   30.2   62.5    2.1
2018 128  5  8 0300  -39.5  993.2    2.2   18.9   66.9    6.0
2018 128  5  8 0600  -47.4  993.9    3.4   45.8   56.5    0.1
2018 128  5  8 0900  -46.6  995.0    2.7   35.6   57.6    0.6
2018 128  5  8 1200  -48.0  994.1    0.4   84.5   55.4    0.2
2018 128  5  8 1500  -44.0  992.7    0.5  184.8   61.9    2.0
2018 128  5  8 1800  -40.2  992.9    0.3  205.8   61.7    1.9
2018 128  5  8 2100  -35.2  991.4    0.2  345.3   68.2    2.7
2018 129  5  9 0000  -38.2  991.0    0.5  209.2   64.9    0.6
2018 129  5  9 0300  -36.1  991.2    0.7   23.7   69.5    2.6
2018 129  5  9 0600  -36.8  991.1    2.5    6.7   73.0    4.8
2018 129  5  9 0900  -32.2  989.0    0.8  323.5   71.2    1.7
2018 129  5  9 1200  -32.9  987.8    1.7   15.1   73.5    5.9
2018 129  5  9 1500  -36.4  986.5    1.7   24.7   71.6    2.9
2018 129  5  9 1800  -35.4  985.7    1.8   20.6   69.9    1.4
2018 129  5  9 2100  -39.2  983.8    1.6   22.6   65.7    2.1
2018 130  5 10 0000  -35.3  981.4    1.8   16.4   70.1    3.0
2018 130  5 10 0300  -40.6  980.4    1.3   92.3   62.4    2.5
2018 130  5 10 0600  -39.1  978.8    0.7   75.0   66.3    4.7
2018 130  5 10 0900  -39.6  977.0    0.5   57.5   67.2    6.4
2018 130  5 10 1200  -41.5  976.0    1.4   30.4   61.5    4.0
2018 130  5 10 1500  -47.9  975.5    1.2   37.3   55.5    0.3
2018 130  5 10 1800  -36.4  975.9    1.1    8.6   70.3    7.8
2018 130  5 10 2100  -45.1  974.3    0.0    0.0   59.0    1.3
2018 131  5 11 0000  -43.2  972.9    0.7  178.8   60.3    1.2
2018 131  5 11 0300  -41.0  972.2    0.9  142.2   63.2    0.6
2018 131  5 11 0600  -34.7  971.5    2.2  191.1   68.2    0.2
2018 131  5 11 0900  -22.0  969.5    2.7   54.9   82.9    0.8
2018 131  5 11 1200  -31.8  973.1    7.1   53.6   74.2   -0.0
2018 131  5 11 1500  -25.2  970.8    5.7   73.2   80.2    0.5
2018 131  5 11 1800  -26.7  968.9    6.8   36.4   81.9    0.6
2018 131  5 11 2100  -18.2  968.7    1.3  345.6   86.8    1.3
2018 132  5 12 0000  -25.3  966.8    2.8  182.4   79.7    0.5
2018 132  5 12 0300  -16.4  963.4   10.0  326.1   87.1    0.1
2018 132  5 12 0600  -15.0  962.8    9.4  308.6   74.2    0.1
2018 132  5 12 0900  -14.3  963.7    4.5  215.4   72.9    0.2
2018 132  5 12 1200  -15.9  966.0    3.6  179.3   82.2    0.7
2018 132  5 12 1500  -17.1  969.7   11.1  132.6   87.6    0.1
2018 132  5 12 1800  -22.1  972.7    4.5   27.7   81.0    0.3
2018 132  5 12 2100  -17.0  974.0    3.0   32.9   85.4    0.4
2018 133  5 13 0000  -13.7  975.2    1.8   61.8   86.6    0.1
2018 133  5 13 0300  -14.0  975.9    4.3   66.8   82.8    0.5
2018 133  5 13 0600  -18.0  977.1    4.2  347.9   87.6    1.6
2018 133  5 13 0900  -12.5  977.6    5.3  152.5   82.2    0.8
2018 133  5 13 1200  -12.3  977.8    3.8  103.0   74.0    0.9
2018 133  5 13 1500  -11.8  979.6    1.6  225.0   72.4    0.5
2018 133  5 13 1800  -11.7  978.7   12.7  185.1   86.4    0.2
2018 133  5 13 2100  -12.6  978.5   13.9  171.8   84.7    0.2
2018 134  5 14 0000  -11.3  979.8    7.0  142.2   77.1    0.2
2018 134  5 14 0300  -10.1  978.2    3.2  161.8   91.3    0.1
2018 134  5 14 0600  -11.9  978.1    1.5  107.6   92.4    0.2
2018 134  5 14 0900  -11.2  976.5    2.5   27.9   89.3    0.7
2018 134  5 14 1200  -12.1  976.4    2.1   99.6   90.3    0.2
2018 134  5 14 1500  -11.1  975.5    3.9   29.3   92.4    0.1
2018 134  5 14 1800  -10.2  975.2    5.9   73.5   87.5    0.2
2018 134  5 14 2100  -11.3  975.8    4.5   97.3   87.3    0.3
2018 135  5 15 0000  -10.1  975.5    8.8  170.9   92.2    0.1
2018 135  5 15 0300  -10.9  977.1    5.8  182.6   89.8    0.2
2018 135  5 15 0600  -11.6  977.8    6.9  170.7   91.1    0.1
2018 135  5 15 0900  -12.9  979.3    9.4  162.7   90.3    0.1
2018 135  5 15 1200  -14.4  981.0   12.5  149.4   90.0    0.0
2018 135  5 15 1500  -15.5  983.2   13.4  144.7   87.6    0.1
2018 135  5 15 1800  -24.2  988.7   10.3  101.6   80.9   -0.1
2018 135  5 15 2100  -23.0  992.6   10.2  104.7   84.2    0.1
2018 136  5 16 0000  -20.3  993.5   16.4  155.4   85.2   -0.0
2018 136  5 16 0300  -22.8  995.3   17.2  150.2   82.8   -0.0
2018 136  5 16 0600  -21.9  994.8   15.3  153.3   83.4    0.0
2018 136  5 16 0900  -20.4  995.5    4.9   80.9   75.2    0.1
2018 136  5 16 1200  -19.3  993.8    5.0   79.8   76.5    0.2
2018 136  5 16 1500  -21.2  992.4    4.2   62.0   81.9    0.0
2018 136  5 16 1800  -22.1  990.6    2.2   90.9   82.0    0.2
2018 136  5 16 2100  -22.5  989.6    1.1   17.4   82.7    1.1
2018 137  5 17 0000  -21.4  990.2    2.4   96.8   87.0    1.8
2018 137  5 17 0300  -23.8  990.6    3.3   35.3   83.1    7.3
2018 137  5 17 0600  -20.8  991.9    2.3  353.1   85.8    5.1
2018 137  5 17 0900  -24.6  995.8    3.3   20.2   81.2    1.2
2018 137  5 17 1200  -21.1  998.0    3.2  358.7   72.7    5.4
2018 137  5 17 1500  -20.8 1000.4    6.7  152.0   78.1    0.6
2018 137  5 17 1800  -21.7 1003.2    7.7  154.2   80.2    0.3
2018 137  5 17 2100  -24.4 1005.4    5.1    4.9   78.8    1.3
2018 138  5 18 0000  -24.2 1007.3    5.2   13.4   76.9    0.8
2018 138  5 18 0300  -23.7 1007.6    3.7  179.3   79.6    0.6
2018 138  5 18 0600  -19.2 1007.1    3.4  274.8   76.7    2.8
2018 138  5 18 0900  -22.7 1007.2    0.1  181.9   81.2    2.0
2018 138  5 18 1200  -22.3 1005.9    2.2   28.3   75.6    1.1
2018 138  5 18 1500  -21.9 1003.5    2.5    2.2   83.8    0.3
2018 138  5 18 1800  -21.9 1001.2    4.0   31.5   85.1    0.1
2018 138  5 18 2100  -22.9  999.6    3.1   52.3   82.8    0.0
2018 139  5 19 0000  -23.7  997.4    0.6   98.3   82.3    0.4
2018 139  5 19 0300  -23.6  996.5    3.3   39.1   82.7    0.1
2018 139  5 19 0600  -24.3  995.6    4.5  109.2   82.3    0.0
2018 139  5 19 0900  -25.7  996.6    5.6   85.5   80.4    0.1
2018 139  5 19 1200  -30.3  996.0    5.3   66.6   76.6    0.3
2018 139  5 19 1500  -32.0  996.6    4.6   70.9   72.8    0.5
2018 139  5 19 1800  -33.5  996.1    4.3   11.7   72.4    1.5
2018 139  5 19 2100  -27.2  995.1    1.7  341.1   80.0    2.6
2018 140  5 20 0000  -32.6  994.2    0.3   96.4   73.1    3.7
2018 140  5 20 0300  -33.8  994.2    2.0   13.0   76.1    4.5
2018 140  5 20 0600  -37.0  995.1    4.0   35.3   67.2    2.4
2018 140  5 20 0900  -34.1  996.2    4.2    9.2   72.4    1.5
2018 140  5 20 1200  -30.7  996.8    3.0   32.8   73.5    7.5
2018 140  5 20 1500  -30.8  998.0    1.9   47.6   75.9    8.8
2018 140  5 20 1800  -33.0  999.2    2.1   42.1   72.3    7.9
2018 140  5 20 2100  -38.0 1000.0    0.1  141.6   63.9    5.1
2018 141  5 21 0000  -29.9 1002.3    0.0  278.3   74.8    1.8
2018 141  5 21 0300  -28.6 1001.6    0.4  251.1   77.9    0.5
2018 141  5 21 0600  -33.5 1002.5    2.2   89.4   72.9    0.6
2018 141  5 21 0900  -27.8 1003.2    1.1  114.3   77.6    1.6
2018 141  5 21 1200  -26.9 1004.0    2.2   38.5   77.1    1.6
2018 141  5 21 1500  -28.5 1005.2    3.2  106.3   77.9    1.3
2018 141  5 21 1800  -26.0 1006.5    5.8   88.4   80.1    0.3
2018 141  5 21 2100  -30.7 1009.6    7.2   85.4   75.2    0.1
2018 142  5 22 0000  -31.5 1011.2    4.2   57.1   74.7    0.1
2018 142  5 22 0300  -30.0 1012.8    6.4   68.2   75.3    0.2
2018 142  5 22 0600  -29.6 1012.4    4.6   59.6   72.3    0.3
2018 142  5 22 0900  -27.9 1012.0    5.8  134.9   75.7    0.4
2018 142  5 22 1200  -26.6 1010.9   10.1   71.9   74.6    0.2
2018 142  5 22 1500  -25.7 1008.6    7.7   82.4   56.6    0.2
2018 142  5 22 1800  -23.8 1007.8    6.3   77.2   52.9    0.3
2018 142  5 22 2100  -23.3 1005.6    7.2   57.7   55.3    0.2
2018 143  5 23 0000  -22.7 1004.5    6.6   70.5   67.5    0.2
2018 143  5 23 0300  -23.7 1002.7    7.4   46.5   70.6    0.1
2018 143  5 23 0600  -25.5 1001.3    7.0   71.4   71.7    0.1
2018 143  5 23 0900  -26.4  999.6    5.9   39.6   72.5    0.1
2018 143  5 23 1200  -29.2  997.4    2.8   52.1   69.8    0.5
2018 143  5 23 1500  -29.8  994.3    4.0   20.6   72.0    1.5
2018 143  5 23 1800  -32.5  992.4    2.8   44.3   73.2    0.5
2018 143  5 23 2100  -29.7  990.4    0.8  157.7   73.6    1.6
2018 144  5 24 0000  -25.6  989.4    3.8   10.0   80.2    2.4
2018 144  5 24 0300  -24.0  986.4    4.0  358.5   82.9    5.5
2018 144  5 24 0600  -23.3  984.8    3.5   18.6   81.5    9.0
2018 144  5 24 0900  -31.1  984.4    2.6   42.3   75.5    6.7
2018 144  5 24 1200  -36.8  984.6    2.7   57.3   69.0    0.4
2018 144  5 24 1500  -31.2  984.2    2.8   15.3   75.2    4.5
2018 144  5 24 1800  -29.5  983.0    0.4  157.2   77.4    3.2
2018 144  5 24 2100  -29.2  982.9    0.6   41.0   77.1    0.9
2018 145  5 25 0000  -25.6  982.4    1.2   24.8   82.0    1.3
2018 145  5 25 0300  -24.1  982.4    1.0  159.7   81.9    0.5
2018 145  5 25 0600  -23.0  981.7    0.9  145.4   80.6    1.0
2018 145  5 25 0900  -17.0  981.4    4.2  234.6   79.4    0.2
2018 145  5 25 1200  -19.4  981.0    3.8  209.5   80.3    0.4
2018 145  5 25 1500  -19.2  980.8    0.6  339.9   83.2    1.2
2018 145  5 25 1800  -19.4  981.9    2.1  215.4   84.6    0.2
2018 145  5 25 2100  -23.8  982.2    2.2   89.8   82.5    0.9
2018 146  5 26 0000  -21.7  984.0    2.0  347.2   86.1    1.9
2018 146  5 26 0300  -25.2  984.2    2.1  208.3   82.4    1.1
2018 146  5 26 0600  -27.4  985.2    2.2  225.8   81.7    1.9
2018 146  5 26 0900  -26.3  986.4    0.1  236.1   77.8    1.7
2018 146  5 26 1200  -28.0  988.7    1.8   67.9   81.0    4.7
2018 146  5 26 1500  -29.7  989.9    2.1   30.9   76.9    6.3
2018 146  5 26 1800  -36.5  991.9    1.1   85.4   68.6    0.7
2018 146  5 26 2100  -38.5  995.2    0.2   35.6   66.3    0.9
2018 147  5 27 0000  -36.6  997.6    0.8   32.8   68.8    0.5
2018 147  5 27 0300  -32.6  999.4    0.5   48.5   73.8    1.4
2018 147  5 27 0600  -32.2 1000.6    0.3   79.1   74.2    1.9
2018 147  5 27 0900  -29.5 1001.6    0.1   28.2   76.1    1.8
2018 147  5 27 1200  -26.0 1001.4    0.3   48.7   79.9    0.4
2018 147  5 27 1500  -26.8 1002.2    0.3   69.1   78.9    0.0
2018 147  5 27 1800  -26.4 1003.0    0.4   26.6   79.5    0.1
2018 147  5 27 2100  -26.3 1003.5    0.1   47.9   79.5    0.3
2018 148  5 28 0000  -30.6 1003.2    0.3   82.3   75.7    4.7
2018 148  5 28 0300  -37.0 1003.5    0.2   51.7   66.9    1.8
2018 148  5 28 0600  -35.5 1003.5    0.3   10.4   70.4    0.9
2018 148  5 28 0900  -35.1 1002.9    0.2   25.9   68.7    3.7
2018 148  5 28 1200  -34.4 1002.9    0.3   25.9   71.7    3.4
2018 148  5 28 1500  -34.6 1003.0    0.3    7.8   71.6    1.3
2018 148  5 28 1800  -35.1 1002.3    0.3   12.3   71.0    4.8
2018 148  5 28 2100  -30.5 1002.5    0.0    0.0   74.9    5.2
2018 149  5 29 0000  -35.9 1002.2    0.0    0.0   68.7    6.5
2018 149  5 29 0300  -33.7  999.6    0.0    0.0   71.9    3.7
2018 149  5 29 0600  -29.5  997.8    0.3  222.9   74.7    0.6
2018 149  5 29 0900  -27.8  994.8    4.5  248.3   73.7    0.6
2018 149  5 29 1200  -28.2  992.0    2.2  220.6   77.5    1.0
2018 149  5 29 1500  -30.8  990.9    1.7  117.0   74.4    5.5
2018 149  5 29 1800  -34.7  990.4    2.8   14.8   72.3    5.2
2018 149  5 29 2100  -32.2  992.4    3.2   13.4   73.5    6.7
2018 150  5 30 0000  -35.8  994.7    2.4   41.4   64.3    6.2
2018 150  5 30 0300  -43.9  995.0    2.0   78.2   61.0    2.3
2018 150  5 30 0600  -40.8  997.2    0.7   29.6   64.9    3.3
2018 150  5 30 0900  -41.5  998.1    1.4  130.4   64.6    2.8
2018 150  5 30 1200  -38.4  998.0    2.5  182.4   66.4    1.9
2018 150  5 30 1500  -40.7  998.7    0.4    7.7   63.0    1.7
2018 150  5 30 1800  -36.1  999.9    2.7   21.5   70.5    5.3
2018 150  5 30 2100  -29.1  999.4    1.0  130.3   76.2   12.9
2018 151  5 31 0000  -37.1 1001.7    3.5   10.8   68.9    1.5
2018 151  5 31 0300  -35.0 1002.2    5.1   17.2   71.7    2.1
2018 151  5 31 0600  -32.0 1003.0    5.9   29.4   74.0    0.8
2018 151  5 31 0900  -34.4 1003.5    0.7   28.6   71.0    1.9
2018 151  5 31 1200  -36.5 1004.0    2.9   21.3   69.5    0.8
2018 151  5 31 1500  -34.7 1003.9    5.2   13.4   72.1    2.5
2018 151  5 31 1800  -27.8 1004.2    4.1   17.9   76.9    4.2
2018 151  5 31 2100  -33.7 1003.8    0.8  226.4   71.8    1.5
