Year: 2018  Month: 08  ID: POS  ARGOS:  8984  Name: Possession Island   
Lat: 71.90S  Lon: 171.22E  Elev:   30m
2018 213  8  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 213  8  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 213  8  1 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 213  8  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 213  8  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 213  8  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 213  8  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 213  8  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 214  8  2 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 215  8  3 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 216  8  4 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 217  8  5 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 218  8  6 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 219  8  7 0000  -27.0  987.1  444.0  444.0  444.0  444.0
2018 219  8  7 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 219  8  7 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 219  8  7 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 219  8  7 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 219  8  7 1500  444.0  444.0  444.0  444.0  444.0  444.0
