Year: 2018  Month: 09  ID: EKN  ARGOS:  8923  Name: Evans Knoll         
Lat: 74.85S  Lon: 100.41W  Elev:  188m                  
2018 244  9  1 0000  -27.5  943.3    0.6  444.0   76.9  444.0
2018 244  9  1 0300  -29.6  945.1    4.4  444.0   76.0  444.0
2018 244  9  1 0600  -31.2  947.3    6.4  444.0   73.5  444.0
2018 244  9  1 0900  -32.9  949.2    5.4  444.0   72.0  444.0
2018 244  9  1 1200  -33.5  951.2    3.3  444.0   70.9  444.0
2018 244  9  1 1500  -32.6  952.7    2.9  444.0   72.0  444.0
2018 244  9  1 1800  -30.7  953.9    3.3  444.0   74.7  444.0
2018 244  9  1 2100  -30.1  955.0    0.0  444.0   74.0  444.0
2018 245  9  2 0000  -30.1  955.6    0.1  444.0   75.0  444.0
2018 245  9  2 0300  -29.0  955.5    0.2  444.0   76.0  444.0
2018 245  9  2 0600  -29.3  956.3    1.5  444.0   75.3  444.0
2018 245  9  2 0900  -31.2  956.8    0.8  444.0   72.6  444.0
2018 245  9  2 1200  -31.5  959.0    0.1  444.0   73.0  444.0
2018 245  9  2 1500  -33.5  961.0    0.4  444.0   69.6  444.0
2018 245  9  2 1800  -34.4  961.9    1.5  444.0   71.0  444.0
2018 245  9  2 2100  -34.1  962.9    1.8  444.0   69.8  444.0
2018 246  9  3 0000  -32.8  962.9    3.3  444.0   71.1  444.0
2018 246  9  3 0300  -32.5  962.1    1.5  444.0   72.0  444.0
2018 246  9  3 0600  -36.0  960.3    2.2  444.0   69.0  444.0
2018 246  9  3 0900  -31.0  958.2    2.1  444.0   73.0  444.0
2018 246  9  3 1200  -30.8  956.0    1.3  444.0   74.0  444.0
2018 246  9  3 1500  -27.1  953.3    3.8  444.0   76.0  444.0
2018 246  9  3 1800  -25.5  952.1    1.9  444.0   78.0  444.0
2018 246  9  3 2100  -25.9  950.7    2.2  444.0   78.4  444.0
2018 247  9  4 0000  -25.2  950.0    0.6  444.0   79.0  444.0
2018 247  9  4 0300  -25.8  950.5    2.3  444.0   78.2  444.0
2018 247  9  4 0600  -26.9  950.3    6.6  444.0   78.0  444.0
2018 247  9  4 0900  -26.9  949.6    1.8  444.0   78.0  444.0
2018 247  9  4 1200  -27.0  947.4    4.7  444.0   77.4  444.0
2018 247  9  4 1500  -26.3  944.7    1.8  444.0   78.0  444.0
2018 247  9  4 1800  -25.8  942.9    3.2  444.0   78.0  444.0
2018 247  9  4 2100  -25.4  942.6    6.6  444.0   79.0  444.0
2018 248  9  5 0000  -25.5  942.8    5.0  444.0   79.0  444.0
2018 248  9  5 0300  -27.0  942.5    3.3  444.0   79.0  444.0
2018 248  9  5 0600  -25.4  941.7    6.6  444.0   79.0  444.0
2018 248  9  5 0900  -25.8  938.9    7.4  444.0   75.0  444.0
2018 248  9  5 1200  -28.6  933.0   10.3  444.0   75.0  444.0
2018 248  9  5 1500  -26.7  928.0   10.1  444.0   78.0  444.0
2018 248  9  5 1800  -23.8  922.4   13.4  444.0   80.4  444.0
2018 248  9  5 2100  -22.5  918.1   24.0  444.0   82.0  444.0
2018 249  9  6 0000  -21.1  912.2   17.6  444.0   83.0  444.0
2018 249  9  6 0300  -21.2  914.4   10.6  444.0   85.0  444.0
2018 249  9  6 0600  -16.0  918.7    5.6  444.0   87.8  444.0
2018 249  9  6 0900  -16.4  922.0    7.6  444.0   87.0  444.0
2018 249  9  6 1200  -17.6  922.3    9.8  444.0   90.0  444.0
2018 249  9  6 1500  -20.5  919.6   17.1  444.0   82.0  444.0
2018 249  9  6 1800  -12.9  921.5   12.7  444.0   89.4  444.0
2018 249  9  6 2100  -13.3  921.5    1.4  444.0   81.0  444.0
2018 250  9  7 0000  -13.1  921.3    4.5  444.0   75.0  444.0
2018 250  9  7 0300  -13.0  921.9    3.9  444.0   90.0  444.0
2018 250  9  7 0600  -14.0  923.3    8.1  444.0   76.0  444.0
2018 250  9  7 0900  -14.0  924.9    8.4  444.0   75.9  444.0
2018 250  9  7 1200  -15.7  927.4    4.7  444.0   85.0  444.0
2018 250  9  7 1500  -17.9  931.9    4.5  444.0   79.0  444.0
2018 250  9  7 1800  -17.6  936.2    2.7  444.0   86.4  444.0
2018 250  9  7 2100  -16.9  939.9    0.8  444.0   87.0  444.0
2018 251  9  8 0000  -17.6  942.4    5.7  444.0   86.0  444.0
2018 251  9  8 0300  -17.2  943.4    5.8  444.0   87.0  444.0
2018 251  9  8 0600  -17.6  944.5    2.3  444.0   70.0  444.0
2018 251  9  8 0900  -17.7  944.6    4.9  444.0   56.0  444.0
2018 251  9  8 1200  -16.4  944.5    0.0  444.0   50.2  444.0
2018 251  9  8 1500  -25.5  942.8   10.5  444.0   78.8  444.0
