Year: 2018  Month: 03  ID: WFD  ARGOS: 99502  Name: Willie Field        
Lat: 77.88S  Lon: 166.96E  Elev:   12m
2018  60  3  1 0000  -14.6  984.9    7.5   67.6   88.1    0.0
2018  60  3  1 0300  -13.3  985.4    7.6   61.1   88.4   -0.1
2018  60  3  1 0600  -13.8  986.0    8.0   57.8   88.2   -0.0
2018  60  3  1 0900  -14.6  986.4    8.4   72.9   87.4    0.0
2018  60  3  1 1200  -15.1  986.3    7.8   63.4   86.2    0.1
2018  60  3  1 1500  -15.7  986.9    7.7   62.0   86.3    0.0
2018  60  3  1 1800  -15.2  986.6    7.7   64.3   84.2    0.1
2018  60  3  1 2100  -15.1  986.9    7.8   80.4   87.7    0.0
2018  61  3  2 0000  -15.5  986.9    9.4   91.7   84.8   -0.0
2018  61  3  2 0300  -15.5  986.9    7.4   81.0   84.1   -0.0
2018  61  3  2 0600  -15.6  986.8    7.5   77.3   86.2    0.0
2018  61  3  2 0900  -15.6  986.6    7.7  101.6   86.6    0.0
2018  61  3  2 1200  -14.6  986.3    8.6  116.9   86.8    0.1
2018  61  3  2 1500  -16.6  987.8    7.5   85.4   87.9   -0.0
2018  61  3  2 1800  -17.3  987.6    7.4   53.1   86.3    0.0
2018  61  3  2 2100  -17.3  988.7    8.4   65.9   84.5    0.0
2018  62  3  3 0000  -17.8  990.0    8.8   78.9   80.4   -0.0
2018  62  3  3 0300  -17.9  990.5    7.3   62.2   79.6   -0.1
2018  62  3  3 0600  -17.6  990.3    6.9   54.5   82.0    0.0
2018  62  3  3 0900  -18.2  991.4    4.5   59.6   83.2    0.1
2018  62  3  3 1200  -18.7  991.8    6.0   46.1   82.5    0.1
2018  62  3  3 1500  -19.0  992.0    5.0   52.1   79.1   -0.0
2018  62  3  3 1800  -19.7  991.9    4.1   63.6   75.0   -0.0
2018  62  3  3 2100  -22.4  991.3    2.5   60.0   76.3   -0.1
2018  63  3  4 0000  -20.3  991.8    4.4   67.2   72.3   -0.1
2018  63  3  4 0300  -21.3  990.7    3.4   89.0   76.3   -0.0
2018  63  3  4 0600  -21.1  990.2    2.3   51.4   84.7   -0.1
2018  63  3  4 0900  -21.7  990.9    1.9   10.8   85.6    0.3
2018  63  3  4 1200  -22.0  990.9    1.7   31.0   87.3    1.1
2018  63  3  4 1500  -19.9  990.7    3.6   36.0   86.8    0.1
2018  63  3  4 1800  -18.0  991.0    0.9   49.6   87.6    0.6
2018  63  3  4 2100  -17.4  990.6    5.1  295.4   88.4    0.0
2018  64  3  5 0000  -15.1  992.9    1.8  130.8   84.8   -0.2
2018  64  3  5 0300  -18.2  995.0    7.9   50.2   83.0   -0.1
2018  64  3  5 0600  -17.4  996.0    7.6   56.6   84.9   -0.0
2018  64  3  5 0900  -18.5  997.0    7.5   59.6   84.9    0.0
2018  64  3  5 1200  -18.5  996.8    6.0   57.3   83.2    0.1
2018  64  3  5 1500  -16.8  996.6    7.2   68.9   85.1    0.1
2018  64  3  5 1800  -18.4  996.3    7.2  100.3   83.8    0.0
2018  64  3  5 2100  -18.2  996.3    6.7   81.1   81.1   -0.0
2018  65  3  6 0000  -17.9  994.7    7.2   63.6   81.7   -0.0
2018  65  3  6 0300  -17.8  994.1    6.7   64.6   83.3    0.0
2018  65  3  6 0600  -20.1  993.6    7.8   60.5   76.5    0.1
2018  65  3  6 0900  -24.5  992.7    4.5   27.1   76.5    0.4
2018  65  3  6 1200  -23.9  991.0    5.9   35.0   76.0    0.5
2018  65  3  6 1500  -25.2  990.1    4.7   53.0   77.0    0.5
2018  65  3  6 1800  -23.3  989.3    4.7   23.6   77.6    0.1
2018  65  3  6 2100  -24.0  988.1    3.0   53.9   72.0    0.0
2018  66  3  7 0000  -22.9  987.1    7.4   51.2   67.3    0.0
2018  66  3  7 0300  -22.1  985.7    7.4   79.5   60.0    0.1
2018  66  3  7 0600  -21.7  984.3    7.1   62.4   63.9   -0.0
2018  66  3  7 0900  -26.0  982.4    4.8   51.8   70.2    0.4
2018  66  3  7 1200  -25.1  981.7    7.1   41.5   70.1    0.1
2018  66  3  7 1500  -25.6  980.7    7.0   45.2   67.6    0.1
2018  66  3  7 1800  -26.9  979.8    5.1   50.2   72.3   -0.0
2018  66  3  7 2100  -27.2  978.1    6.2   92.1   73.5   -0.1
2018  67  3  8 0000  -26.0  977.7    4.5   84.5   71.2   -0.1
2018  67  3  8 0300  -25.3  977.8    5.0  101.4   68.3   -0.1
2018  67  3  8 0600  -26.3  976.3    6.4   96.7   69.4   -0.0
2018  67  3  8 0900  -27.4  977.0    3.1   66.2   72.3   -0.0
2018  67  3  8 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018  67  3  8 1500  -30.9  977.6    3.1   33.0   80.3    2.1
2018  67  3  8 1800  -31.3  976.8    3.5   25.7   77.8    3.0
2018  67  3  8 2100  -28.9  977.7    2.8   32.5   75.5    0.9
2018  68  3  9 0000  -26.1  977.3    3.1   92.8   77.8   -0.1
2018  68  3  9 0300  -22.0  977.5    6.9   71.3   82.2   -0.0
2018  68  3  9 0600  -17.6  978.8    9.4   83.2   80.6    0.0
2018  68  3  9 0900  -16.8  980.2    6.8   59.8   88.0    0.1
2018  68  3  9 1200  -15.2  980.9   10.6  133.3   91.2    0.1
2018  68  3  9 1500  -15.2  982.9   14.2  150.8   89.4    0.0
2018  68  3  9 1800  -15.2  986.1    2.7   49.9   88.2    0.1
2018  68  3  9 2100  -14.8  987.1    2.3   31.3   82.5   -0.0
2018  69  3 10 0000  -15.8  987.4    8.2   57.3   85.3   -0.0
2018  69  3 10 0300  -16.0  987.2    6.8   80.6   81.4    0.0
2018  69  3 10 0600  -16.4  988.0    5.9   75.2   67.3    0.4
2018  69  3 10 0900  -19.6  987.7    5.0   94.6   69.5    1.0
2018  69  3 10 1200  -22.9  987.3    2.1   50.0   81.4    2.2
2018  69  3 10 1500  -27.4  989.1    5.2   32.5   81.1    0.8
2018  69  3 10 1800  -22.0  990.6    7.3   47.8   71.4    0.1
2018  69  3 10 2100  -23.1  991.7    5.3    5.9   67.6    0.1
2018  70  3 11 0000  -17.3  992.2    2.1  328.4   56.6    2.3
2018  70  3 11 0300  444.0  992.3    0.5  312.8   49.4    0.9
2018  70  3 11 0600  -22.7  991.6    4.0   64.3   72.8    0.4
2018  70  3 11 0900  -19.4  992.3    1.4  329.8   63.3    1.7
2018  70  3 11 1200  -21.8  992.4    4.3  157.4   77.4    0.9
2018  70  3 11 1500  -17.3  990.7    3.4   21.5   72.8    2.3
2018  70  3 11 1800  -12.0  991.9    2.3  268.2   68.5    0.4
2018  70  3 11 2100  -11.0  990.9    2.8  120.8   76.6    0.3
2018  71  3 12 0000  -12.7  992.1   10.3  160.0   90.9   -0.0
2018  71  3 12 0300   -9.8  990.2    9.8  144.6   92.0    0.1
2018  71  3 12 0600   -9.9  991.4    7.6  148.1   91.9    0.1
2018  71  3 12 0900  -10.2  991.8    7.1  144.8   92.1    0.1
2018  71  3 12 1200   -8.6  991.5    7.9  140.3   94.0    0.1
