Year: 2018  Month: 05  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018 121  5  1 0000  -26.6  982.8    3.7  142.0   82.2  444.0
2018 121  5  1 0300  -26.6  982.0    4.1  173.0   82.2  444.0
2018 121  5  1 0600  -26.2  981.2    2.3  260.0   83.5  444.0
2018 121  5  1 0900  -23.5  980.0    3.3  278.0   87.0  444.0
2018 121  5  1 1200  -22.0  978.2    4.3  252.0   87.4  444.0
2018 121  5  1 1500  -20.8  977.0    3.9  225.0   85.2  444.0
2018 121  5  1 1800  -22.1  975.4    9.6  201.0   88.8  444.0
2018 121  5  1 2100  -26.9  975.1    7.6  186.0   84.4  444.0
2018 122  5  2 0000  -28.4  975.1    7.8  216.0   83.0  444.0
2018 122  5  2 0300  -29.6  974.7    6.8  219.0   81.7  444.0
2018 122  5  2 0600  -29.8  974.2    9.0  194.0   83.9  444.0
2018 122  5  2 0900  -30.6  974.1    7.8  211.0   81.3  444.0
2018 122  5  2 1200  -30.8  974.6    3.1  246.0   80.4  444.0
2018 122  5  2 1500  -32.2  974.7    3.1  176.0   77.3  444.0
2018 122  5  2 1800  -31.4  973.8    1.0  183.0   78.6  444.0
2018 122  5  2 2100  -26.0  974.4    4.5  254.0   86.1  444.0
2018 123  5  3 0000  -29.0  974.9    2.1  224.0   82.2  444.0
2018 123  5  3 0300  -31.1  975.4    2.7  195.0   80.0  444.0
2018 123  5  3 0600  -29.4  975.4    2.3  281.0   81.3  444.0
2018 123  5  3 0900  -26.6  975.0    3.1  276.0   84.4  444.0
2018 123  5  3 1200  -21.0  975.1    5.7  288.0   91.4  444.0
2018 123  5  3 1500  -23.4  975.3   10.5  198.0   89.2  444.0
2018 123  5  3 1800  -21.9  976.2   10.5  243.0   91.4  444.0
2018 123  5  3 2100  -22.6  976.8    9.2  221.0   88.8  444.0
2018 124  5  4 0000  -25.6  978.6    4.9  169.0   82.2  444.0
2018 124  5  4 0300  -31.1  980.3    4.1  298.0   80.0  444.0
2018 124  5  4 0600  -23.4  981.3    9.4  224.0   87.4  444.0
2018 124  5  4 0900  -24.5  983.3   10.3  211.0   87.9  444.0
2018 124  5  4 1200  -27.6  984.7    9.9  187.0   83.9  444.0
2018 124  5  4 1500  -31.0  986.8    7.0  162.0   79.5  444.0
2018 124  5  4 1800  -32.9  988.0    4.1  179.0   79.1  444.0
2018 124  5  4 2100  -30.4  988.8    0.4  135.0   82.6  444.0
2018 125  5  5 0000  -24.9  989.3    4.3  311.0   87.9  444.0
2018 125  5  5 0300  -26.0  990.2    3.1  190.0   86.1  444.0
2018 125  5  5 0600  -30.6  990.3    0.8  319.0   81.7  444.0
2018 125  5  5 0900  -33.8  990.3    3.5   96.0   76.4  444.0
2018 125  5  5 1200  -27.6  990.5    3.3  105.0   79.1  444.0
2018 125  5  5 1500  -30.8  989.9    2.9   98.0   80.4  444.0
2018 125  5  5 1800  -28.5  988.9    3.1  118.0   81.7  444.0
2018 125  5  5 2100  -27.2  987.7    2.3   90.0   82.2  444.0
2018 126  5  6 0000  -21.9  986.1    4.5  330.0   87.9  444.0
2018 126  5  6 0300  -23.1  984.7    3.5  315.0   89.2  444.0
2018 126  5  6 0600  -26.8  983.5    2.7  245.0   85.7  444.0
2018 126  5  6 0900  -35.2  983.3    4.1  184.0   75.6  444.0
2018 126  5  6 1200  -38.8  982.7    1.8  207.0   70.7  444.0
2018 126  5  6 1500  -36.4  981.7    1.2  184.0   72.9  444.0
2018 126  5  6 1800  -42.1  981.9    1.6  202.0   66.8  444.0
2018 126  5  6 2100  -38.9  982.4    2.5  186.0   70.3  444.0
2018 127  5  7 0000  -40.5  982.8    1.8  271.0   67.6  444.0
