Year: 2018  Month: 08  ID: WTI  ARGOS: 99505  Name: White Island        
Lat: 78.08S  Lon: 167.46E  Elev:  686m
2018 213  8  1 0000  -30.9  912.0    9.2  260.8   74.2    0.2
2018 213  8  1 0300  -28.5  911.3    7.7  264.2   75.7    0.9
2018 213  8  1 0600  -27.3  910.1    6.7  263.4   57.5    0.5
2018 213  8  1 0900  -27.2  909.4    4.8  270.8   73.9    0.5
2018 213  8  1 1200  -26.7  908.2    3.7  290.3   60.0    0.3
2018 213  8  1 1500  -27.4  907.3    3.4  315.5   65.6    0.1
2018 213  8  1 1800  -28.6  906.9    1.8  165.0   64.1    0.1
2018 213  8  1 2100  -29.0  906.2    5.1  178.2   64.5    0.2
2018 214  8  2 0000  -34.2  906.4    8.3  158.2   72.2    0.2
2018 214  8  2 0300  -32.0  906.7    9.1  140.4   73.3   -0.0
2018 214  8  2 0600  -31.4  907.8    6.6  105.3   73.9    0.1
2018 214  8  2 0900  -31.4  908.0    1.5  337.5   74.2    0.0
2018 214  8  2 1200  -30.7  907.6    2.7  275.7   74.4    0.2
2018 214  8  2 1500  -31.7  907.0    5.3  267.9   73.5    0.2
2018 214  8  2 1800  -32.4  906.1    7.0  272.3   73.1    0.1
2018 214  8  2 2100  -32.7  906.0    7.4  270.2   73.0    0.2
2018 215  8  3 0000  -32.2  907.0    5.3  274.1   72.9    0.3
2018 215  8  3 0300  -33.0  908.1    3.1  264.5   72.7    0.2
2018 215  8  3 0600  -32.2  909.7    0.9  259.7   73.1    0.4
2018 215  8  3 0900  -32.0  911.4    0.3  242.9   73.5    0.1
2018 215  8  3 1200  -32.2  912.5  444.0  444.0   73.5    0.0
2018 215  8  3 1500  -32.4  913.1  444.0  444.0   72.9    0.1
2018 215  8  3 1800  -32.2  912.7  444.0  444.0   73.5    0.1
2018 215  8  3 2100  -32.0  912.6  444.0  444.0   73.5    0.1
2018 216  8  4 0000  -32.7  911.6  444.0  444.0   73.2   -0.5
2018 216  8  4 0300  -31.6  910.0  444.0  444.0   73.3    0.3
2018 216  8  4 0600  -31.4  908.9    0.1  175.2   74.0    0.0
2018 216  8  4 0900  -30.7  907.6    1.8  180.3   74.3    0.3
2018 216  8  4 1200  -30.2  906.9    5.4  149.8   74.8    0.1
2018 216  8  4 1500  -29.3  906.9    6.7  175.6   75.2    0.5
2018 216  8  4 1800  -26.8  905.5   13.5  188.3   46.5    0.7
2018 216  8  4 2100  -26.7  906.1    8.9  189.8   45.7    0.6
2018 217  8  5 0000  -25.4  905.6    5.3  205.1   40.2    0.3
2018 217  8  5 0300  -25.1  904.1    4.8  247.4   41.8    0.2
2018 217  8  5 0600  -24.1  901.3    8.8  262.6   38.5    0.7
2018 217  8  5 0900  -25.0  899.7    8.1  256.0   36.0    0.7
2018 217  8  5 1200  -24.6  896.1   12.5  270.2   35.2    0.4
2018 217  8  5 1500  -25.0  893.4   15.6  277.5   35.2    0.3
2018 217  8  5 1800  -25.1  891.3   13.2  271.8   35.2    0.3
2018 217  8  5 2100  -25.7  892.4    7.2  225.4   38.7    0.1
2018 218  8  6 0000  -26.7  892.1   11.8  155.1   40.6    0.1
2018 218  8  6 0300  -29.3  891.9   12.6  172.1   48.7    0.6
2018 218  8  6 0600  -30.0  892.4    7.6  125.2   49.6    0.5
2018 218  8  6 0900  -29.9  895.2    3.3  123.4   47.1   -0.0
2018 218  8  6 1200  -29.4  896.1    9.4  158.9   42.2    0.4
2018 218  8  6 1500  -28.2  897.2    8.0  168.5   40.1    1.1
2018 218  8  6 1800  -27.8  897.2    6.7  188.6   36.2    0.4
2018 218  8  6 2100  -27.1  892.3   24.9  192.1   37.8    0.2
2018 219  8  7 0000  -28.0  895.4   20.2  220.7   41.3    0.5
2018 219  8  7 0300  -26.7  894.1   18.9  200.5   40.4    0.5
2018 219  8  7 0600  -24.6  896.5    8.7  157.9   38.8    0.5
2018 219  8  7 0900  -24.7  897.0    6.0  297.1   35.6    0.1
2018 219  8  7 1200  -22.6  896.3    7.6  267.1   31.1    0.3
2018 219  8  7 1500  -21.8  894.2   12.1  196.7   31.7    0.5
2018 219  8  7 1800  -20.9  893.8   11.6  261.1   27.8    0.7
2018 219  8  7 2100  -21.8  889.8   18.0  269.3   30.1    0.1
2018 220  8  8 0000  -19.1  892.1   16.2  218.7   84.7    0.1
2018 220  8  8 0300  -18.1  886.5   12.9   35.0   85.7    0.0
2018 220  8  8 0600  -21.6  891.8   18.3  162.1   82.1   -0.0
2018 220  8  8 0900  -29.7  893.9   17.1  137.6   76.1    0.3
2018 220  8  8 1200  -29.6  898.8   17.3  158.7   75.7   -0.0
2018 220  8  8 1500  -28.7  898.3   17.9  159.1   76.3    0.0
2018 220  8  8 1800  -27.4  893.6   19.4  148.5   76.9    0.1
2018 220  8  8 2100  -26.4  897.6   13.3  130.1   77.7    0.0
2018 221  8  9 0000  -26.6  901.3   10.2  135.2   65.9    0.1
2018 221  8  9 0300  -26.6  902.1   10.7  126.7   71.3    0.1
2018 221  8  9 0600  -27.1  903.1   13.8  169.3   77.1    0.2
2018 221  8  9 0900  -27.5  902.7   17.5  171.4   77.5    0.4
2018 221  8  9 1200  -25.8  903.6   12.4  134.0   78.5    0.2
2018 221  8  9 1500  -25.5  904.0   15.7  168.7   79.0    0.0
2018 221  8  9 1800  -24.6  904.7    9.7  162.2   79.9    0.2
2018 221  8  9 2100  -24.1  904.7    1.8   12.3   80.4    0.1
2018 222  8 10 0000  -24.2  904.3   10.6  178.2   80.4    0.1
2018 222  8 10 0300  -24.2  902.7   14.6  223.8   80.6    0.1
2018 222  8 10 0600  -23.2  900.1   19.3   20.7   81.7    0.1
2018 222  8 10 0900  -22.8  896.8   15.1  217.0   82.3    0.0
2018 222  8 10 1200  -21.7  893.7   21.9  205.5   83.3    0.1
2018 222  8 10 1500  -19.0  895.1   28.4  222.7   87.2    0.1
2018 222  8 10 1800  -17.7  886.5   34.2  211.4   87.2    0.0
2018 222  8 10 2100  -17.4  884.5   22.9   29.8   88.2    0.1
2018 223  8 11 0000  -22.5  889.2   25.0  163.7   82.1    0.0
2018 223  8 11 0300  -21.0  889.9   19.7  132.7   83.7    0.1
2018 223  8 11 0600  -21.4  891.4   19.0  169.0   82.8    0.0
2018 223  8 11 0900  -21.5  893.5   26.5  172.6   83.1    0.0
2018 223  8 11 1200  -21.8  895.4   19.8  167.2   82.9    0.1
2018 223  8 11 1500  -19.7  897.2   17.0  173.3   83.1    0.1
2018 223  8 11 1800  -19.6  897.1   10.4  167.7   75.6    0.1
2018 223  8 11 2100  -20.3  896.2   14.9  180.8   64.0    0.3
2018 224  8 12 0000  -19.0  894.5   15.9  175.5   48.3    0.3
2018 224  8 12 0300  -18.2  893.2   14.6  150.0   52.0    0.2
2018 224  8 12 0600  -22.9  893.3   10.0  257.9   81.8    0.2
2018 224  8 12 0900  -20.5  889.1   23.2    9.5   58.3    0.3
