Year: 2018  Month: 10  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.82W  Elev:   10m
2018 274 10  1 0000  444.0  981.4    1.8  195.0   89.6  444.0
2018 274 10  1 0300  444.0  980.3    1.9  203.0   92.0  444.0
2018 274 10  1 0600  444.0  979.3    1.0  220.0   89.3  444.0
2018 274 10  1 0900  444.0  978.3    3.2  185.0   87.8  444.0
2018 274 10  1 1200  444.0  980.6    2.2  226.0   88.0  444.0
2018 274 10  1 1500  444.0  978.7    2.3  201.0   89.0  444.0
2018 274 10  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 274 10  1 2100  444.0  977.4    1.1  200.0   87.7  444.0
2018 275 10  2 0000  444.0  980.0    2.3  167.0   90.0  444.0
2018 275 10  2 0300  444.0  980.4    1.7  246.0   89.9  444.0
2018 275 10  2 0600  444.0  980.5    2.2  255.0   91.0  444.0
2018 275 10  2 0900  444.0  981.0    2.3   10.0   91.5  444.0
2018 275 10  2 1200  444.0  981.6    3.4   28.0   89.7  444.0
2018 275 10  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 275 10  2 1800  444.0  444.0    3.1  347.0   83.0  444.0
2018 275 10  2 2100  444.0  984.1    2.3  353.0   87.0  444.0
2018 276 10  3 0000  444.0  986.3    3.7  327.0   90.4  444.0
2018 276 10  3 0300  444.0  989.3    0.5   11.0   88.0  444.0
2018 276 10  3 0600  444.0  990.3    1.1  293.0   88.0  444.0
2018 276 10  3 0900  444.0  994.0    1.2  289.0   86.0  444.0
2018 276 10  3 1200  444.0 1001.4    0.0  327.0   82.0  444.0
2018 276 10  3 1500  444.0 1000.0    2.2  324.0   80.7  444.0
2018 276 10  3 1800  444.0  999.3    3.2  322.0   79.2  444.0
2018 276 10  3 2100  444.0 1000.9    2.9  333.0   86.0  444.0
2018 277 10  4 0000  444.0 1000.2    0.5  360.0   85.3  444.0
2018 277 10  4 0300  444.0 1002.5    1.4   52.0   83.3  444.0
2018 277 10  4 0600  444.0 1002.3    2.1   38.0   82.0  444.0
2018 277 10  4 0900  444.0 1005.2    0.0  124.0   83.0  444.0
2018 277 10  4 1200  444.0 1007.9    0.1  103.0   84.5  444.0
2018 277 10  4 1500  444.0 1003.0    2.0  191.0   83.2  444.0
2018 277 10  4 1800  444.0 1001.2    3.7  195.0   83.5  444.0
2018 277 10  4 2100  444.0  998.8    5.4  203.0   86.8  444.0
2018 278 10  5 0000  444.0  996.5    5.7  201.0   89.0  444.0
