Year: 2018  Month: 11  ID: POS  ARGOS:  8984  Name: Possession Island   
Lat: 71.90S  Lon: 171.22E  Elev:   30m
2018 305 11  1 0000   -7.0  964.2  444.0  444.0  444.0  444.0
2018 305 11  1 0300   -6.1  963.4  444.0  444.0  444.0  444.0
2018 305 11  1 0600   -7.1  963.2  444.0  444.0  444.0  444.0
2018 305 11  1 0900   -8.4  964.0  444.0  444.0  444.0  444.0
2018 305 11  1 1200   -8.6  964.0  444.0  444.0  444.0  444.0
2018 305 11  1 1500   -8.5  964.4  444.0  444.0  444.0  444.0
2018 305 11  1 1800   -8.0  964.7  444.0  444.0  444.0  444.0
2018 305 11  1 2100   -7.6  965.3  444.0  444.0  444.0  444.0
2018 306 11  2 0000   -6.5  965.4  444.0  444.0  444.0  444.0
2018 306 11  2 0300   -5.4  965.9  444.0  444.0  444.0  444.0
2018 306 11  2 0600   -5.8  966.9  444.0  444.0  444.0  444.0
2018 306 11  2 0900   -7.6  968.2  444.0  444.0  444.0  444.0
2018 306 11  2 1200   -9.0  969.2  444.0  444.0  444.0  444.0
2018 306 11  2 1500   -9.5  969.8  444.0  444.0  444.0  444.0
2018 306 11  2 1800   -9.4  970.5  444.0  444.0  444.0  444.0
2018 306 11  2 2100   -5.9  971.6  444.0  444.0  444.0  444.0
2018 307 11  3 0000   -6.0  972.0  444.0  444.0  444.0  444.0
2018 307 11  3 0300   -5.2  972.5  444.0  444.0  444.0  444.0
2018 307 11  3 0600   -6.8  973.6  444.0  444.0  444.0  444.0
2018 307 11  3 0900   -8.8  974.4  444.0  444.0  444.0  444.0
2018 307 11  3 1200   -8.9  975.0  444.0  444.0  444.0  444.0
2018 307 11  3 1500   -9.0  974.8  444.0  444.0  444.0  444.0
2018 307 11  3 1800   -8.8  974.2  444.0  444.0  444.0  444.0
2018 307 11  3 2100   -7.6  973.9  444.0  444.0  444.0  444.0
2018 308 11  4 0000   -7.6  972.6  444.0  444.0  444.0  444.0
2018 308 11  4 0300   -9.0  971.1  444.0  444.0  444.0  444.0
2018 308 11  4 0600   -9.8  970.0  444.0  444.0  444.0  444.0
2018 308 11  4 0900  -10.4  968.5  444.0  444.0  444.0  444.0
2018 308 11  4 1200  -11.2  967.7  444.0  444.0  444.0  444.0
2018 308 11  4 1500  -11.9  968.1  444.0  444.0  444.0  444.0
2018 308 11  4 1800  -11.2  967.8  444.0  444.0  444.0  444.0
2018 308 11  4 2100  -10.0  969.8  444.0  444.0  444.0  444.0
2018 309 11  5 0000   -9.4  971.4  444.0  444.0  444.0  444.0
2018 309 11  5 0300   -9.0  972.0  444.0  444.0  444.0  444.0
2018 309 11  5 0600   -9.4  972.5  444.0  444.0  444.0  444.0
2018 309 11  5 0900  -12.0  973.5  444.0  444.0  444.0  444.0
2018 309 11  5 1200  -12.5  974.0  444.0  444.0  444.0  444.0
2018 309 11  5 1500  -11.9  974.9  444.0  444.0  444.0  444.0
2018 309 11  5 1800  -11.5  975.4  444.0  444.0  444.0  444.0
2018 309 11  5 2100  -10.2  976.3  444.0  444.0  444.0  444.0
2018 310 11  6 0000   -8.1  976.5  444.0  444.0  444.0  444.0
2018 310 11  6 0300   -7.0  975.6  444.0  444.0  444.0  444.0
2018 310 11  6 0600   -7.8  975.1  444.0  444.0  444.0  444.0
2018 310 11  6 0900   -8.4  974.4  444.0  444.0  444.0  444.0
2018 310 11  6 1200  -12.1  973.4  444.0  444.0  444.0  444.0
2018 310 11  6 1500  -10.5  972.5  444.0  444.0  444.0  444.0
2018 310 11  6 1800  -10.5  971.8  444.0  444.0  444.0  444.0
2018 310 11  6 2100   -8.4  971.5  444.0  444.0  444.0  444.0
2018 311 11  7 0000   -6.4  971.2  444.0  444.0  444.0  444.0
2018 311 11  7 0300   -6.4  971.0  444.0  444.0  444.0  444.0
2018 311 11  7 0600   -7.9  971.0  444.0  444.0  444.0  444.0
2018 311 11  7 0900   -9.8  971.6  444.0  444.0  444.0  444.0
2018 311 11  7 1200  -10.8  972.0  444.0  444.0  444.0  444.0
2018 311 11  7 1500  -10.8  971.9  444.0  444.0  444.0  444.0
2018 311 11  7 1800   -9.5  971.6  444.0  444.0  444.0  444.0
2018 311 11  7 2100   -6.8  971.3  444.0  444.0  444.0  444.0
2018 312 11  8 0000   -3.8  971.1  444.0  444.0  444.0  444.0
2018 312 11  8 0300   -2.9  970.1  444.0  444.0  444.0  444.0
2018 312 11  8 0600   -2.9  968.9  444.0  444.0  444.0  444.0
2018 312 11  8 0900   -7.1  968.1  444.0  444.0  444.0  444.0
2018 312 11  8 1200  -10.2  967.1  444.0  444.0  444.0  444.0
2018 312 11  8 1500  -10.4  965.8  444.0  444.0  444.0  444.0
2018 312 11  8 1800   -9.1  964.6  444.0  444.0  444.0  444.0
2018 312 11  8 2100   -2.2  964.1  444.0  444.0  444.0  444.0
2018 313 11  9 0000   -0.8  963.3  444.0  444.0  444.0  444.0
2018 313 11  9 0300   -1.2  962.3  444.0  444.0  444.0  444.0
2018 313 11  9 0600   -2.9  961.1  444.0  444.0  444.0  444.0
2018 313 11  9 0900   -6.1  960.6  444.0  444.0  444.0  444.0
2018 313 11  9 1200   -8.0  960.1  444.0  444.0  444.0  444.0
2018 313 11  9 1500   -8.0  960.3  444.0  444.0  444.0  444.0
2018 313 11  9 1800  -10.0  960.9  444.0  444.0  444.0  444.0
2018 313 11  9 2100   -1.4  961.9  444.0  444.0  444.0  444.0
2018 314 11 10 0000   -0.5  962.7  444.0  444.0  444.0  444.0
2018 314 11 10 0300    0.4  963.2  444.0  444.0  444.0  444.0
2018 314 11 10 0600   -0.9  963.9  444.0  444.0  444.0  444.0
2018 314 11 10 0900   -4.8  964.6  444.0  444.0  444.0  444.0
2018 314 11 10 1200   -8.9  964.6  444.0  444.0  444.0  444.0
2018 314 11 10 1500   -8.4  964.3  444.0  444.0  444.0  444.0
2018 314 11 10 1800   -8.1  964.4  444.0  444.0  444.0  444.0
2018 314 11 10 2100   -7.1  964.2  444.0  444.0  444.0  444.0
2018 315 11 11 0000   -4.9  964.1  444.0  444.0  444.0  444.0
2018 315 11 11 0300   -2.0  963.8  444.0  444.0  444.0  444.0
2018 315 11 11 0600   -1.5  963.8  444.0  444.0  444.0  444.0
2018 315 11 11 0900   -5.0  963.7  444.0  444.0  444.0  444.0
2018 315 11 11 1200   -7.0  963.1  444.0  444.0  444.0  444.0
2018 315 11 11 1500   -8.9  962.4  444.0  444.0  444.0  444.0
2018 315 11 11 1800   -7.1  961.9  444.0  444.0  444.0  444.0
2018 315 11 11 2100   -2.0  961.7  444.0  444.0  444.0  444.0
