Year: 2018  Month: 04  ID: EKN  ARGOS:  8923  Name: Evans Knoll         
Lat: 74.85S  Lon: 100.41W  Elev:  188m                  
2018  91  4  1 0000   -8.3  953.3   15.9  444.0   82.0  444.0
2018  91  4  1 0300  -10.4  952.1   18.1  444.0   87.4  444.0
2018  91  4  1 0600   -6.8  953.3    7.9  444.0   66.0  444.0
2018  91  4  1 0900  -11.2  954.1   14.1  444.0   81.6  444.0
2018  91  4  1 1200   -6.1  954.1    9.2  444.0   66.0  444.0
2018  91  4  1 1500   -8.7  953.9   15.7  444.0   82.0  444.0
2018  91  4  1 1800   -7.3  954.5    8.9  444.0   68.0  444.0
2018  91  4  1 2100   -4.2  958.3    4.0  444.0   54.4  444.0
2018  92  4  2 0000   -8.8  959.8    8.0  444.0   69.0  444.0
2018  92  4  2 0300  -12.2  960.9    7.6  444.0   76.0  444.0
2018  92  4  2 0600  -13.4  961.3    8.9  444.0   75.7  444.0
2018  92  4  2 0900  -14.3  962.3   10.0  444.0   79.0  444.0
2018  92  4  2 1200  -14.1  962.9    7.4  444.0   75.3  444.0
2018  92  4  2 1500  -13.7  962.7   14.1  444.0   71.0  444.0
2018  92  4  2 1800  -14.0  962.1   14.0  444.0   74.0  444.0
2018  92  4  2 2100  -14.0  961.3   13.4  444.0   71.0  444.0
2018  93  4  3 0000  -15.2  961.4   11.4  444.0   72.4  444.0
2018  93  4  3 0300  -14.7  961.7   11.6  444.0   71.0  444.0
2018  93  4  3 0600  -15.3  962.0   12.7  444.0   70.0  444.0
2018  93  4  3 0900  -16.8  962.2   16.7  444.0   70.1  444.0
2018  93  4  3 1200  -15.6  962.8   15.9  444.0   67.0  444.0
2018  93  4  3 1500  -16.5  963.4   11.1  444.0   76.0  444.0
2018  93  4  3 1800  -15.0  964.3   11.6  444.0   74.8  444.0
2018  93  4  3 2100  -15.6  964.4   13.7  444.0   74.0  444.0
2018  94  4  4 0000  -17.0  965.9   12.2  444.0   75.0  444.0
2018  94  4  4 0300  -17.0  966.6   12.6  444.0   71.0  444.0
2018  94  4  4 0600  -19.2  967.3    9.6  444.0   72.9  444.0
