Year: 2018  Month: 06  ID: WDB  ARGOS: 99506  Name: Windless Bight      
Lat: 77.73S  Lon: 167.70E  Elev:   40m
2018 152  6  1 0000  -23.2  998.9    2.6  281.9   38.8    2.6
2018 152  6  1 0300  -16.4  998.9    4.3  357.6   33.1    2.1
2018 152  6  1 0600  -15.5  999.5    2.9  334.8   27.5    0.8
2018 152  6  1 0900  -22.3 1000.1    2.3  310.7   43.6    3.3
2018 152  6  1 1200  -28.5 1000.4    2.1   89.5   67.4    1.4
2018 152  6  1 1500  -21.8 1000.3    5.7  342.8   41.0    3.9
2018 152  6  1 1800  -15.9  999.5    3.4  330.3   28.6    3.9
2018 152  6  1 2100  -16.7  998.5    2.9  282.7   29.7    1.9
2018 153  6  2 0000  -16.0  997.2    5.0  313.0   30.5    4.6
2018 153  6  2 0300  -23.0  995.7    2.7  142.0   55.8    1.5
2018 153  6  2 0600  -17.0  994.0    3.1  111.6   41.2    0.5
2018 153  6  2 0900  -24.9  992.4    4.2   74.1   61.9    1.2
2018 153  6  2 1200  -26.2  989.6    2.3   82.9   66.4    1.0
2018 153  6  2 1500  -26.7  987.8    1.0  349.9   68.1    0.8
2018 153  6  2 1800  -27.7  988.1    3.1   53.0   70.5    4.1
2018 153  6  2 2100  -17.0  985.0    3.1  317.4   38.1    1.3
2018 154  6  3 0000  -16.2  980.4    4.5  128.7   34.8    4.4
2018 154  6  3 0300  -27.2  974.3    4.9  239.4   64.6    2.2
2018 154  6  3 0600  -29.5  967.6    2.3  302.9   84.3    0.8
2018 154  6  3 0900  -29.6  961.5    0.8  170.7   77.7    1.8
2018 154  6  3 1200  -24.5  960.6    4.5  358.6   80.5    7.7
2018 154  6  3 1500  -32.8  963.2    4.0  207.7   73.4    2.5
2018 154  6  3 1800  -24.0  967.0    1.1  204.2   85.7    1.5
2018 154  6  3 2100  -22.0  972.9    3.6  144.0   83.0    0.9
2018 155  6  4 0000  -20.3  977.3    2.5  316.6   56.5    0.8
2018 155  6  4 0300  -29.9  982.5    3.0   93.3   72.6    0.0
2018 155  6  4 0600  -29.2  985.2    4.7   79.0   66.4    0.1
2018 155  6  4 0900  -27.9  987.0    3.9   65.4   67.1    0.2
2018 155  6  4 1200  -28.2  989.0    3.2   89.0   71.9    0.1
2018 155  6  4 1500  -29.2  991.1    3.3   74.8   72.9    0.1
2018 155  6  4 1800  -30.3  992.4    4.4  100.6   67.2    0.1
2018 155  6  4 2100  -28.7  993.2    3.8   96.9   65.3    0.2
2018 156  6  5 0000  -30.2  993.1    2.0   48.7   72.9    0.9
2018 156  6  5 0300  -29.5  990.8    1.9   86.7   69.7    1.1
2018 156  6  5 0600  -30.6  989.5    3.3  127.5   78.3    3.9
2018 156  6  5 0900  -30.0  987.7    4.2   27.8   74.6    2.0
2018 156  6  5 1200  -31.3  985.8    1.7  184.8   75.5    1.6
2018 156  6  5 1500  -30.3  983.9    1.2  332.9   77.5    1.0
2018 156  6  5 1800  -32.8  982.5    1.3  160.9   73.2    0.1
2018 156  6  5 2100  -28.6  982.4    1.8  108.9   81.5    3.4
2018 157  6  6 0000  -29.6  982.6    2.9   90.7   74.5    0.3
2018 157  6  6 0300  -29.1  981.9    2.0   65.5   76.3    0.3
2018 157  6  6 0600  -29.7  982.1    0.6  294.3   76.5    0.3
2018 157  6  6 0900  -33.8  981.1    4.2  342.8   73.8    2.8
2018 157  6  6 1200  -31.2  981.9    4.7   86.7   70.6    1.2
2018 157  6  6 1500  -31.8  980.7    6.2   95.6   70.3    0.1
2018 157  6  6 1800  -31.5  980.8    1.5   30.5   69.5    0.3
2018 157  6  6 2100  -26.2  979.8    2.9  280.2   70.0    0.2
2018 158  6  7 0000  -24.5  979.5    2.6  332.3   67.3    0.5
2018 158  6  7 0300  -24.3  979.6    3.1  136.9   69.0    0.1
2018 158  6  7 0600  -25.9  978.6    3.2   56.5   68.4    0.7
2018 158  6  7 0900  -23.5  978.1    0.3  313.0   53.7    0.2
2018 158  6  7 1200  -22.7  975.6    5.4    2.7   60.1    0.5
2018 158  6  7 1500  -21.5  975.0    3.3  350.6   49.7    1.0
2018 158  6  7 1800  -22.2  973.8    3.9  355.8   47.4    3.3
2018 158  6  7 2100  -26.9  972.6    6.4  148.8   74.3   -0.0
2018 159  6  8 0000  -21.0  973.7    1.8  231.9   38.2    0.4
2018 159  6  8 0300  -20.8  973.3    3.5   13.3   57.5    0.1
2018 159  6  8 0600  -24.4  972.5    6.8  116.5   64.6    0.1
2018 159  6  8 0900  -25.0  973.2    1.5   66.4   69.3    0.4
2018 159  6  8 1200  -26.9  974.4    3.6   64.2   60.0    0.1
2018 159  6  8 1500  -24.9  973.2    5.1   63.6   64.8    0.4
2018 159  6  8 1800  -17.5  971.3    3.0    2.3   51.7    0.2
2018 159  6  8 2100  -19.4  968.8    2.6  357.6   53.7    1.1
2018 160  6  9 0000  -20.2  966.7    2.9  316.3   59.6    3.3
2018 160  6  9 0300  -15.2  964.9    2.3   99.7   54.1    3.2
2018 160  6  9 0600  -14.3  963.2    0.7   71.2   39.7    0.8
2018 160  6  9 0900  -20.3  963.7    4.9  262.4   55.1    0.4
2018 160  6  9 1200  -16.0  963.2    1.7  291.4   36.1    0.7
2018 160  6  9 1500  -14.1  963.3    1.0  218.9   30.6    0.8
2018 160  6  9 1800  -12.3  964.6    5.4  267.4   35.0    0.3
2018 160  6  9 2100  -13.7  966.6    3.8  272.6   90.7    0.0
2018 161  6 10 0000  -12.5  968.5    6.6  188.0   63.8    0.2
2018 161  6 10 0300  -13.9  969.8    1.4  298.5   56.3    0.6
2018 161  6 10 0600  -13.2  972.7    3.8  274.4   55.6    0.2
2018 161  6 10 0900  -11.4  972.4    3.5    6.4   43.7    0.1
2018 161  6 10 1200  -10.6  972.5    0.6  333.6   38.4    0.2
2018 161  6 10 1500  -16.8  974.4    5.8  241.6   55.0    0.3
2018 161  6 10 1800  -16.9  975.3    2.3  298.2   47.6    0.6
2018 161  6 10 2100  -17.3  975.1    1.2  233.8   46.4    0.5
2018 162  6 11 0000  -16.7  975.3    3.4  111.6   38.8    1.7
2018 162  6 11 0300  -16.8  975.2    5.0   44.9   41.6    1.8
2018 162  6 11 0600  -15.5  974.2    4.0   59.9   34.4    0.6
2018 162  6 11 0900  -21.7  976.8    4.4   84.7   66.6    0.3
2018 162  6 11 1200  -18.9  974.5    3.2   54.3   40.0    1.0
2018 162  6 11 1500  -20.2  974.0    1.5    2.6   40.6    2.7
2018 162  6 11 1800  -26.2  976.3    4.7   31.4   61.9    2.6
2018 162  6 11 2100  -28.2  976.1    3.9   54.1   54.1    3.0
2018 163  6 12 0000  -26.3  976.5    6.0   71.0   50.2    3.6
2018 163  6 12 0300  -28.6  977.6    3.8   47.4   64.5    0.2
2018 163  6 12 0600  -25.6  978.9    3.7   70.2   44.5    2.8
2018 163  6 12 0900  -32.4  979.4    4.6  108.6   69.7    0.4
2018 163  6 12 1200  -26.3  982.2    3.0   45.9   47.4    1.1
2018 163  6 12 1500  -26.4  982.7    2.3   65.5   52.8    0.7
2018 163  6 12 1800  -25.7  983.7    4.4   77.6   52.8    0.4
2018 163  6 12 2100  -26.1  985.2    4.2   56.6   62.3    0.2
2018 164  6 13 0000  -25.4  986.2    3.4   40.5   73.9    0.2
2018 164  6 13 0300  -24.6  988.1    4.4   73.2   78.1    0.1
2018 164  6 13 0600  -25.5  989.9    3.1   46.9   78.9    0.9
2018 164  6 13 0900  -27.5  992.3    5.0   61.2   54.3    0.9
2018 164  6 13 1200  -24.9  994.2    1.6  346.2   49.3    1.6
2018 164  6 13 1500  -25.9  995.3    2.4  296.7   58.6    1.2
2018 164  6 13 1800  -24.1  996.5    3.4  306.0   58.5    2.2
2018 164  6 13 2100  -27.9  997.6    2.1  341.3   67.8    1.0
2018 165  6 14 0000  -30.6  997.5    2.2   95.6   62.9    1.2
2018 165  6 14 0300  -30.6  996.5    0.4   38.3   67.0    2.9
2018 165  6 14 0600  -29.7  995.2    0.4   81.7   61.2    3.4
2018 165  6 14 0900  -36.0  994.5    4.7   88.2   67.5    2.6
2018 165  6 14 1200  -33.1  994.8    1.2   66.6   47.3    1.2
2018 165  6 14 1500  -34.3  993.5    2.4   37.3   55.1    3.8
2018 165  6 14 1800  -30.6  993.4    1.5  122.1   49.3    6.4
2018 165  6 14 2100  -36.9  995.4    6.7  356.8   68.0   -0.0
2018 166  6 15 0000  -33.2  994.7    4.1  190.0   59.7    2.0
2018 166  6 15 0300  -26.2  994.5    6.3    1.5   38.7    6.3
2018 166  6 15 0600  -25.6  993.4    6.2    0.2   45.5    1.0
2018 166  6 15 0900  -28.4  992.7    2.4  248.7   58.1    0.9
2018 166  6 15 1200  -20.0  992.8    2.1  279.3   62.9    0.4
2018 166  6 15 1500  -20.1  994.5    3.2  217.0   74.7    0.0
2018 166  6 15 1800  -19.2  995.0    3.3   18.8   55.8    0.1
2018 166  6 15 2100  -18.0  995.9    3.4  356.1   55.5    0.2
2018 167  6 16 0000  -18.6  995.5    6.8   10.2   51.6    0.2
2018 167  6 16 0300  -15.0  994.1    3.6   14.5   31.1    0.4
2018 167  6 16 0600  -23.0  993.0    4.7   61.2   65.6    1.0
2018 167  6 16 0900  -17.6  993.0    5.6  224.6   45.0    0.2
2018 167  6 16 1200  -18.8  994.1    2.4  279.5   77.0    0.1
2018 167  6 16 1500  -20.7  993.3    4.5  134.3   81.0    0.0
2018 167  6 16 1800  -23.7  992.7    5.6   55.1   76.0    0.1
2018 167  6 16 2100  -22.4  991.6    4.6  154.4   72.6    0.0
2018 168  6 17 0000  -23.2  992.5    4.1  166.1   72.0    0.4
2018 168  6 17 0300  -26.4  994.3    3.1  135.5   67.3    2.6
2018 168  6 17 0600  -25.6  995.3    4.4   49.3   67.0    1.0
2018 168  6 17 0900  -17.9  996.6    3.2  279.1   32.1    0.3
2018 168  6 17 1200  -17.4  997.3    4.3   23.8   35.3    0.6
2018 168  6 17 1500  -13.4  995.8    2.9  324.7   27.9    0.3
2018 168  6 17 1800  -16.8  997.1    6.0   18.9   41.5    1.4
2018 168  6 17 2100  -12.5  995.5    1.0  342.1   32.7    0.2
2018 169  6 18 0000  -12.9  995.5    3.9   53.4   35.6    0.4
2018 169  6 18 0300  -13.0  994.8    2.0  149.2   40.5    0.4
2018 169  6 18 0600  -11.5  993.8    4.1   13.6   39.3    0.3
2018 169  6 18 0900  -10.8  994.4    5.8  262.3   64.3    0.5
2018 169  6 18 1200  -12.8  994.6    0.8  205.0   50.7    0.3
2018 169  6 18 1500  -11.6  994.0    3.7  354.4   60.5    0.4
2018 169  6 18 1800  -11.8  993.2    9.1    9.0   68.2    0.3
2018 169  6 18 2100   -9.7  993.6    2.0  304.8   50.1    0.1
2018 170  6 19 0000  -11.1  994.3    0.7   81.1   51.1    0.0
2018 170  6 19 0300  -12.3  993.8    1.8   78.4   57.1    0.2
2018 170  6 19 0600  -12.5  993.5    4.1   85.4   58.7    0.2
2018 170  6 19 0900   -8.2  989.4    1.2   50.1   37.2    0.3
2018 170  6 19 1200  -13.8  990.5    8.6  149.4   65.3    0.2
2018 170  6 19 1500  -13.7  991.4    5.6  106.8   61.9    0.2
2018 170  6 19 1800  -14.1  992.8    4.4   55.4   56.1    0.2
2018 170  6 19 2100  -10.8  990.9    8.7   25.6   42.8    0.5
2018 171  6 20 0000  -15.8  992.8    6.9  137.1   75.2    0.1
2018 171  6 20 0300  -11.8  995.5    4.9   49.2   44.8    0.5
2018 171  6 20 0600  -11.2  997.5    2.8   56.6   41.1    0.8
2018 171  6 20 0900  -17.2  999.7    2.8  302.5   61.8    1.4
2018 171  6 20 1200  -15.5  999.4    8.6   93.6   61.1    0.8
2018 171  6 20 1500  -12.5  998.8    0.2  231.3   48.9    0.6
2018 171  6 20 1800  -22.4  998.6    4.1   82.5   66.0    1.5
2018 171  6 20 2100  -24.3  997.0    4.3   83.1   58.3    2.9
2018 172  6 21 0000  -18.9  996.5    3.7  276.6   52.6    3.3
2018 172  6 21 0300  -23.5  994.7    4.3   63.9   63.6    1.6
2018 172  6 21 0600  -23.0  994.0    1.3   50.8   66.5    0.2
2018 172  6 21 0900  -21.5  993.5    2.1   37.0   67.5    1.1
2018 172  6 21 1200  -16.7  993.3    6.3   64.1   44.9    2.1
2018 172  6 21 1500  -17.6  991.4    6.7   26.3   42.5    2.0
2018 172  6 21 1800  -17.1  991.2    2.3  222.3   48.7    1.4
2018 172  6 21 2100  -20.2  990.6    3.3  257.5   52.6    2.8
2018 173  6 22 0000  -16.3  989.7    5.3  359.6   46.9    4.3
2018 173  6 22 0300  -14.8  991.5    8.1  189.8   51.2    0.9
2018 173  6 22 0600  -11.6  990.2    3.3    4.8   35.7    1.2
2018 173  6 22 0900  -15.4  992.4    2.0  163.9   51.0    0.7
2018 173  6 22 1200  -26.8  994.2    4.0   42.3   75.1    1.4
2018 173  6 22 1500  -30.1  995.8    4.1   96.5   75.8    0.9
2018 173  6 22 1800  -30.8  997.2    2.5   71.2   74.8    0.5
2018 173  6 22 2100  -30.5  998.9    3.3   66.4   75.6    3.2
2018 174  6 23 0000  -24.0  999.0    3.6   38.8   76.6    2.1
2018 174  6 23 0300  -32.4 1000.5    2.7   91.9   73.8    0.2
2018 174  6 23 0600  -34.3 1001.9    1.6   69.1   72.6    0.9
2018 174  6 23 0900  -33.6 1002.1    3.1   83.8   72.5    0.3
2018 174  6 23 1200  -25.7 1001.4    5.3   74.7   77.9    1.9
2018 174  6 23 1500  -22.1 1000.4    2.5   16.3   84.4    1.0
2018 174  6 23 1800  -20.1  999.2    2.9   99.5   84.9    0.6
2018 174  6 23 2100  -22.0 1000.1    2.8   41.8   76.3    0.1
2018 175  6 24 0000  -17.6  998.7    4.0   31.5   74.6    0.5
2018 175  6 24 0300  -15.9  997.1    4.1   42.8   94.4    0.5
2018 175  6 24 0600  -14.3  996.8    5.8   56.3   95.8    0.3
2018 175  6 24 0900  -15.4  996.3    5.3  120.6   89.9    0.1
2018 175  6 24 1200  -15.5  995.7    4.4   71.6   94.0    0.1
2018 175  6 24 1500  -15.0  994.1    3.9   96.9   81.8    0.1
2018 175  6 24 1800  -17.7  992.8    2.7  151.1   89.3    0.1
2018 175  6 24 2100  -19.1  992.4    1.2   55.2   88.0    0.1
2018 176  6 25 0000  -18.9  991.4    1.9   52.2   81.3    0.8
2018 176  6 25 0300  -19.6  990.4    3.1  130.3   73.8    1.1
2018 176  6 25 0600  -18.1  989.6    2.8  152.4   70.2    1.3
2018 176  6 25 0900  -19.0  989.1    1.5   37.4   74.7    0.6
2018 176  6 25 1200  -21.1  989.1    1.1  110.6   71.1    0.0
2018 176  6 25 1500  -21.6  988.8    2.5  141.7   76.0   -0.1
2018 176  6 25 1800  -22.8  990.7    2.1  178.1   75.8    1.7
2018 176  6 25 2100  -23.6  993.5    2.8   93.2   72.8    0.3
