Year: 2018  Month: 10  ID: POS  ARGOS:  8984  Name: Possession Island   
Lat: 71.90S  Lon: 171.22E  Elev:   30m
2018 274 10  1 0000  -16.0  948.6  444.0  444.0  444.0  444.0
2018 274 10  1 0300  -15.2  950.7  444.0  444.0  444.0  444.0
2018 274 10  1 0600  -16.8  953.1  444.0  444.0  444.0  444.0
2018 274 10  1 0900  -17.4  956.2  444.0  444.0  444.0  444.0
2018 274 10  1 1200  -18.1  957.6  444.0  444.0  444.0  444.0
2018 274 10  1 1500  -18.9  958.7  444.0  444.0  444.0  444.0
2018 274 10  1 1800  -19.0  959.0  444.0  444.0  444.0  444.0
2018 274 10  1 2100  -16.1  958.4  444.0  444.0  444.0  444.0
2018 275 10  2 0000  -14.2  957.4  444.0  444.0  444.0  444.0
2018 275 10  2 0300  -14.8  958.1  444.0  444.0  444.0  444.0
2018 275 10  2 0600  -15.5  957.6  444.0  444.0  444.0  444.0
2018 275 10  2 0900  -15.4  956.8  444.0  444.0  444.0  444.0
2018 275 10  2 1200  -16.4  955.9  444.0  444.0  444.0  444.0
2018 275 10  2 1500  -16.2  955.2  444.0  444.0  444.0  444.0
2018 275 10  2 1800  -16.8  954.8  444.0  444.0  444.0  444.0
2018 275 10  2 2100  -16.6  954.9  444.0  444.0  444.0  444.0
2018 276 10  3 0000  -14.9  955.1  444.0  444.0  444.0  444.0
2018 276 10  3 0300  -14.5  954.8  444.0  444.0  444.0  444.0
2018 276 10  3 0600  -17.1  954.4  444.0  444.0  444.0  444.0
2018 276 10  3 0900  -18.4  954.7  444.0  444.0  444.0  444.0
2018 276 10  3 1200  -19.5  954.2  444.0  444.0  444.0  444.0
2018 276 10  3 1500  -17.9  953.5  444.0  444.0  444.0  444.0
2018 276 10  3 1800  -16.8  952.7  444.0  444.0  444.0  444.0
2018 276 10  3 2100  -13.9  951.8  444.0  444.0  444.0  444.0
2018 277 10  4 0000  444.0  950.8  444.0  444.0  444.0  444.0
2018 277 10  4 0300  444.0  950.3  444.0  444.0  444.0  444.0
2018 277 10  4 0600  -11.4  949.3  444.0  444.0  444.0  444.0
2018 277 10  4 0900  -15.9  948.4  444.0  444.0  444.0  444.0
2018 277 10  4 1200  -16.4  947.8  444.0  444.0  444.0  444.0
2018 277 10  4 1500  -15.9  947.9  444.0  444.0  444.0  444.0
2018 277 10  4 1800  -17.4  948.3  444.0  444.0  444.0  444.0
2018 277 10  4 2100  -12.8  948.6  444.0  444.0  444.0  444.0
2018 278 10  5 0000  -11.1  949.3  444.0  444.0  444.0  444.0
2018 278 10  5 0300  -10.8  949.8  444.0  444.0  444.0  444.0
2018 278 10  5 0600  -12.5  949.5  444.0  444.0  444.0  444.0
2018 278 10  5 0900  -12.6  949.6  444.0  444.0  444.0  444.0
2018 278 10  5 1200  -12.9  949.1  444.0  444.0  444.0  444.0
2018 278 10  5 1500  -12.4  949.6  444.0  444.0  444.0  444.0
2018 278 10  5 1800  -10.6  949.6  444.0  444.0  444.0  444.0
2018 278 10  5 2100   -9.4  949.9  444.0  444.0  444.0  444.0
2018 279 10  6 0000   -8.9  949.8  444.0  444.0  444.0  444.0
2018 279 10  6 0300   -8.9  949.6  444.0  444.0  444.0  444.0
2018 279 10  6 0600   -9.8  950.4  444.0  444.0  444.0  444.0
2018 279 10  6 0900  -10.1  951.0  444.0  444.0  444.0  444.0
2018 279 10  6 1200  -11.2  952.0  444.0  444.0  444.0  444.0
2018 279 10  6 1500  -11.6  954.6  444.0  444.0  444.0  444.0
2018 279 10  6 1800  -11.9  957.1  444.0  444.0  444.0  444.0
2018 279 10  6 2100  -10.5  958.3  444.0  444.0  444.0  444.0
2018 280 10  7 0000  -10.1  960.5  444.0  444.0  444.0  444.0
2018 280 10  7 0300  -10.2  961.6  444.0  444.0  444.0  444.0
2018 280 10  7 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 280 10  7 0900  -12.1  964.6  444.0  444.0  444.0  444.0
2018 280 10  7 1200  -11.8  966.0  444.0  444.0  444.0  444.0
2018 280 10  7 1500  -12.4  966.4  444.0  444.0  444.0  444.0
2018 280 10  7 1800  -12.9  965.8  444.0  444.0  444.0  444.0
2018 280 10  7 2100   -9.4  965.1  444.0  444.0  444.0  444.0
2018 281 10  8 0000   -7.9  964.9  444.0  444.0  444.0  444.0
2018 281 10  8 0300   -8.0  964.4  444.0  444.0  444.0  444.0
2018 281 10  8 0600  -10.0  964.0  444.0  444.0  444.0  444.0
2018 281 10  8 0900  -12.8  963.5  444.0  444.0  444.0  444.0
2018 281 10  8 1200  -11.1  962.7  444.0  444.0  444.0  444.0
2018 281 10  8 1500  -11.4  963.0  444.0  444.0  444.0  444.0
2018 281 10  8 1800  -10.9  963.1  444.0  444.0  444.0  444.0
2018 281 10  8 2100  -10.2  964.0  444.0  444.0  444.0  444.0
2018 282 10  9 0000   -9.6  965.1  444.0  444.0  444.0  444.0
2018 282 10  9 0300  -10.4  965.8  444.0  444.0  444.0  444.0
2018 282 10  9 0600  -11.2  966.4  444.0  444.0  444.0  444.0
2018 282 10  9 0900  -11.4  966.7  444.0  444.0  444.0  444.0
2018 282 10  9 1200  -10.1  966.2  444.0  444.0  444.0  444.0
2018 282 10  9 1500   -9.4  965.7  444.0  444.0  444.0  444.0
2018 282 10  9 1800   -9.4  964.5  444.0  444.0  444.0  444.0
2018 282 10  9 2100   -7.6  964.9  444.0  444.0  444.0  444.0
2018 283 10 10 0000  444.0  963.6  444.0  444.0  444.0  444.0
2018 283 10 10 0300  444.0  961.3  444.0  444.0  444.0  444.0
2018 283 10 10 0600  -10.0  960.6  444.0  444.0  444.0  444.0
2018 283 10 10 0900  -12.8  960.9  444.0  444.0  444.0  444.0
2018 283 10 10 1200  -13.1  961.1  444.0  444.0  444.0  444.0
2018 283 10 10 1500  -13.1  960.4  444.0  444.0  444.0  444.0
2018 283 10 10 1800  -14.5  959.9  444.0  444.0  444.0  444.0
2018 283 10 10 2100  -15.4  959.3  444.0  444.0  444.0  444.0
2018 284 10 11 0000  -16.1  958.5  444.0  444.0  444.0  444.0
2018 284 10 11 0300  -10.5  957.7  444.0  444.0  444.0  444.0
2018 284 10 11 0600  -10.0  958.4  444.0  444.0  444.0  444.0
2018 284 10 11 0900  -15.4  959.4  444.0  444.0  444.0  444.0
2018 284 10 11 1200  -17.2  959.5  444.0  444.0  444.0  444.0
2018 284 10 11 1500  -18.9  959.6  444.0  444.0  444.0  444.0
2018 284 10 11 1800  -16.4  960.5  444.0  444.0  444.0  444.0
2018 284 10 11 2100  -13.1  962.3  444.0  444.0  444.0  444.0
2018 285 10 12 0000  -16.0  964.3  444.0  444.0  444.0  444.0
2018 285 10 12 0300  444.0  966.6  444.0  444.0  444.0  444.0
2018 285 10 12 0600  -15.5  968.0  444.0  444.0  444.0  444.0
2018 285 10 12 0900  -16.2  969.8  444.0  444.0  444.0  444.0
2018 285 10 12 1200  -15.9  970.8  444.0  444.0  444.0  444.0
2018 285 10 12 1500  -14.9  971.1  444.0  444.0  444.0  444.0
2018 285 10 12 1800  -14.4  971.2  444.0  444.0  444.0  444.0
2018 285 10 12 2100  -12.9  971.5  444.0  444.0  444.0  444.0
2018 286 10 13 0000  -11.1  971.5  444.0  444.0  444.0  444.0
2018 286 10 13 0300  -10.1  971.8  444.0  444.0  444.0  444.0
2018 286 10 13 0600  -11.1  972.6  444.0  444.0  444.0  444.0
2018 286 10 13 0900  -13.2  973.9  444.0  444.0  444.0  444.0
2018 286 10 13 1200  -14.0  975.5  444.0  444.0  444.0  444.0
2018 286 10 13 1500  -14.5  977.1  444.0  444.0  444.0  444.0
2018 286 10 13 1800  -15.0  978.8  444.0  444.0  444.0  444.0
2018 286 10 13 2100  -15.0  980.9  444.0  444.0  444.0  444.0
2018 287 10 14 0000  -12.0  982.6  444.0  444.0  444.0  444.0
2018 287 10 14 0300  -10.5  984.4  444.0  444.0  444.0  444.0
2018 287 10 14 0600  -12.4  986.4  444.0  444.0  444.0  444.0
