Year: 2018  Month: 04  ID: POS  ARGOS:  8984  Name: Possession Island   
Lat: 71.90S  Lon: 171.22E  Elev:   30m
2018  91  4  1 0000   -8.2  993.6  444.0  444.0  444.0  444.0
2018  91  4  1 0300   -8.5  993.1  444.0  444.0  444.0  444.0
2018  91  4  1 0600  -10.5  991.9  444.0  444.0  444.0  444.0
2018  91  4  1 0900  -10.1  991.9  444.0  444.0  444.0  444.0
2018  91  4  1 1200   -9.6  991.3  444.0  444.0  444.0  444.0
2018  91  4  1 1500   -9.8  990.6  444.0  444.0  444.0  444.0
2018  91  4  1 1800  -10.1  990.2  444.0  444.0  444.0  444.0
2018  91  4  1 2100  -10.9  990.2  444.0  444.0  444.0  444.0
2018  92  4  2 0000  -11.1  989.7  444.0  444.0  444.0  444.0
2018  92  4  2 0300  -11.4  989.6  444.0  444.0  444.0  444.0
2018  92  4  2 0600  -12.4  990.0  444.0  444.0  444.0  444.0
2018  92  4  2 0900  -12.6  990.5  444.0  444.0  444.0  444.0
2018  92  4  2 1200  -12.4  990.6  444.0  444.0  444.0  444.0
2018  92  4  2 1500  -12.4  991.9  444.0  444.0  444.0  444.0
2018  92  4  2 1800  -12.8  991.9  444.0  444.0  444.0  444.0
2018  92  4  2 2100  -12.4  992.5  444.0  444.0  444.0  444.0
2018  93  4  3 0000  -11.9  991.8  444.0  444.0  444.0  444.0
2018  93  4  3 0300  -12.1  990.8  444.0  444.0  444.0  444.0
2018  93  4  3 0600  -12.8  989.6  444.0  444.0  444.0  444.0
2018  93  4  3 0900  -13.1  988.6  444.0  444.0  444.0  444.0
2018  93  4  3 1200  -13.2  986.7  444.0  444.0  444.0  444.0
2018  93  4  3 1500  -12.4  984.7  444.0  444.0  444.0  444.0
2018  93  4  3 1800  -12.9  983.2  444.0  444.0  444.0  444.0
2018  93  4  3 2100  -12.9  982.2  444.0  444.0  444.0  444.0
2018  94  4  4 0000  -12.0  981.2  444.0  444.0  444.0  444.0
2018  94  4  4 0300  -13.1  980.4  444.0  444.0  444.0  444.0
2018  94  4  4 0600  -14.1  980.1  444.0  444.0  444.0  444.0
2018  94  4  4 0900  -14.9  980.0  444.0  444.0  444.0  444.0
2018  94  4  4 1200  -14.5  979.7  444.0  444.0  444.0  444.0
2018  94  4  4 1500  -14.2  980.9  444.0  444.0  444.0  444.0
2018  94  4  4 1800  -13.8  981.5  444.0  444.0  444.0  444.0
2018  94  4  4 2100  -13.1  981.4  444.0  444.0  444.0  444.0
2018  95  4  5 0000  -13.1  981.5  444.0  444.0  444.0  444.0
2018  95  4  5 0300  -13.1  981.6  444.0  444.0  444.0  444.0
2018  95  4  5 0600  -14.2  982.4  444.0  444.0  444.0  444.0
2018  95  4  5 0900  -15.0  983.0  444.0  444.0  444.0  444.0
2018  95  4  5 1200  -15.2  983.1  444.0  444.0  444.0  444.0
2018  95  4  5 1500  -15.9  983.4  444.0  444.0  444.0  444.0
2018  95  4  5 1800  -15.5  983.6  444.0  444.0  444.0  444.0
2018  95  4  5 2100  -14.2  983.7  444.0  444.0  444.0  444.0
2018  96  4  6 0000  -12.4  983.8  444.0  444.0  444.0  444.0
2018  96  4  6 0300  -12.0  983.9  444.0  444.0  444.0  444.0
2018  96  4  6 0600  -13.6  983.9  444.0  444.0  444.0  444.0
2018  96  4  6 0900  -13.9  983.6  444.0  444.0  444.0  444.0
2018  96  4  6 1200  -14.2  983.0  444.0  444.0  444.0  444.0
2018  96  4  6 1500  -15.1  982.7  444.0  444.0  444.0  444.0
2018  96  4  6 1800  -15.9  982.8  444.0  444.0  444.0  444.0
2018  96  4  6 2100  -15.4  983.0  444.0  444.0  444.0  444.0
2018  97  4  7 0000  -12.8  983.2  444.0  444.0  444.0  444.0
2018  97  4  7 0300  -12.0  982.9  444.0  444.0  444.0  444.0
2018  97  4  7 0600  -15.4  983.1  444.0  444.0  444.0  444.0
