Year: 2018  Month: 06  ID: CBD  ARGOS: 99504  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2018 152  6  1 0000  -24.7  996.8    9.4  198.1   52.7  444.0
2018 152  6  1 0300  -24.2  997.1    7.4  192.7   52.4  444.0
2018 152  6  1 0600  -23.0  998.2    4.7  177.7   42.4  444.0
2018 152  6  1 0900  -24.1  998.5    4.5  192.9   54.2  444.0
2018 152  6  1 1200  -23.6  999.3    2.8   95.1   48.0  444.0
2018 152  6  1 1500  -24.8  999.5    3.2   53.1   52.1  444.0
2018 152  6  1 1800  -23.8  998.2    3.8   42.1   46.0  444.0
2018 152  6  1 2100  -26.6  997.2    1.0   68.3   65.8  444.0
2018 153  6  2 0000  -26.1  995.6    1.1   71.0   68.4  444.0
2018 153  6  2 0300  -22.1  992.8    0.3  123.5   53.0  444.0
2018 153  6  2 0600  -20.9  990.2    4.1   75.2   57.5  444.0
2018 153  6  2 0900  -17.0  989.3    3.9   55.1   30.1  444.0
2018 153  6  2 1200  -20.0  988.8    2.1   58.6   57.9  444.0
2018 153  6  2 1500  -21.4  986.8    1.7   68.6   63.3  444.0
2018 153  6  2 1800  -22.9  985.5    1.6   62.3   71.9  444.0
2018 153  6  2 2100  -21.6  984.3    1.0  174.1   58.2  444.0
2018 154  6  3 0000  -22.6  981.0    1.0  136.4   78.5  444.0
2018 154  6  3 0300  -22.0  974.6    2.5   70.4   54.0  444.0
2018 154  6  3 0600  -25.2  968.3    2.1   39.5   75.2  444.0
2018 154  6  3 0900  -22.5  961.5    4.5   50.7   55.6  444.0
2018 154  6  3 1200  -24.0  957.9    2.5   60.6   58.1  444.0
2018 154  6  3 1500  -23.8  959.0    1.1   81.2   71.7  444.0
2018 154  6  3 1800  -21.8  962.6    3.7  123.6   55.9  444.0
2018 154  6  3 2100  -22.3  965.8    3.8   72.1   66.4  444.0
2018 155  6  4 0000  -20.9  968.6    3.2   34.9   63.8  444.0
2018 155  6  4 0300  -19.2  971.5   10.2   49.9   53.6  444.0
2018 155  6  4 0600  -22.6  977.7    6.1   37.0   70.5  444.0
2018 155  6  4 0900  -26.2  982.5    6.2   31.5   74.6  444.0
2018 155  6  4 1200  -27.4  986.1    8.1   37.2   74.5  444.0
2018 155  6  4 1500  -27.3  986.8   10.4   50.5   68.3  444.0
2018 155  6  4 1800  -27.2  987.3    9.9   39.9   69.7  444.0
2018 155  6  4 2100  -26.0  988.6    8.2   32.2   63.1  444.0
2018 156  6  5 0000  -26.7  988.9    8.4   32.5   70.8  444.0
2018 156  6  5 0300  -27.2  989.0    6.8   49.9   61.5  444.0
2018 156  6  5 0600  -26.7  988.9    1.2   47.5   71.2  444.0
2018 156  6  5 0900  -26.5  987.5    0.9   58.8   73.8  444.0
2018 156  6  5 1200  -26.9  985.5    3.0   50.3   75.5  444.0
2018 156  6  5 1500  -27.3  983.7    3.4   47.7   74.3  444.0
2018 156  6  5 1800  -25.8  982.0    1.6   82.6   70.1  444.0
2018 156  6  5 2100  -25.0  981.0    2.4  171.9   54.2  444.0
2018 157  6  6 0000  -26.3  981.0    1.9   94.6   71.5  444.0
2018 157  6  6 0300  -26.1  980.9    4.2   25.3   72.4  444.0
2018 157  6  6 0600  -27.4  980.8    2.4   99.6   73.5  444.0
2018 157  6  6 0900  -27.3  980.0    3.0  171.0   74.4  444.0
2018 157  6  6 1200  -26.5  979.4    3.8   61.7   76.5  444.0
2018 157  6  6 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 157  6  6 1800  -28.0  979.2    1.4  356.1   73.5  444.0
2018 157  6  6 2100  -27.8  977.5    5.5   37.3   71.5  444.0
2018 158  6  7 0000  -27.3  976.5    3.9   63.8   68.9  444.0
2018 158  6  7 0300  -24.2  974.9    5.2   80.1   47.5  444.0
2018 158  6  7 0600  -25.5  975.6    2.2  110.1   56.6  444.0
2018 158  6  7 0900  -25.6  972.9   17.0  199.6   64.8  444.0
2018 158  6  7 1200  -26.6  973.9    5.8   51.4   47.9  444.0
2018 158  6  7 1500  -26.6  974.0    0.9   31.6   45.6  444.0
2018 158  6  7 1800  -27.4  971.7   11.9  226.9   54.8  444.0
2018 158  6  7 2100  -28.5  971.6    0.3   90.8   64.7  444.0
2018 159  6  8 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 159  6  8 0300  -30.6  969.1    5.9  155.2   52.3  444.0
2018 159  6  8 0600  -31.7  968.7    8.5   68.3   59.0  444.0
2018 159  6  8 0900  -32.3  967.9    3.7  118.4   58.5  444.0
2018 159  6  8 1200  -32.4  968.4    7.5   21.0   68.6  444.0
2018 159  6  8 1500  -32.7  968.7    8.1   35.0   75.8  444.0
2018 159  6  8 1800  -30.6  969.5    6.3   46.1   78.5  444.0
2018 159  6  8 2100  -30.2  966.9    6.7   21.4   79.7  444.0
2018 160  6  9 0000  -31.3  965.4    3.2   52.4   68.8  444.0
2018 160  6  9 0300  -31.2  962.3    4.7  107.1   40.9  444.0
2018 160  6  9 0600  -31.8  961.9    3.1  125.1   46.9  444.0
2018 160  6  9 0900  -32.1  960.5    1.7  141.9   65.1  444.0
2018 160  6  9 1200  -33.2  961.4    8.6  184.8   46.2  444.0
2018 160  6  9 1500  -33.6  960.1    1.4   59.6   54.9  444.0
2018 160  6  9 1800  -35.7  956.2   23.5  199.2   62.8  444.0
2018 160  6  9 2100  -32.4  957.3   21.8  193.2   76.7  444.0
2018 161  6 10 0000  -30.4  958.3   25.2  182.7   85.0  444.0
2018 161  6 10 0300  -30.4  962.2   11.1  182.7   51.7  444.0
2018 161  6 10 0600  -31.3  960.2   21.9  190.3   40.1  444.0
2018 161  6 10 0900  -31.0  962.9   14.1  177.5   44.0  444.0
2018 161  6 10 1200  -30.5  966.5    8.4   79.9   42.0  444.0
2018 161  6 10 1500  -30.0  968.7    1.2  274.7   36.2  444.0
2018 161  6 10 1800  -30.0  967.5    9.6   80.1   42.5  444.0
2018 161  6 10 2100  -30.1  969.3    8.7   60.9   30.9  444.0
2018 162  6 11 0000  -30.0  970.4    3.9  217.6   50.3  444.0
2018 162  6 11 0300  -29.4  971.3    3.3  180.4   60.8  444.0
2018 162  6 11 0600  -29.6  971.2    2.9   96.4   49.6  444.0
2018 162  6 11 0900  -29.3  971.2    4.3  117.8   49.4  444.0
2018 162  6 11 1200  -30.0  972.1    9.7   48.4   65.4  444.0
