Year: 2018  Month: 05  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.83W  Elev:   10m
2018 121  5  1 0000  444.0  964.2    8.2    1.0   78.0  444.0
2018 121  5  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 121  5  1 0600  444.0  967.7   11.4   26.0   82.0  444.0
2018 121  5  1 0900  444.0  968.0   11.9    5.0   79.5  444.0
2018 121  5  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 121  5  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 121  5  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 121  5  1 2100  444.0  972.2   15.2  121.0   86.0  444.0
2018 122  5  2 0000  444.0  971.3   13.5  101.0   92.8  444.0
2018 122  5  2 0300  444.0  968.0   13.5  114.0   93.0  444.0
2018 122  5  2 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 122  5  2 0900  444.0  960.4   13.8  121.0   92.5  444.0
2018 122  5  2 1200  444.0  957.1    3.9  314.0   97.5  444.0
2018 122  5  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 122  5  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 122  5  2 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 123  5  3 0000  444.0  960.4   11.6   54.0   90.8  444.0
2018 123  5  3 0300  444.0  961.1   13.1   39.0   83.0  444.0
2018 123  5  3 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 123  5  3 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 123  5  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 123  5  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 123  5  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 123  5  3 2100  444.0  970.3    4.4   25.0   72.5  444.0
2018 124  5  4 0000  444.0  970.0    3.5   14.0   65.0  444.0
2018 124  5  4 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 124  5  4 0600  444.0  972.7    6.4  341.0   67.1  444.0
2018 124  5  4 0900  444.0  973.1    4.4  349.0   72.0  444.0
2018 124  5  4 1200  444.0  971.7    3.0   24.0   64.0  444.0
2018 124  5  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 124  5  4 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 124  5  4 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 125  5  5 0000  444.0  967.9    7.0   71.0   83.1  444.0
2018 125  5  5 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 125  5  5 0600  444.0  965.9    5.4  118.0   88.0  444.0
2018 125  5  5 0900  444.0  965.7    6.5  159.0   96.0  444.0
2018 125  5  5 1200  444.0  966.3  444.0  444.0   91.0  444.0
2018 125  5  5 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 125  5  5 1800  444.0  970.8    9.1  285.0  444.0  444.0
2018 125  5  5 2100  444.0  444.0   14.1  346.0   82.5  444.0
2018 126  5  6 0000  444.0  978.8   12.0  340.0   78.0  444.0
2018 126  5  6 0300  444.0  985.7    6.8  122.0  444.0  444.0
2018 126  5  6 0600  444.0  987.4   10.6   16.0   73.0  444.0
2018 126  5  6 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 126  5  6 1200  444.0  988.9   11.2   36.0   72.9  444.0
2018 126  5  6 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 126  5  6 1800  444.0  985.2   16.9   78.0  444.0  444.0
2018 126  5  6 2100  444.0  980.9   11.8  114.0   71.0  444.0
2018 127  5  7 0000  444.0  972.6   18.5  122.0   90.0  444.0
2018 127  5  7 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 127  5  7 0600  444.0  963.9   20.3   18.0   81.0  444.0
2018 127  5  7 0900  444.0  967.7   21.8    7.0   67.0  444.0
2018 127  5  7 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 127  5  7 1500  444.0  976.4   17.7  356.0   65.0  444.0
2018 127  5  7 1800  444.0  980.5   13.6  352.0   66.6  444.0
2018 127  5  7 2100  444.0  983.5   11.1  358.0   68.0  444.0
2018 128  5  8 0000  444.0  985.2    8.8  349.0   70.0  444.0
2018 128  5  8 0300  444.0  985.3    5.8    1.0   70.4  444.0
2018 128  5  8 0600  444.0  985.1    3.5   27.0   66.8  444.0
2018 128  5  8 0900  444.0  984.5    0.7  318.0   67.2  444.0
2018 128  5  8 1200  444.0  984.0    5.5  197.0   59.6  444.0
2018 128  5  8 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 128  5  8 1800  444.0  982.0    5.2  179.0   64.0  444.0
2018 128  5  8 2100  444.0  981.6    3.2  176.0  444.0  444.0
2018 129  5  9 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 129  5  9 0300  444.0  980.4    8.1  327.0   83.3  444.0
2018 129  5  9 0600  444.0  980.2   11.1  350.0   70.7  444.0
2018 129  5  9 0900  444.0  981.5   10.2   15.0   74.0  444.0
2018 129  5  9 1200  444.0  982.2    6.0  307.0   72.0  444.0
2018 129  5  9 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 129  5  9 1800  444.0  985.9    5.2  292.0   55.6  444.0
2018 129  5  9 2100  444.0  988.2    6.4  277.0   53.8  444.0
2018 130  5 10 0000  444.0  990.2    5.3  285.0   58.0  444.0
2018 130  5 10 0300  444.0  992.1    4.5  312.0   61.0  444.0
2018 130  5 10 0600  444.0  995.1    2.7  301.0   64.0  444.0
2018 130  5 10 0900  444.0  995.7    0.7  325.0   64.9  444.0
2018 130  5 10 1200  444.0 1000.4    3.6   72.0   68.0  444.0
2018 130  5 10 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 130  5 10 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 130  5 10 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 131  5 11 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 131  5 11 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 131  5 11 0600  444.0  997.4    5.5   15.0   93.2  444.0
2018 131  5 11 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 131  5 11 1200  444.0  996.9    4.7  331.0   93.8  444.0
2018 131  5 11 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 131  5 11 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 131  5 11 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 132  5 12 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 133  5 13 0000  444.0  444.0  444.0  444.0  444.0  444.0
