Year: 2018  Month: 01  ID: FUJ  ARGOS:  8904  Name: Dome Fuji           
Lat: 77.31S  Lon:  39.71E  Elev: 3810m
2018   1  1  1 0000  -31.9  608.6    1.1   76.0  -29.7   -1.6
2018   1  1  1 0300  -29.4  608.8    4.2   59.0  -30.0    0.6
2018   1  1  1 0600  -26.3  608.9    3.5   71.0  -30.1    3.8
2018   1  1  1 0900  -26.2  609.0    5.0   86.0  -29.9    3.6
2018   1  1  1 1200  -24.0  609.1    5.7   69.0  -29.4    5.4
2018   1  1  1 1500  -23.7  609.1    4.1   63.0  -29.1    5.4
2018   1  1  1 1800  -26.2  608.9    2.0   67.0  -29.1    2.2
2018   1  1  1 2100  -29.5  609.3    3.8   59.0  -29.4   -0.1
2018   2  1  2 0000  -30.1  609.3    3.5   86.0  -29.8   -0.3
2018   2  1  2 0300  -30.3  609.2    3.4   85.0  -30.0    0.1
2018   2  1  2 0600  -28.8  608.9    4.1  103.0  -29.9    1.3
2018   2  1  2 0900  -26.3  609.0    4.4   92.0  -29.6    3.2
2018   2  1  2 1200  -23.4  608.9    4.8   77.0  -29.2    5.5
2018   2  1  2 1500  -24.0  608.7    3.9   82.0  -29.0    5.0
2018   2  1  2 1800  -28.8  608.6    2.8   83.0  -29.0    0.2
2018   2  1  2 2100  -31.0  608.6    5.1   63.0  -29.3   -1.7
2018   3  1  3 0000  -33.9  608.7    3.1   72.0  -29.9   -4.1
2018   3  1  3 0300  -33.3  608.2    4.9   69.0  -30.2   -3.1
2018   3  1  3 0600  -30.0  608.2    7.3   62.0  -30.4    0.5
2018   3  1  3 0900  -27.7  608.3    9.1   54.0  -30.5    2.6
2018   3  1  3 1200  -25.8  608.3   10.6   50.0  -30.4    4.6
2018   3  1  3 1500  -25.9  608.4   10.5   42.0  -30.3    4.3
2018   3  1  3 1800  -27.4  608.8    9.6   38.0  -30.2    2.9
2018   3  1  3 2100  -28.7  610.3    7.0   24.0  -30.5    2.0
2018   4  1  4 0000  -29.5  611.2    6.8   31.0  -30.8    1.3
2018   4  1  4 0300  -27.3  611.4    6.3   43.0  -30.9    3.7
2018   4  1  4 0600  -26.6  611.8    6.8   30.0  -30.8    4.1
2018   4  1  4 0900  -25.8  612.2    7.1   39.0  -30.2    4.4
2018   4  1  4 1200  -24.4  612.2    6.8   38.0  -29.7    5.5
2018   4  1  4 1500  -23.7  612.0    5.3   42.0  -29.5    5.8
2018   4  1  4 1800  -25.8  612.3    3.3   60.0  -29.6    4.2
2018   4  1  4 2100  -29.9  612.6    3.6   64.0  -29.8   -0.1
2018   5  1  5 0000  -32.1  612.5    3.9   78.0  -30.3   -1.4
2018   5  1  5 0300  -28.7  612.1    4.0   80.0  -30.7    1.6
2018   5  1  5 0600  -25.0  611.9    6.3   70.0  -30.6    5.9
2018   5  1  5 0900  -23.0  611.7    7.7   62.0  -29.9    6.9
2018   5  1  5 1200  -21.9  611.4    8.1   59.0  -29.1    7.2
2018   5  1  5 1500  -22.2  611.0    8.7   62.0  -28.8    6.6
2018   5  1  5 1800  -24.7  611.1    7.9   59.0  -28.9    3.9
2018   5  1  5 2100  -25.1  611.4    8.1   48.0  -29.0    3.9
2018   6  1  6 0000  -27.0  611.3    7.2   57.0  -29.2    2.2
2018   6  1  6 0300  -24.4  611.0    7.3   52.0  -29.3    5.0
2018   6  1  6 0600  -21.5  611.4    8.6   42.0  -29.4    7.8
2018   6  1  6 0900  -20.1  611.7    9.5   39.0  -29.0    8.7
2018   6  1  6 1200  -19.5  611.8   10.0   40.0  -28.6    9.1
2018   6  1  6 1500  -19.6  612.2    7.9   45.0  -28.0    8.4
2018   6  1  6 1800  -22.9  612.8    7.7   44.0  -28.0    5.1
2018   6  1  6 2100  -25.1  613.8    6.7   38.0  -28.1    3.2
2018   7  1  7 0000  -26.2  614.6    4.8   37.0  -28.3    2.1
2018   7  1  7 0300  -25.4  615.0    4.9   36.0  -28.6    3.6
2018   7  1  7 0600  -21.9  616.1    4.4   27.0  -28.4    6.4
2018   7  1  7 0900  -20.5  616.6    5.1   31.0  -28.0    7.4
2018   7  1  7 1200  -18.3  616.8    5.7   28.0  -27.5    9.3
2018   7  1  7 1500  -18.7  617.0    4.6   32.0  -27.3    8.6
2018   7  1  7 1800  -23.0  617.3    2.3   31.0  -27.3    4.4
2018   7  1  7 2100  -28.7  617.4    2.1   18.0  -27.7   -0.7
2018   8  1  8 0000  -25.7  617.1    1.8   18.0  -28.3    2.7
2018   8  1  8 0300  -24.0  616.4    2.3   20.0  -28.7    4.7
2018   8  1  8 0600  444.0  616.1    0.8  284.0  -28.4   16.1
2018   8  1  8 0900  -15.6  615.7    1.1  319.0  -27.6   12.6
2018   8  1  8 1200  -13.2  614.8    1.7  304.0  -26.7   13.4
2018   8  1  8 1500  -15.3  613.8    1.4  306.0  -26.3   12.7
2018   8  1  8 1800  -22.2  613.3    3.3  228.0  -26.2    3.8
2018   8  1  8 2100  -27.1  613.0    5.0  196.0  -26.6   -0.5
2018   9  1  9 0000  -28.4  612.4    3.5  184.0  -27.1   -1.2
2018   9  1  9 0300  -27.9  611.6    3.6  185.0  -27.5   -0.4
2018   9  1  9 0600  -25.9  610.7    3.4  191.0  -27.6    1.6
2018   9  1  9 0900  -25.9  610.3    3.5  186.0  -27.2    1.5
2018   9  1  9 1200  -22.9  609.7    3.5  192.0  -27.1    4.2
2018   9  1  9 1500  -24.0  609.2    3.3  177.0  -27.3    3.4
2018   9  1  9 1800  -27.0  609.1    2.1  206.0  -27.7    0.7
2018   9  1  9 2100  -33.0  609.2    1.6  228.0  -28.4   -4.6
2018  10  1 10 0000  444.0  609.2    1.3  197.0  -29.1   -1.2
2018  10  1 10 0300  444.0  609.0    0.8  237.0  -29.7    4.1
2018  10  1 10 0600  444.0  609.1    1.2  294.0  -29.5    6.3
2018  10  1 10 0900  -25.5  609.1    2.9  264.0  -28.8    3.4
2018  10  1 10 1200  -22.3  609.1    3.0  271.0  -28.2    5.6
2018  10  1 10 1500  -21.8  608.8    2.1  261.0  -28.2    6.4
2018  10  1 10 1800  -27.0  608.8    2.0  259.0  -28.3    1.5
2018  10  1 10 2100  -31.8  608.9    2.2  251.0  -28.7   -3.1
2018  11  1 11 0000  -31.6  608.7    1.7  232.0  -29.3   -2.8
