Year: 2018  Month: 09  ID: WDB  ARGOS: 99506  Name: Windless Bight      
Lat: 77.73S  Lon: 167.70E  Elev:   40m
2018 244  9  1 0000  -38.3  973.1    0.7  130.8   68.8   -0.3
2018 244  9  1 0300  -35.4  971.3    1.6  258.8   72.0    4.6
2018 244  9  1 0600  -36.6  970.6    2.0  335.7   71.0    4.7
2018 244  9  1 0900  -38.6  972.4    1.9  210.1   69.0    1.1
2018 244  9  1 1200  -34.5  974.0    1.5   49.1   72.3    0.3
2018 244  9  1 1500  -34.2  976.0    1.7   94.9   72.2    0.4
2018 244  9  1 1800  -33.5  977.1    2.2  143.2   73.0    1.5
2018 244  9  1 2100  -31.9  977.8    4.6   94.3   73.8    0.6
2018 245  9  2 0000  -32.7  977.4    5.5  111.2   72.8   -0.2
2018 245  9  2 0300  -33.8  978.4    6.8  108.4   72.5   -0.0
2018 245  9  2 0600  -27.8  978.9    5.8   77.6   67.4    0.2
2018 245  9  2 0900  -31.9  979.3    7.9  210.6   73.3   -0.1
2018 245  9  2 1200  -29.6  979.3    3.4  279.5   69.6    0.3
2018 245  9  2 1500  -31.4  978.7    6.7  163.2   70.4   -0.0
2018 245  9  2 1800  -31.6  976.9    4.2  273.1   69.4    0.0
2018 245  9  2 2100  -30.4  972.9    2.7  199.1   72.7    0.0
2018 246  9  3 0000  -28.7  967.6    4.4  307.9   64.5    0.1
2018 246  9  3 0300  -27.5  964.0    5.2  299.6   66.6    0.1
2018 246  9  3 0600  -25.0  959.7    3.4  334.4   63.9    0.1
2018 246  9  3 0900  -23.6  954.7    2.3  276.2   58.7    0.1
2018 246  9  3 1200  -20.8  951.0    2.4  322.3   72.9    0.0
2018 246  9  3 1500  -19.3  946.5    1.7  355.1   73.3    0.0
2018 246  9  3 1800  -20.3  946.2    5.8    0.7   66.5    0.1
2018 246  9  3 2100  -19.3  946.9    2.7  227.5   74.7    0.1
2018 247  9  4 0000  -17.8  945.6    5.2  299.7   75.5    0.1
