Year: 2018  Month: 01  ID: CBD  ARGOS:  9504  Name: CAPE BIRD           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2018   1  1  1 0000   -2.9  984.1    1.7  336.0   73.2  444.0
2018   1  1  1 0300   -2.6  983.8    3.2   20.3   68.4  444.0
2018   1  1  1 0600   -2.6  983.8    3.0   12.9   71.1  444.0
2018   1  1  1 0900   -3.8  984.2    3.0   36.7   76.6  444.0
2018   1  1  1 1200   -3.4  984.4    2.0  121.3   51.4  444.0
2018   1  1  1 1500   -3.4  984.1    2.6  189.1   55.4  444.0
2018   1  1  1 1800   -2.2  984.0    2.3  149.5   42.7  444.0
2018   1  1  1 2100   -2.1  984.4    1.7  323.5   72.6  444.0
2018   2  1  2 0000   -1.0  984.7    1.7  348.1   51.7  444.0
2018   2  1  2 0300   -0.9  985.0    2.2  237.7   67.7  444.0
2018   2  1  2 0600   -1.6  985.4    2.1  353.9   74.3  444.0
2018   2  1  2 0900   -2.3  986.4    2.5   15.3   76.6  444.0
2018   2  1  2 1200   -3.7  987.7    1.4   70.5   84.1  444.0
2018   2  1  2 1500   -3.8  988.2    2.1  135.1   62.0  444.0
2018   2  1  2 1800   -4.3  988.8    2.7  222.3   91.1  444.0
2018   2  1  2 2100   -3.0  989.7    3.7  224.6   88.5  444.0
2018   3  1  3 0000   -3.0  991.0    1.4  243.4   87.4  444.0
2018   3  1  3 0300   -2.6  991.9    1.3  271.2   85.5  444.0
2018   3  1  3 0600   -2.0  992.8    1.2  292.5   77.1  444.0
2018   3  1  3 0900   -2.4  993.1    2.3  358.2   74.2  444.0
2018   3  1  3 1200   -3.6  993.8    1.7   94.0   70.0  444.0
2018   3  1  3 1500   -4.7  993.1    2.2  117.6   76.3  444.0
2018   3  1  3 1800   -3.5  992.4    1.6   58.5   67.4  444.0
2018   3  1  3 2100   -1.3  991.9    0.7   63.4   47.2  444.0
2018   4  1  4 0000   -2.3  990.9    3.3   21.6   75.2  444.0
2018   4  1  4 0300   -1.2  989.5    2.7    7.8   68.3  444.0
2018   4  1  4 0600  444.0  988.3    1.0  291.6   45.5  444.0
2018   4  1  4 0900   -1.3  987.4    1.0   13.2   46.1  444.0
2018   4  1  4 1200   -2.0  986.6    1.4   98.9   55.4  444.0
2018   4  1  4 1500   -2.9  985.3    3.0   38.8   63.6  444.0
2018   4  1  4 1800   -2.4  984.7    2.6   69.5   64.2  444.0
2018   4  1  4 2100   -1.9  984.7    4.1   45.6   63.6  444.0
2018   5  1  5 0000   -1.1  984.8    4.4   21.8   64.6  444.0
2018   5  1  5 0300    0.2  984.8    2.6    8.0   57.0  444.0
2018   5  1  5 0600   -0.3  985.7    1.7  330.9   63.0  444.0
2018   5  1  5 0900   -1.1  986.5    2.1  241.6   68.0  444.0
2018   5  1  5 1200   -2.1  987.3    4.8  224.9   84.5  444.0
2018   5  1  5 1500   -2.3  987.1    7.7  218.1   82.6  444.0
2018   5  1  5 1800   -2.3  986.8    7.5  214.4   83.6  444.0
2018   5  1  5 2100   -3.0  986.6    3.5  220.2   87.2  444.0
2018   6  1  6 0000   -1.6  986.1    0.9  293.5   82.0  444.0
2018   6  1  6 0300   -2.4  985.0    6.8   32.2   83.0  444.0
2018   6  1  6 0600   -3.1  984.9    5.1   19.2   84.0  444.0
2018   6  1  6 0900   -3.7  985.5    3.1   15.0   85.0  444.0
2018   6  1  6 1200   -3.8  985.7    1.1   23.6   83.2  444.0
2018   6  1  6 1500   -3.6  984.6    1.9  238.1   81.0  444.0
2018   6  1  6 1800   -2.5  984.4    7.4  224.5   80.7  444.0
2018   6  1  6 2100   -2.0  985.6    2.1  328.3   79.2  444.0
2018   7  1  7 0000   -1.0  986.0    5.3   16.7   69.4  444.0
2018   7  1  7 0300   -1.4  985.5    9.1   27.2   68.2  444.0
2018   7  1  7 0600   -1.2  986.0    8.6   25.8   69.6  444.0
2018   7  1  7 0900   -0.7  986.6    2.5  215.1   63.9  444.0
2018   7  1  7 1200   -1.4  986.7    2.6  219.7   75.8  444.0
2018   7  1  7 1500   -2.9  987.3    3.1  228.0   83.1  444.0
2018   7  1  7 1800    0.2  987.6    6.5   49.7   41.5  444.0
2018   7  1  7 2100    1.0  988.4    8.0   45.0   39.2  444.0
2018   8  1  8 0000    1.4  989.3   10.2   44.4   34.4  444.0
2018   8  1  8 0300    0.5  990.9    6.0  212.1   68.7  444.0
2018   8  1  8 0600    0.3  992.2    5.3  225.6   72.6  444.0
2018   8  1  8 0900   -2.0  994.2    2.6  239.0   89.1  444.0
2018   8  1  8 1200   -1.9  995.9    6.9   43.9   93.0  444.0
2018   8  1  8 1500   -2.1  996.8    0.6  200.4   93.6  444.0
2018   8  1  8 1800   -2.4  997.6    2.7  249.2   93.6  444.0
2018   8  1  8 2100   -2.3  998.1    5.7  215.7   94.8  444.0
2018   9  1  9 0000   -2.6  998.5    1.6  277.8   93.4  444.0
2018   9  1  9 0300   -2.6  998.8    1.2  327.6   95.0  444.0
2018   9  1  9 0600   -3.1  999.1    2.2  208.7   96.1  444.0
2018   9  1  9 0900   -3.3  999.0    3.0   24.9   96.1  444.0
2018   9  1  9 1200   -4.5  998.9    1.2  292.5   94.4  444.0
2018   9  1  9 1500   -4.7  997.7    0.4  248.9   94.7  444.0
2018   9  1  9 1800   -4.9  996.6    1.1  239.1   94.1  444.0
2018   9  1  9 2100   -5.1  995.3    1.1  302.1   96.0  444.0
2018  10  1 10 0000   -5.9  993.9    2.2    0.3   96.9  444.0
2018  10  1 10 0300   -5.0  992.0    1.3  263.8   97.1  444.0
2018  10  1 10 0600   -2.9  989.8    6.0  222.8   89.6  444.0
2018  10  1 10 0900   -3.3  988.4    3.7  229.7   87.1  444.0
2018  10  1 10 1200   -4.3  986.9    0.8   22.4   83.1  444.0
2018  10  1 10 1500   -5.5  985.4    2.1   50.0   88.6  444.0
2018  10  1 10 1800   -5.2  983.9    3.5   41.4   88.1  444.0
2018  10  1 10 2100   -6.5  982.8    2.5    9.2   94.5  444.0
2018  11  1 11 0000   -5.1  981.9    3.8   14.3   81.2  444.0
2018  11  1 11 0300   -6.7  981.3    3.7   24.3   89.7  444.0
2018  11  1 11 0600   -7.7  981.1    5.0   27.1   92.8  444.0
2018  11  1 11 0900   -8.4  981.0    3.0   52.4   91.2  444.0
2018  11  1 11 1200   -8.4  980.9    3.0   66.9   90.6  444.0
2018  11  1 11 1500   -9.0  980.7    1.7  288.4   88.3  444.0
2018  11  1 11 1800   -7.5  980.8    0.3  227.5   84.1  444.0
2018  11  1 11 2100   -7.4  980.8    1.0  284.9   87.3  444.0
2018  12  1 12 0000   -5.8  981.3    2.7   22.8   75.7  444.0
2018  12  1 12 0300   -5.0  982.0    4.4   15.1   74.8  444.0
2018  12  1 12 0600   -5.8  983.4    5.8   30.9   83.3  444.0
2018  12  1 12 0900   -7.1  984.6    2.9   23.9   91.5  444.0
2018  12  1 12 1200   -7.4  985.4    2.0  356.6   83.7  444.0
2018  12  1 12 1500   -7.2  986.1    5.7  218.3   72.9  444.0
2018  12  1 12 1800   -7.3  986.7    6.4  217.7   77.9  444.0
2018  12  1 12 2100   -5.5  987.6    2.7  243.2   57.2  444.0
2018  13  1 13 0000   -5.3  988.5    1.6  292.3   74.5  444.0
2018  13  1 13 0300   -3.4  989.3    2.7    2.2   72.9  444.0
2018  13  1 13 0600   -2.1  989.9    2.3  356.7   66.4  444.0
2018  13  1 13 0900   -3.9  991.0    1.9   27.5   73.3  444.0
2018  13  1 13 1200   -5.1  991.9    1.8   73.2   65.0  444.0
2018  13  1 13 1500   -6.8  991.1    2.8   29.2   76.4  444.0
2018  13  1 13 1800   -5.5  990.2    3.3   41.6   81.8  444.0
2018  13  1 13 2100   -4.7  989.6    0.4  319.9   82.7  444.0
2018  14  1 14 0000   -4.7  988.6    3.1  223.4   81.6  444.0
2018  14  1 14 0300   -4.1  987.7    3.6  238.0   83.3  444.0
2018  14  1 14 0600   -3.9  987.2    0.7   20.9   69.4  444.0
2018  14  1 14 0900   -4.5  986.2    0.7  333.3   77.6  444.0
2018  14  1 14 1200   -5.3  985.6    2.1  224.7   84.3  444.0
2018  14  1 14 1500   -6.4  984.4    0.8   15.6   88.4  444.0
2018  14  1 14 1800   -6.1  983.4    1.9   55.1   77.8  444.0
2018  14  1 14 2100   -5.3  982.0    4.3   32.1   76.6  444.0
2018  15  1 15 0000   -4.5  981.1    4.8   24.5   82.4  444.0
2018  15  1 15 0300   -3.5  979.4    6.4   25.9   76.9  444.0
2018  15  1 15 0600   -3.4  977.5    6.6   23.0   76.7  444.0
2018  15  1 15 0900   -5.1  976.5    7.6   27.8   71.6  444.0
2018  15  1 15 1200   -5.7  975.4    7.3   53.9   60.9  444.0
2018  15  1 15 1500   -6.3  973.9    6.8   33.8   64.0  444.0
2018  15  1 15 1800   -6.4  973.0    6.4   25.2   73.7  444.0
2018  15  1 15 2100   -8.0  971.7    8.1   17.1   95.5  444.0
2018  16  1 16 0000   -8.0  971.6    5.3   10.3   95.0  444.0
2018  16  1 16 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018  16  1 16 0600   -7.8  970.1    4.3   25.1   80.7  444.0
2018  16  1 16 0900   -8.4  970.3    3.8   22.0   78.7  444.0
2018  16  1 16 1200   -9.5  971.0    1.7  345.0   85.4  444.0
2018  16  1 16 1500   -9.9  971.0    0.9  111.0   82.4  444.0
2018  16  1 16 1800   -9.3  971.3    1.3   84.0   70.4  444.0
2018  16  1 16 2100   -9.2  972.1    4.3   29.5   82.0  444.0
2018  17  1 17 0000   -9.6  973.1    3.8   11.9   83.1  444.0
2018  17  1 17 0300  -10.1  973.5    4.6   22.1   83.6  444.0
2018  17  1 17 0600  -11.1  974.6    3.0    3.5   83.4  444.0
2018  17  1 17 0900  -11.2  975.2    2.1  303.5   85.3  444.0
2018  17  1 17 1200  -11.0  974.7    4.9  222.1   81.1  444.0
2018  17  1 17 1500  -11.2  974.5    6.5  218.6   73.1  444.0
2018  17  1 17 1800  -10.9  974.9    1.8  118.8   74.1  444.0
2018  17  1 17 2100   -9.8  975.4    1.6   96.8   71.0  444.0
2018  18  1 18 0000   -8.2  974.7    5.3  224.4   68.1  444.0
2018  18  1 18 0300   -6.3  973.7    6.6  236.5   67.8  444.0
2018  18  1 18 0600   -5.7  972.5    8.3  224.7   71.9  444.0
2018  18  1 18 0900   -6.6  972.1    6.4  221.2   80.6  444.0
2018  18  1 18 1200   -5.7  971.4    8.5  219.8   73.9  444.0
