Year: 2018  Month: 06  ID: DIS  ARGOS:  8932  Name: Dismal Island       
2018 167  6 16 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 167  6 16 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 167  6 16 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 167  6 16 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 167  6 16 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 167  6 16 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 168  6 17 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 0600  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 0900  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 169  6 18 2100  444.0  444.0  444.0  444.0  444.0  444.0
2018 170  6 19 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 170  6 19 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 170  6 19 0600  444.0  972.0  444.0  444.0   63.8  444.0
2018 170  6 19 0900  444.0  971.0   10.4  188.0   60.0  444.0
2018 170  6 19 1200  444.0  970.5   11.1  195.0   60.5  444.0
2018 170  6 19 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 170  6 19 1800  444.0  971.1    6.6  199.0   56.0  444.0
2018 170  6 19 2100  444.0  971.4    7.4  191.0   58.0  444.0
2018 171  6 20 0000  444.0  972.5    7.1  170.0   60.4  444.0
2018 171  6 20 0300  444.0  973.0    7.6  187.0   60.0  444.0
2018 171  6 20 0600  444.0  972.2  444.0  444.0   60.0  444.0
2018 171  6 20 0900  444.0  972.5    7.6  173.0   61.8  444.0
2018 171  6 20 1200  444.0  972.4    9.9  170.0   62.0  444.0
2018 171  6 20 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 171  6 20 1800  444.0  444.0  444.0  444.0  444.0  444.0
2018 171  6 20 2100  444.0  975.8   10.2  173.0   67.3  444.0
2018 172  6 21 0000  444.0  444.0  444.0  444.0  444.0  444.0
2018 172  6 21 0300  444.0  977.5   10.5  166.0   62.0  444.0
2018 172  6 21 0600  444.0  978.4    9.9  168.0   61.0  444.0
2018 172  6 21 0900  444.0  981.4    6.9  136.0   59.0  444.0
2018 172  6 21 1200  444.0  982.0   12.8  168.0   57.0  444.0
2018 172  6 21 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 172  6 21 1800  444.0  987.7    7.3  183.0   59.8  444.0
2018 172  6 21 2100  444.0  989.5   11.7  195.0   55.0  444.0
2018 173  6 22 0000  444.0  992.0   11.1  166.0   54.9  444.0
2018 173  6 22 0300  444.0  444.0  444.0  444.0  444.0  444.0
2018 173  6 22 0600  444.0  995.4    7.1  193.0   57.1  444.0
2018 173  6 22 0900  444.0  997.1    5.7  192.0   59.0  444.0
2018 173  6 22 1200  444.0  997.4    6.1  220.0   63.0  444.0
2018 173  6 22 1500  444.0  998.5    6.3  254.0   73.7  444.0
2018 173  6 22 1800  444.0  998.3    5.1  271.0   78.0  444.0
2018 173  6 22 2100  444.0  999.4    4.5  272.0   80.7  444.0
2018 174  6 23 0000  444.0  999.9    4.4  269.0   83.0  444.0
2018 174  6 23 0300  444.0 1000.3    3.9  278.0   87.0  444.0
2018 174  6 23 0600  444.0 1000.1    3.6  262.0   85.2  444.0
2018 174  6 23 0900  444.0 1000.5    5.3  263.0   84.0  444.0
2018 174  6 23 1200  444.0 1000.4    5.1  257.0   86.0  444.0
2018 174  6 23 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 174  6 23 1800  444.0 1000.0    5.5  227.0   80.1  444.0
2018 174  6 23 2100  444.0  999.4    3.5  238.0   83.0  444.0
2018 175  6 24 0000  444.0  999.0    3.3  260.0   82.1  444.0
2018 175  6 24 0300  444.0  999.1    4.5  236.0   78.0  444.0
2018 175  6 24 0600  444.0  998.3    3.7  234.0   79.0  444.0
2018 175  6 24 0900  444.0  998.3    4.0  251.0   83.0  444.0
2018 175  6 24 1200  444.0  999.0    2.0  321.0   82.0  444.0
2018 175  6 24 1500  444.0 1000.1    2.7  268.0   84.0  444.0
2018 175  6 24 1800  444.0 1000.6    2.3  253.0   83.1  444.0
2018 175  6 24 2100  444.0 1001.9    0.1  270.0   86.0  444.0
2018 176  6 25 0000  444.0 1003.3    1.7    8.0   93.0  444.0
2018 176  6 25 0300  444.0 1004.4    1.6  214.0   92.7  444.0
2018 176  6 25 0600  444.0 1005.5    2.3  206.0   91.0  444.0
2018 176  6 25 0900  444.0 1007.2    3.6  176.0   91.0  444.0
2018 176  6 25 1200  444.0 1006.7    0.7  180.0   89.0  444.0
2018 176  6 25 1500  444.0 1006.1    4.4  155.0   72.2  444.0
2018 176  6 25 1800  444.0 1005.9    5.0  150.0   78.0  444.0
2018 176  6 25 2100  444.0 1005.4    5.2  151.0   82.0  444.0
2018 177  6 26 0000  444.0 1004.1    4.8  157.0   78.8  444.0
2018 177  6 26 0300  444.0 1002.9    5.0  165.0   81.9  444.0
2018 177  6 26 0600  444.0 1001.9    4.9  205.0   82.0  444.0
2018 177  6 26 0900  444.0 1001.0    3.8  172.0   73.2  444.0
2018 177  6 26 1200  444.0  999.6    5.0  189.0   89.0  444.0
2018 177  6 26 1500  444.0  997.9    3.3  191.0   89.1  444.0
2018 177  6 26 1800  444.0  996.5    3.4  193.0   86.0  444.0
2018 177  6 26 2100  444.0  995.0    2.2  176.0   89.3  444.0
2018 178  6 27 0000  444.0  994.4    3.3  157.0   86.0  444.0
2018 178  6 27 0300  444.0  991.2    4.1  227.0   92.8  444.0
2018 178  6 27 0600  444.0  990.7    3.6  215.0   92.0  444.0
2018 178  6 27 0900  444.0  989.9    5.2  205.0   93.0  444.0
2018 178  6 27 1200  444.0  988.7    5.0  188.0   92.0  444.0
2018 178  6 27 1500  444.0  986.9    5.7  193.0   85.0  444.0
2018 178  6 27 1800  444.0  985.9    4.2  208.0   91.0  444.0
2018 178  6 27 2100  444.0  984.9    4.6  198.0   90.8  444.0
2018 179  6 28 0000  444.0  985.0    4.3  202.0   90.0  444.0
2018 179  6 28 0300  444.0  984.0    3.1  186.0   93.0  444.0
2018 179  6 28 0600  444.0  982.6    4.2  167.0   89.0  444.0
2018 179  6 28 0900  444.0  981.7    4.6  145.0   89.4  444.0
2018 179  6 28 1200  444.0  981.0    5.7  120.0   93.0  444.0
2018 179  6 28 1500  444.0  444.0  444.0  444.0  444.0  444.0
2018 179  6 28 1800  444.0  968.3    8.9  354.0   90.0  444.0
2018 179  6 28 2100  444.0  977.9   12.0   28.0   85.0  444.0
2018 180  6 29 0000  444.0  980.3   13.9   25.0   81.2  444.0
2018 180  6 29 0300  444.0  982.2   13.3   34.0   82.0  444.0
2018 180  6 29 0600  444.0  984.6   12.4   28.0   77.6  444.0
2018 180  6 29 0900  444.0  987.1   11.6   24.0   79.0  444.0
2018 180  6 29 1200  444.0  988.0   11.6   26.0   82.9  444.0
2018 180  6 29 1500  444.0  990.3    9.3   26.0   78.0  444.0
2018 180  6 29 1800  444.0  991.0    9.7   32.0   81.0  444.0
2018 180  6 29 2100  444.0  992.7    7.5   32.0   83.0  444.0
2018 181  6 30 0000  444.0  993.3    8.1   31.0   82.9  444.0
2018 181  6 30 0300  444.0  992.9    4.5   27.0   84.0  444.0
2018 181  6 30 0600  444.0  991.8    4.2   23.0   83.1  444.0
2018 181  6 30 0900  444.0  991.0    4.5   18.0   82.0  444.0
2018 181  6 30 1200  444.0  991.2    4.4   25.0   80.0  444.0
2018 181  6 30 1500  444.0  990.4    6.7   27.0   82.1  444.0
2018 181  6 30 1800  444.0  987.5   10.0   29.0   81.3  444.0
2018 181  6 30 2100  444.0  990.2   10.1   24.0   81.5  444.0
