Year: 2018  Month: 11  ID: SID  ARGOS: 30393  Name: Siple Dome          
Lat: 81.66S  Lon: 148.78W  Elev:  668m
2018 305 11  1 0000  -18.8  894.4    5.2   15.0   73.0  444.0
2018 305 11  1 0300  -21.8  894.6    4.5   31.0   71.0  444.0
2018 305 11  1 0600  -23.3  895.3    4.5   41.0   79.0  444.0
2018 305 11  1 0900  -21.1  896.1    3.9   25.0   79.0  444.0
2018 305 11  1 1200  -18.8  896.4    4.4   36.0   80.0  444.0
2018 305 11  1 1500  -17.1  896.2    5.6   32.0   81.0  444.0
2018 305 11  1 1800  -15.6  896.0    6.1   31.0   81.0  444.0
2018 305 11  1 2100  -16.7  896.1    6.1   25.0   78.0  444.0
2018 306 11  2 0000  -18.9  896.2    5.7   23.0   76.6  444.0
2018 306 11  2 0300  -21.6  896.0    5.0   32.0   74.0  444.0
2018 306 11  2 0600  -25.1  896.4    4.0   31.0   74.0  444.0
2018 306 11  2 0900  -25.0  896.8    4.0   33.0   72.8  444.0
2018 306 11  2 1200  -23.7  897.1    4.2   37.0   77.0  444.0
2018 306 11  2 1500  -20.5  897.1    3.7   31.0   78.0  444.0
2018 306 11  2 1800  -19.7  896.9    1.9   54.0   76.5  444.0
2018 306 11  2 2100  -16.9  896.9    1.4   68.0   79.0  444.0
2018 307 11  3 0000  -15.6  896.9    1.4   61.0   79.0  444.0
2018 307 11  3 0300  -14.1  896.7    1.5   52.0   80.0  444.0
2018 307 11  3 0600  -13.5  897.3    0.9   47.0   82.0  444.0
2018 307 11  3 0900  -12.8  897.4    0.4   50.0   89.0  444.0
2018 307 11  3 1200  -12.4  897.6    0.7   62.0   88.0  444.0
2018 307 11  3 1500  -12.8  896.9    0.8   80.0   86.0  444.0
2018 307 11  3 1800  -11.3  897.2    0.9   49.0   86.0  444.0
2018 307 11  3 2100  -12.5  897.7    0.3   71.0   84.0  444.0
2018 308 11  4 0000  -11.5  897.8    5.8   64.0   84.0  444.0
2018 308 11  4 0300  -10.9  897.9    5.5   66.0   86.0  444.0
2018 308 11  4 0600  -12.9  897.9    5.2   66.0   86.0  444.0
2018 308 11  4 0900  -13.6  898.1    4.3   60.0   86.0  444.0
2018 308 11  4 1200  -14.1  898.4    3.5   43.0   86.0  444.0
2018 308 11  4 1500  -10.0  898.2    2.5   28.0   83.0  444.0
2018 308 11  4 1800   -9.7  898.2    2.1  349.0   86.0  444.0
