Year: 2018  Month: 02  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018  32  2  1 0000   -9.2  990.8    3.9   73.0   51.8  444.0
2018  32  2  1 0300   -8.8  990.5    4.5   77.0   61.5  444.0
2018  32  2  1 0600   -7.6  990.0    4.1   70.0   72.5  444.0
2018  32  2  1 0900   -6.5  989.9    3.5   25.0   94.0  444.0
2018  32  2  1 1200   -8.5  989.7    2.7   58.0   91.4  444.0
2018  32  2  1 1500  -11.0  989.4    3.1   94.0   77.3  444.0
2018  32  2  1 1800  -10.2  989.0    4.1  105.0   84.8  444.0
2018  32  2  1 2100   -4.1  988.4    2.9  111.0   76.0  444.0
2018  33  2  2 0000   -7.4  988.1    5.5  257.0   69.0  444.0
2018  33  2  2 0300   -7.2  988.7    3.5  240.0   72.5  444.0
2018  33  2  2 0600   -6.5  989.1    1.6  202.0   47.8  444.0
2018  33  2  2 0900  -11.5  989.1    5.1  228.0   89.6  444.0
2018  33  2  2 1200  -13.1  989.1    6.2  229.0   94.0  444.0
2018  33  2  2 1500  -12.4  988.1    9.4  218.0   98.9  444.0
2018  33  2  2 1800  -11.8  987.5   12.1  219.0   93.2  444.0
2018  33  2  2 2100  -11.1  987.4   11.3  204.0   92.3  444.0
2018  34  2  3 0000  -10.8  987.7   12.3  204.0   80.8  444.0
2018  34  2  3 0300  -10.4  987.6   11.1  205.0   73.8  444.0
2018  34  2  3 0600  -10.8  987.6    9.8  214.0   78.6  444.0
2018  34  2  3 0900  -13.1  987.9    9.8  207.0   85.2  444.0
2018  34  2  3 1200  -15.2  988.0    7.8  208.0   88.8  444.0
2018  34  2  3 1500  -16.2  988.1    7.6  190.0   92.7  444.0
2018  34  2  3 1800  -16.2  987.7    6.6  187.0   82.6  444.0
2018  34  2  3 2100  -12.0  987.4    7.0  173.0   76.9  444.0
2018  35  2  4 0000  -10.6  986.7    5.5  193.0   50.5  444.0
2018  35  2  4 0300  -10.4  985.3    3.7  170.0   66.8  444.0
2018  35  2  4 0600  -10.0  985.2    5.8  221.0   59.7  444.0
2018  35  2  4 0900  -12.0  984.6    3.1  243.0   81.7  444.0
2018  35  2  4 1200  -12.6  985.0    5.1  207.0   80.4  444.0
2018  35  2  4 1500  -14.8  984.8    6.2  167.0   84.8  444.0
2018  35  2  4 1800  -14.5  985.3    4.7  167.0   83.5  444.0
2018  35  2  4 2100  -11.1  986.1    6.6  180.0   76.0  444.0
2018  36  2  5 0000  -10.9  986.0    9.4  193.0   66.8  444.0
2018  36  2  5 0300  -10.4  985.6   11.1  215.0   76.0  444.0
2018  36  2  5 0600  -11.4  984.9   10.1  207.0   91.0  444.0
2018  36  2  5 0900  -11.1  984.8   11.9  205.0   98.4  444.0
2018  36  2  5 1200  -10.2  984.8    7.6  186.0   98.9  444.0
2018  36  2  5 1500  -11.8  984.4   10.1  186.0   88.3  444.0
2018  36  2  5 1800  -13.8  984.4   10.1  179.0   84.8  444.0
2018  36  2  5 2100  -12.8  984.3   11.3  184.0   72.9  444.0
2018  37  2  6 0000  -11.2  984.2   11.7  188.0   66.8  444.0
2018  37  2  6 0300   -9.4  983.3   10.7  222.0   71.6  444.0
2018  37  2  6 0600  -10.1  982.9   11.1  225.0   71.2  444.0
2018  37  2  6 0900  -12.6  982.5    7.6  216.0   73.8  444.0
2018  37  2  6 1200  -15.9  982.0    4.9  215.0   74.2  444.0
2018  37  2  6 1500  -17.8  981.2    4.5  225.0   74.2  444.0
