Year: 2018  Month: 03  ID: WTI  ARGOS: 99505  Name: White Island        
Lat: 78.08S  Lon: 167.46E  Elev:  686m
2018  60  3  1 0000  -15.3  891.5   17.5  173.8   82.4   -0.0
2018  60  3  1 0300  -16.1  893.7    7.8  158.8   87.0   -0.0
2018  60  3  1 0600  -17.6  893.6   11.5  165.4   86.1    0.0
2018  60  3  1 0900  -18.9  894.3    9.6  169.7   85.5   -0.0
2018  60  3  1 1200  -17.2  893.8   13.4  158.0   87.2    0.3
2018  60  3  1 1500  -18.2  893.8   12.1  167.8   87.0    0.1
2018  60  3  1 1800  -16.8  894.2   12.1  169.8   87.3    0.1
2018  60  3  1 2100  -18.8  892.8   16.8  161.1   84.6    0.2
2018  61  3  2 0000  -18.6  891.3   21.8  160.8   83.9    0.1
2018  61  3  2 0300  -18.5  891.2   21.3  162.3   84.8    0.1
2018  61  3  2 0600  -18.7  892.3   18.9  160.2   85.5    0.0
2018  61  3  2 0900  -18.8  892.4   18.4  161.2   85.7    0.0
2018  61  3  2 1200  -19.6  894.4   13.6  162.9   84.8    0.1
2018  61  3  2 1500  -19.1  895.0   12.7  165.5   85.6   -0.0
2018  61  3  2 1800  -19.3  895.7   12.3  154.2   85.1    0.1
2018  61  3  2 2100  -19.3  896.0   11.7  156.6   84.4    0.1
2018  62  3  3 0000  -19.0  897.0   10.6  152.5   84.0   -0.1
2018  62  3  3 0300  -18.0  897.7    5.9  137.3   84.7   -0.2
2018  62  3  3 0600  -18.9  898.0    5.8  147.8   84.0    0.0
2018  62  3  3 0900  -18.8  898.5    2.6  139.2   85.6    0.1
2018  62  3  3 1200  -21.3  899.0    1.9  188.0   82.4   -0.0
2018  62  3  3 1500  -21.2  898.8    2.4  172.2   83.0    0.2
2018  62  3  3 1800  -18.8  898.5    2.4  343.9   84.9    0.2
2018  62  3  3 2100  -18.3  898.2    5.0  326.0   84.9    0.2
2018  63  3  4 0000  -17.8  898.3    7.1  306.0   86.6    0.1
2018  63  3  4 0300  -15.7  898.6    4.9  307.7   89.8    0.2
2018  63  3  4 0600  -15.3  898.3    8.0  303.8   90.2    0.0
2018  63  3  4 0900  -15.5  899.2    2.1  144.2   89.7    0.1
2018  63  3  4 1200  -15.7  899.1    6.9   94.1   90.1    0.0
2018  63  3  4 1500  -15.9  899.4    7.5  110.6   88.9    0.0
2018  63  3  4 1800  -16.6  899.3    8.5  120.3   88.2    0.1
2018  63  3  4 2100  -21.7  897.3   17.0  169.0   82.0    0.1
2018  64  3  5 0000  -21.8  898.8   16.4  171.5   83.0   -0.0
2018  64  3  5 0300  -19.5  901.8    4.0  178.7   84.8   -0.1
2018  64  3  5 0600  -19.1  902.5    6.0  183.8   85.2   -0.1
2018  64  3  5 0900  -19.4  903.6    6.1  161.4   85.2    0.1
2018  64  3  5 1200  -19.7  903.4    9.6  161.4   84.8    0.1
2018  64  3  5 1500  -19.9  902.8   12.8  160.8   84.7   -0.0
2018  64  3  5 1800  -19.8  901.9   15.2  164.4   84.9    0.1
2018  64  3  5 2100  -18.9  902.1   11.1  165.4   85.7   -0.0
2018  65  3  6 0000  -19.2  900.7   14.3  170.5   84.8   -0.1
2018  65  3  6 0300  -19.3  899.3   15.3  172.7   84.9   -0.0
2018  65  3  6 0600  -20.0  899.4   12.3  191.7   83.6    0.2
2018  65  3  6 0900  -20.2  898.2   13.6  188.0   84.2    0.9
2018  65  3  6 1200  -20.5  897.2   12.9  185.6   84.0    0.5
2018  65  3  6 1500  -21.1  895.5   12.6  181.9   82.9    0.2
2018  65  3  6 1800  -21.7  895.2    7.7  176.7   82.4    0.1
2018  65  3  6 2100  -21.1  893.7   10.2  177.4   80.1    0.5
2018  66  3  7 0000  -21.6  893.6    3.6  155.1   74.9    0.4
2018  66  3  7 0300  -19.0  892.1    1.4  186.4   74.1    0.4
2018  66  3  7 0600  444.0  890.6    0.2   40.6   75.7   -0.8
2018  66  3  7 0900  -22.7  889.2    2.2  317.0   78.3    0.1
2018  66  3  7 1200  -23.9  887.8    2.3   45.6   77.1    0.2
2018  66  3  7 1500  -29.3  886.0    9.3  160.7   72.5    0.0
2018  66  3  7 1800  -29.2  884.9    5.0  133.7   77.1    0.2
2018  66  3  7 2100  -27.0  884.1    5.7   88.5   76.4   -0.0
2018  67  3  8 0000  -27.2  883.5    6.1  110.0   72.7    0.0
2018  67  3  8 0300  -27.1  883.4    5.5   93.4   76.7    0.1
2018  67  3  8 0600  -25.9  883.4    2.1   56.9   76.3    0.5
2018  67  3  8 0900  -23.4  883.6    2.4   45.0   80.2    0.4
2018  67  3  8 1200  444.0  444.0  444.0  444.0  444.0  444.0
2018  67  3  8 1500  -23.0  884.1    0.1  189.7   79.2    0.1
2018  67  3  8 1800  -22.0  884.5    3.4  155.8   75.0    0.6
2018  67  3  8 2100  -22.5  884.6    7.5  161.0   69.7    0.3
2018  68  3  9 0000  -22.8  883.7   14.8  158.4   47.8    0.0
2018  68  3  9 0300  -23.4  881.7   21.8  164.8   78.3    0.0
2018  68  3  9 0600  -22.6  880.1   27.6  167.7   80.9    0.1
2018  68  3  9 0900  -18.1  881.2   30.2  164.9   85.7    0.1
2018  68  3  9 1200  -17.6  884.0   28.7  166.4   86.3    0.0
2018  68  3  9 1500  -17.5  885.6   28.8  166.0   87.0    0.0
2018  68  3  9 1800  -17.3  891.0   19.2  168.4   86.9    0.1
2018  68  3  9 2100  -17.8  893.2   15.1  184.5   84.5    0.1
2018  69  3 10 0000  -17.9  893.6   16.6  180.1   80.4    0.2
2018  69  3 10 0300  -17.9  895.1    8.7  174.8   79.1    0.1
2018  69  3 10 0600  -18.1  894.4   16.0  158.6   65.7    0.1
2018  69  3 10 0900  -18.4  895.9    7.9  155.3   84.5    0.1
2018  69  3 10 1200  -18.6  896.4    4.8  157.6   87.8    0.1
2018  69  3 10 1500  -20.2  897.0    4.3  188.2   80.7    0.6
2018  69  3 10 1800  -19.0  897.4    5.5  284.3   70.0    0.1
2018  69  3 10 2100  -18.5  897.7   14.6  215.0   53.0    0.6
2018  70  3 11 0000  -17.3  899.1   10.6  170.8   61.5    0.1
2018  70  3 11 0300  -16.6  900.3    2.9  267.1   57.6   -0.9
2018  70  3 11 0600  -17.7  899.0   10.2  279.3   64.5   -0.0
2018  70  3 11 0900  -18.0  899.5   11.5  263.4   60.3    0.2
2018  70  3 11 1200  -18.5  900.0    6.3  269.5   67.6    0.1
2018  70  3 11 1500  -17.4  898.6   10.7  268.4   63.5    0.1
2018  70  3 11 1800  -17.1  892.2   31.2  224.6   87.2   -0.0
2018  70  3 11 2100  -16.1  897.3   15.0  179.4   87.6   -0.0
2018  71  3 12 0000  -18.9  890.8   14.7   54.2   84.3   -0.1
2018  71  3 12 0300  -15.5  887.0    9.2  179.3   87.5   -0.0
2018  71  3 12 0600  -16.0  888.6   26.3  193.5   88.4   -0.0
2018  71  3 12 0900  -15.5  893.3   29.9  180.7   89.9   -0.0
2018  71  3 12 1200  -15.0  891.6   34.9  188.6   90.4   -0.0
2018  71  3 12 1500  -15.7  889.3   36.6  193.3   89.4   -0.0
2018  71  3 12 1800  -16.1  896.9   23.8  176.0   87.6    0.0
2018  71  3 12 2100  -15.9  890.7   34.6  173.9   85.3    0.0
2018  72  3 13 0000  -14.1  895.6   25.8  176.0   90.2   -0.0
2018  72  3 13 0300  -17.1  897.4   20.4  163.4   86.9   -0.1
